Geneid,control Evs_1,control Evs_2,control Evs_3,TGFB Evs_1,TGFB Evs_2,TGFB Evs_3
Plekhf1,181,0,0,0,45,121
Znhit6,422,104,85,192,299,52
Zfp791,0,0,0,0,0,0
G430095P16Rik,21,0,0,0,2,31
Sdhaf1,67,15,19,25,33,24
Dnajb14,815,190,637,155,572,973
Cox7a1,139,26,91,0,10,7
Zfp382,262,0,429,215,62,164
Zfp568,0,17,271,234,245,50
Ap1ar,520,1515,1059,581,2038,2098
Dda1,1472,228,333,321,472,486
Ceacam1,0,0,0,0,251,0
Gm6166,34,7,18,2,10,6
Gm12522,50,0,0,0,0,4
Zfp94,432,0,91,0,0,0
Zfp109,0,0,0,0,0,124
Peak1,0,165,10,157,425,301
Apoc4,181,64,27,15,56,22
I830077J02Rik,331,0,253,0,89,0
Tmigd3,135,0,0,0,0,14
Ccdc61,216,37,0,0,3,0
C5ar2,0,186,0,0,0,0
Gm5544,0,0,0,0,0,0
Gm15441,12,0,0,0,0,25
Zfp865,38,322,21,160,146,44
Zfp628,88,1,0,0,11,0
3110039I08Rik,0,0,0,0,0,0
Gm14548,0,0,0,0,0,0
Gm15417,94,9,65,0,43,49
Spc24,211,105,47,16,119,43
Mex3a,0,0,0,0,12,50
A430078G23Rik,0,0,0,0,0,0
Zfp558,0,0,0,0,0,0
Fat3,0,0,14,0,0,0
Gm10705,18,1,3,7,4,0
Arfip1,60,10,71,0,52,43
Gm10709,27,6,14,7,18,5
Gcnt7,0,0,0,0,1,0
Cass4,0,0,1,0,0,0
Mocs3,113,7,55,19,31,169
Zfas1,342,112,91,81,101,125
Lekr1,156,0,0,0,0,0
4931440P22Rik,43,0,0,0,0,0
Arfgef2,2797,491,1130,519,542,1408
Mgst2,548,175,257,0,204,50
Tox2,0,0,0,0,70,0
Mafb,2994,1667,551,0,545,886
Mroh8,0,15,94,0,0,0
4930518I15Rik,0,0,3,0,0,0
Cpne1,1,23,31,24,22,21
6430550D23Rik,0,0,0,0,18,0
BC029722,314,136,262,178,200,174
Mcidas,0,0,0,0,0,0
Myh7b,0,0,0,0,0,0
Lrrc31,54,0,0,0,0,0
Eif2s2,2870,374,469,112,622,163
Sirpb1c,224,0,104,0,33,0
Defb25,67,0,0,0,0,0
Zcchc3,358,222,245,82,326,312
Csnk2a1,436,518,406,908,674,754
Zfp950,14,0,61,332,15,32
Fndc10,52,0,0,10,0,31
Thbd,6,226,1,0,78,11
Pdzd8,1318,115,0,0,700,382
Atxn7l3b,51,51,406,132,639,392
Kiz,69,124,29,0,126,35
Smim26,228,39,39,0,78,73
Gm5535,114,0,0,0,0,0
Ube2n,1587,589,397,641,944,484
AU019990,0,0,0,0,0,0
Plxnc1,1026,26,497,816,37,99
Arrdc3,0,0,0,0,0,0
Slc4a11,0,0,0,0,0,0
Itpa,505,0,1,31,552,199
Gm4149,77,71,91,127,118,115
Gas2l3,42,37,75,173,474,96
Gm10762,52,5,0,0,80,193
Hps6,1,0,18,0,238,112
Gm14005,319,59,187,0,122,20
Itpripl1,39,23,218,1,23,91
2010315B03Rik,0,0,81,0,47,0
Platr25,266,0,0,0,4,0
Zfp934,0,49,64,16,4,34
Zfp808,0,3,1,0,5,0
Spata5l1,262,31,0,0,4,0
Serf2,1589,361,609,155,523,284
Grk6,515,1045,1842,1291,1638,3192
Lcmt2,910,304,544,0,342,223
Ifit3,285,0,0,0,0,0
Sptbn5,0,0,0,0,0,0
Ranbp6,0,0,1,0,0,111
Chst14,0,119,0,0,0,92
Inafm2,19,32,133,0,134,114
Fam122a,211,141,186,143,225,121
Pak6,0,0,1,0,0,0
Ptar1,0,0,0,10,248,14
Ano3,0,0,0,0,0,0
Gm11382,39,15,5,12,23,0
Qser1,0,40,5,0,188,43
Nrbf2,179,39,119,0,123,103
Fjx1,0,0,0,66,28,0
Gm10800,2,8,124,3,65,27
Gm10801,0,1,9,0,1,0
Prdm11,0,0,0,0,0,0
Nxpe3,233,19,229,1,80,29
Zfp408,0,476,474,0,224,183
Duxf3,0,1,0,0,0,0
Vdac3-ps1,14,0,12,1,7,0
Yae1d1,196,43,0,14,76,17
Olfr1271,0,0,0,0,0,0
Cd80,53,0,0,0,200,0
Ccdc162,0,0,0,0,0,0
Znhit2,274,233,77,15,694,363
Ccdc58,368,117,245,64,175,248
Amd1,1114,1165,861,642,1504,2004
Fsip2,0,0,0,0,0,0
Heg1,0,0,0,0,0,0
Cerkl,0,0,0,0,0,0
Cenpw,367,339,263,257,405,392
Gm10819,6,4,10,3,11,5
Pde11a,0,13,0,0,5,0
Ttc30a1,260,0,0,0,0,0
Ttc30b,396,0,0,0,0,0
Mrpl23-ps1,46,0,15,1,2,4
Wipf1,219,45,153,116,262,259
Carns1,0,2,0,0,0,0
Klhl41,0,0,0,0,0,0
Scn9a,0,2,0,0,0,0
Scn2a,0,22,7,0,0,0
Fign,0,0,0,0,0,0
Zbtb2,0,146,0,0,0,0
Rc3h2,938,84,254,60,870,324
Fnbp1,1348,146,920,0,469,301
Dolk,778,259,156,225,257,164
Dnlz,600,354,522,420,350,721
Alg10b,63,204,320,877,689,478
Commd6,1442,45,176,0,354,20
Malrd1,0,0,0,0,0,0
Aarsd1,2,74,96,56,64,55
Gm10863,0,0,1,0,83,26
6330403L08Rik,0,31,0,1,19,34
Zfp652,16,500,49,721,757,502
B130006D01Rik,0,0,0,0,0,0
Zc3h3,582,0,0,7,78,2
Ly6a,0,42,136,0,0,0
Gm7935,25,0,0,0,1,0
Gm11545,258,50,0,0,29,12
Selenot,19,6,60,36,2,11
Selenos,401,203,453,136,437,235
Selenom,719,58,62,63,131,0
Selenoi,0,0,0,0,66,188
Txnrd2,177,0,49,0,316,22
Msrb1,614,117,134,73,122,104
Gpx4,6365,1806,1567,858,1869,719
Gm23935,4352,1030,2115,462,507,202
Gm24270,265,61,91,25,11,16
Sox4,1,44,0,0,10,33
Ywhaq,4177,1345,1527,328,2018,1244
Cep295nl,0,0,0,0,0,0
Acsf2,0,0,0,0,6,0
Selenoh,317,72,238,286,118,48
Ass1,384,26,40,0,157,19
Ighm,0,0,109,0,0,47
Rab11b,2609,223,304,57,842,165
Rpl23a-ps3,22,2,2,8,8,8
Actl10,0,0,0,0,0,0
Ankrd63,0,215,0,0,0,0
Psme2b,605,76,38,10,121,30
Gm16503,1,1,2,3,0,3
Chml,0,0,0,0,115,0
Gm2000,441,194,193,154,255,167
Tmem203,114,52,40,0,59,69
Airn,274,78,1,0,22,61
Hmga1b,85,6,2,3,4,3
F8a,0,0,0,0,71,32
Sf3b5,1077,166,653,259,673,308
AW011738,0,0,50,0,0,7
Gm4294,24,2,10,23,23,15
Sarnp,820,217,153,103,188,120
Ctdsp2,980,2747,2675,1575,3497,3933
Dohh,610,164,268,376,586,505
Raet1d,60,0,0,0,0,0
Abracl,492,112,166,223,240,203
Plekhn1,904,0,1,103,397,93
Perm1,0,0,0,0,13,0
Cfap74,0,0,0,0,84,110
Zfp984,0,0,0,0,175,7
Ddi2,686,1267,739,1208,2685,2773
Emc1,1380,5,0,0,658,0
Aunip,0,64,0,0,59,19
Nkain1,1,0,0,1,12,29
Zfp995,0,0,0,0,20,0
Bnip3,2544,266,292,144,839,303
1110065P20Rik,8,25,41,34,40,9
Ndufaf8,163,389,406,295,507,463
Ube2d3,9198,1316,2885,210,3097,1370
E430018J23Rik,0,0,0,0,0,0
AU022252,85,96,155,54,166,211
Gm4609,21,1,1,0,0,0
Gm4070,0,15,0,0,10,0
1810010H24Rik,181,0,12,0,1,20
Smarcd2,505,26,231,6,179,98
Ccdc47,2506,446,405,254,504,203
Gm7336,32,4,5,3,0,3
Aoc2,0,71,7,8,1,5
Psme3,2240,652,342,100,920,418
Cntd1,0,0,0,0,5,0
Chd2,488,272,451,450,606,578
Casc3,0,358,0,207,55,15
Tm2d3,921,0,329,192,268,102
5830417I10Rik,362,129,17,248,136,199
Cisd3,953,223,234,35,355,190
D030028A08Rik,0,83,79,164,201,265
Tomm5,1115,702,878,493,783,791
Tmem8b,470,0,2,41,0,0
Haus5,10,10,24,0,17,5
Zfp566,0,0,0,0,0,0
Evi2a,314,256,109,0,153,53
Rad54b,5,0,4,0,0,8
9530053A07Rik,70,0,0,0,0,0
Zfp59,137,0,0,5,163,58
1810022K09Rik,728,91,284,0,147,70
BC024978,0,0,0,0,1,14
Dph1,578,156,232,0,29,0
Zfp541,0,0,0,0,1,1
Eif5a,19283,3333,5107,2247,5128,1407
Leng1,580,105,0,0,58,1
Hist3h2a,97,25,13,0,17,0
Igtp,0,0,35,0,0,0
Zfp931,1,0,0,0,0,19
Gm14326,240,0,0,0,45,10
Gm14322,0,0,3,16,16,14
Gm14418,0,0,5,129,63,4
Gm14410,66,6,99,3,13,4
Gm14295,0,47,16,0,0,12
Gm14305,0,8,37,24,56,15
Gm4724,22,1,0,0,0,0
Fam186b,0,0,0,0,0,0
Mon1b,143,242,111,0,229,186
Dpm1,13,13,8,0,23,10
Ifi47,218,0,0,0,0,0
Ube2v1,3,8,27,15,5,3
Ak6,354,123,117,72,286,145
Naip6,903,0,0,0,19,68
Naip2,679,0,0,0,445,7
Lncenc1,0,0,0,0,68,41
Arhgap8,390,21,46,181,201,161
Gm14221,576,467,796,377,684,361
4932414J04Rik,0,0,0,0,0,0
Gm12033,12,7,30,15,2,0
Wdr92,542,94,275,0,405,123
Sec61g,804,414,477,235,529,346
Zfp429,0,0,0,0,51,0
Zfp456,0,0,0,0,0,0
Samd1,0,0,0,0,22,30
Ifi27l2a,756,236,224,38,109,40
Ly6c1,0,0,0,0,0,14
Slc45a4,4,25,0,0,4,106
Mef2b,0,0,0,14,0,0
Alkbh1,309,31,306,197,253,40
Prnp,503,58,400,74,222,0
D130040H23Rik,0,0,0,0,0,0
Fastkd5,125,85,36,0,300,190
Serpinb1c,203,197,86,83,102,0
Vinac1,0,0,0,0,0,0
Kcnip3,0,46,0,0,0,0
Cyp4v3,1895,26,169,0,385,53
BC005561,34,31,0,7,108,34
Jrkl,0,0,0,0,0,72
Ccdc82,126,0,0,7,40,117
Prps1l3,694,0,0,237,65,75
Srp54c,68,0,80,0,96,19
Pms2,0,0,9,0,127,114
Capn3,0,0,0,0,0,0
Kdelr2,780,271,403,78,355,188
Gm4204,164,75,24,16,49,61
A130010J15Rik,0,0,13,0,0,15
Zan,599,28,137,32,194,31
Rab10os,1363,81,75,248,127,68
Mphosph8,173,45,88,29,33,3
AC133103.1,145,70,19,0,36,14
Psme2,4356,746,929,212,1684,348
Zfp664,0,258,276,821,406,470
Gm9531,40,14,40,13,25,11
Ccr5,0,1,0,0,0,0
C730034F03Rik,67,76,61,62,25,37
Trim71,0,0,0,0,0,0
Tmppe,0,238,460,289,779,430
2310009B15Rik,153,94,103,15,36,98
Clec7a,1239,369,414,0,359,47
Gm2223,10,4,6,3,11,7
Rab9,309,75,371,95,102,117
Trappc2,487,94,0,0,80,0
Naa80,465,54,1,118,85,62
Ifit1bl1,0,0,0,0,0,0
Gm11110,147,12,5,110,81,0
Atg4a,569,37,202,252,133,133
Ms4a6c,0,0,0,0,33,0
Arpc4,2632,958,1394,483,1828,1322
Mthfsl,122,85,108,51,138,88
Mroh2a,0,38,10,29,240,57
Rpl36a,2431,1835,1865,1692,2383,2459
St6galnac4,2183,980,2743,990,1860,3115
B3gnt7,0,0,0,0,0,0
Col4a3,0,0,0,0,0,0
Pigb,548,0,284,0,47,67
Utp14b,0,0,0,0,74,7
Rab7,5069,434,1166,167,1396,332
Pin4,577,164,194,98,295,100
Nhsl2,0,7,0,0,0,0
Med12,38,514,9,0,408,100
H2-T10,0,1,0,0,25,3
6530402F18Rik,0,17,0,0,0,0
Gm11131,0,0,0,0,0,1
H2-Q1,26,0,7,0,0,0
Apoo,885,0,308,0,174,110
Zfx,599,0,6,179,90,141
Tmsb10,1032,182,294,53,246,92
H2-DMb1,984,183,106,0,165,60
Kifc1,372,112,0,0,9,0
Aox2,51,0,1,0,0,0
Haus3,0,86,114,0,73,0
44987,974,404,914,653,876,1237
Maea,1810,81,557,0,476,311
Rbpj-ps3,7,1,6,0,1,1
Tmem217,0,4,64,0,0,0
Gm364,0,0,0,0,0,0
Stard6,0,0,0,0,24,2
Ankrd39,140,59,52,131,104,36
Seh1l,889,388,785,437,856,523
Tm4sf19,0,0,0,22,0,53
Rpl39,2805,842,2272,932,1244,1048
Gm1110,0,0,0,0,0,0
Eloc,1089,248,619,73,613,299
Tmem243,189,37,46,42,65,198
2610203C22Rik,159,202,142,181,90,137
Ulbp1,348,196,371,38,113,71
3110001I22Rik,0,0,0,0,0,0
AC168977.1,32,54,0,0,17,27
Tmlhe,1949,143,408,0,599,0
Gm10698,43,6,25,5,18,7
Gm11273,16,5,3,0,5,5
Eef1akmt3,0,1,1,1,1,1
Atp6v0c-ps2,213,21,94,4,44,17
B230307C23Rik,0,0,16,0,34,0
C920021L13Rik,11,41,0,0,20,11
Rps2-ps9,0,0,0,0,0,0
Gm12174,17,15,23,14,28,20
Gm8250,0,0,0,0,0,0
Gm15760,0,0,0,0,0,0
Gm9385,23,8,10,27,19,21
Gm7332,14,23,43,34,38,64
Rpl38-ps2,88,123,150,89,99,86
Gm7278,0,4,0,0,0,0
Rps24-ps3,10,5,6,9,6,7
Gm15427,232,126,160,190,231,235
Hist2h3c2,92,27,34,2,26,27
Gm13181,0,0,1,0,0,0
Rps15a-ps7,21,9,29,13,20,10
Rpl19-ps11,329,176,202,152,285,171
Gm5270,0,0,0,0,0,0
Gm5913,13,16,24,6,19,36
BC022960,0,110,0,0,0,0
Gm6024,0,0,0,0,0,0
Gm14760,8,2,4,0,4,0
Gm12164,36,57,54,118,111,113
Gm13509,121,20,11,0,25,4
Gm14303,70,66,96,94,98,100
Rpl18-ps1,0,7,8,6,10,20
Gm13680,14,12,13,2,1,9
Gm15455,0,0,2,0,0,0
Rps6-ps4,224,218,204,217,368,303
Gm14165,2,7,6,6,0,2
Gm12338,92,41,32,11,42,34
Slc48a1,8939,4036,3397,2250,5777,3707
Gm12286,2,0,0,0,1,0
Gm11518,15,1,8,4,3,5
Gm11605,5,1,4,2,4,5
Gm15922,187,0,0,0,0,0
Gm15697,16,129,106,69,83,117
Gm6325,0,0,60,0,0,0
Gm5898,6,0,2,0,0,1
BC002163,27,32,17,0,11,5
Gm13669,0,0,0,0,52,1
Rpl17-ps5,44,0,4,4,3,4
Rpl17-ps10,52,24,26,25,24,36
Gm15536,11,8,10,6,18,8
Gm13408,4,9,2,12,16,17
Gm13461,23,21,36,43,67,58
Pgam1-ps2,71,11,31,19,28,15
H3f3c,58,1,15,12,39,0
Snrpert,60,46,40,28,63,72
Gm11585,27,20,9,10,16,6
Ftl2-ps,547,907,886,1691,2399,2087
Gm13230,137,0,0,0,21,0
Gm13577,38,8,15,0,8,1
Gm14276,124,57,98,0,55,24
Gm14231,0,0,0,0,0,0
H3f3a-ps1,21,9,1,1,22,4
Pisd-ps1,48,0,0,0,3,1
Gm12250,0,0,0,0,0,0
Gm16523,0,0,0,0,0,0
Gm8822,38,0,4,1,2,6
Gm11425,1,0,0,1,27,4
Gm13776,0,0,0,0,0,0
Gm13456,172,75,119,131,154,129
Gm14336,0,1,0,0,0,0
Gm15387,23,1,0,0,4,0
Fau-ps2,0,0,0,0,0,0
Gm11470,30,197,227,135,106,190
Gm11914,34,43,64,8,26,17
Dynlt1-ps1,18,0,1,0,2,1
Gm12366,0,2,7,2,10,14
1700064H15Rik,18,100,93,99,86,112
Gm14150,19,11,11,22,14,7
Gm14537,16,115,133,131,68,126
Gm5844,25,1,1,2,3,2
Gm11462,0,0,0,0,0,0
Gm8172,10,8,13,13,22,15
Gm7658,4,0,2,1,4,2
Gm6884,0,0,0,0,0,0
Fam220a,219,0,0,0,0,0
Gm12191,20,18,28,26,25,38
Gm11249,17,9,13,7,33,10
Gm14494,34,30,34,43,42,44
Gm11427,258,123,20,0,0,0
Gm12693,14,9,4,4,11,1
Gm13453,21,0,8,4,5,1
Ctsf,6472,1155,1112,663,1186,934
Vcp-rs,91,12,17,13,26,10
Gm11539,11,5,3,4,5,5
Gm14237,0,0,0,0,0,0
Llph-ps2,26,2,0,0,0,1
Gm15542,1,3,1,0,1,1
Gm11263,42,26,26,50,90,64
Gm13340,11,0,0,0,2,2
Gm11451,159,219,203,162,308,314
Gm14586,26,10,21,44,35,35
Gm4459,5,3,5,36,10,1
Gm6088,0,0,0,0,1,2
Gm12989,8,4,0,0,2,1
Gm12687,0,0,0,0,5,0
Gm13436,46,31,45,27,60,49
Rps15a-ps4,2,4,6,0,2,8
Gm13394,12,6,5,2,5,3
Gm13033,0,0,0,0,8,1
Gm13841,7,8,0,0,6,8
Ube2d-ps,102,137,368,294,394,312
Gm12346,33,4,15,0,20,3
Gm11478,3,20,23,10,25,48
Gm14270,37,5,4,5,9,0
Gm6136,64,38,20,20,45,26
Gm15710,58,23,42,46,56,73
Gm12696,41,0,0,36,0,0
Gm13474,0,0,0,0,0,0
Gm6977,6,9,4,1,3,4
Tpt1-ps3,58,22,32,13,22,8
Rpl3-ps1,289,99,101,88,219,166
Znf41-ps,146,0,0,0,58,22
Gm12251,24,2,0,6,2,2
Gm15666,0,0,0,0,0,0
Rpl10a-ps1,105,70,93,101,88,153
Gm22343,0,0,0,0,0,0
Gm25047,0,0,0,0,0,0
Ubl5,1155,364,442,128,302,157
Gm15879,14,101,79,105,57,95
1700056N10Rik,0,0,35,0,51,0
Mir142hg,47,0,0,0,7,0
5830444B04Rik,0,0,0,0,0,0
9430091E24Rik,108,0,0,0,14,15
Gm5526,46,4,13,2,7,4
Gm15880,0,0,182,0,0,81
Gm14539,43,10,18,2,14,5
B230312C02Rik,295,1667,1759,1219,1063,1591
A930006K02Rik,0,0,0,0,0,22
Ccdc85c,2,29,234,65,133,191
Gm12708,0,0,78,0,4,0
Bbip1,422,71,309,9,189,22
B430010I23Rik,0,0,7,0,0,0
Gm12743,8,0,0,0,17,20
Gm16279,130,0,0,0,0,8
BC021767,77,0,0,0,65,0
Slc2a4rg-ps,4,0,0,0,7,52
Gm12031,107,505,557,266,277,396
4933421O10Rik,0,2,90,0,27,23
8030453O22Rik,159,46,204,189,149,122
1700086P04Rik,0,0,0,32,1,31
Gm12758,1,89,66,0,0,0
Gm12589,0,39,0,0,0,0
5031425F14Rik,157,0,0,0,87,57
B930095G15Rik,0,177,0,19,169,34
Gm11520,0,0,0,0,18,0
Eif2c5,0,67,0,0,0,65
Mir22hg,0,0,83,0,59,0
Gm11496,28,128,173,40,203,74
Snhg15,437,72,0,0,111,22
Gm11423,0,0,0,0,0,0
4933439K11Rik,0,0,0,0,0,0
Brip1os,367,81,6,1,47,7
6330418K02Rik,62,27,14,0,0,39
BC046401,0,0,0,0,14,0
4930430E12Rik,450,14,622,0,456,309
Gm16104,47,1,16,0,20,0
Gm15964,24,0,27,0,17,0
Hk1os,0,0,35,0,0,2
2310058D17Rik,60,7,28,11,19,49
Snhg17,356,55,287,11,193,177
Firre,326,217,0,1,13,0
Foxd2os,156,0,0,0,43,61
4930440I19Rik,0,0,0,0,0,0
Gm16001,0,0,13,0,19,0
Zfp335os,0,233,0,177,76,72
1700020I14Rik,2346,1116,651,2069,2899,3253
Gm13963,192,11,0,0,33,0
1110046J04Rik,0,21,56,0,17,0
4933423P22Rik,0,0,0,0,6,0
Trmt61b,84,0,224,0,11,0
Gm14023,0,0,0,0,0,3
Gm14224,83,0,0,0,15,0
Gm13166,17,1,14,0,6,1
Gm16010,0,0,1,0,0,0
Gm14252,0,0,0,0,0,0
2610028E06Rik,0,0,0,0,0,0
A730017L22Rik,55,26,5,55,177,74
Gm11613,42,0,0,0,15,0
Gm13479,0,0,0,0,0,0
3110056K07Rik,0,0,17,0,5,23
Appbp2os,54,0,0,0,23,0
Gm12992,0,0,0,0,0,0
Gm14267,24,4,0,0,0,6
Gm16153,0,0,0,0,55,0
Hoxaas3,0,27,41,0,0,0
Gm12968,0,0,0,0,112,27
4921531C22Rik,0,0,76,0,49,0
Gm16046,0,0,0,0,22,0
Mettl5os,0,0,0,0,53,0
5430405H02Rik,0,35,44,7,34,27
Gm13496,0,0,0,0,54,0
4930455G09Rik,100,18,26,35,77,63
D630024D03Rik,54,28,56,0,46,27
Gm16233,0,0,0,0,0,0
Gm9816,9,0,0,6,2,4
Lin52,0,76,0,0,175,0
Zfp703,0,0,1,0,44,15
Gm13012,29,0,0,0,14,0
Gm4285,0,0,21,0,17,7
Grin1os,7,55,56,65,57,63
Gm13483,0,0,0,0,0,0
Ttc39aos1,0,45,0,0,12,0
Gm12905,28,7,21,0,13,0
2610507I01Rik,0,0,0,0,117,13
Arhgap27os3,0,17,0,0,7,54
Tnfsf13os,445,35,92,0,18,63
Gm14634,0,0,0,0,0,0
Trp53cor1,0,0,0,10,4,0
Gm13421,1,0,0,0,0,28
Cd63-ps,343,25,77,17,51,9
Gm14275,479,15,230,58,229,27
Gm15496,0,0,0,63,0,0
4930481B07Rik,0,0,0,0,0,0
Syna,0,0,0,0,63,0
1700001G11Rik,0,0,0,0,0,0
Gm2788,0,0,0,0,0,0
Gm15706,0,0,0,1,37,70
Gm12735,0,0,0,0,0,0
Gm13075,7,33,51,29,46,34
Gm15728,0,0,138,0,46,1
Gm13391,327,262,250,101,339,92
Gm15326,0,0,0,0,25,2
A530076I17Rik,251,0,0,0,0,0
Gm11934,11,60,81,16,51,59
Bach2os,106,20,0,0,8,0
Ccpg1os,0,83,0,73,80,0
Zfp652os,0,0,0,0,0,0
Gm13571,333,0,460,0,246,0
5830418P13Rik,717,0,0,0,140,36
Gm7846,16,1,4,2,6,10
Snhg12,0,0,1,0,0,36
Nbdy,531,198,26,0,11,57
Gm15564,13,2,0,1,0,0
2700033N17Rik,14,0,0,0,16,0
Gm12107,0,0,0,0,0,0
Gm13270,0,1,0,0,0,0
Ftx,1,4,6,8,4,44
4930529C04Rik,0,0,0,0,0,0
Gm15998,0,0,0,0,72,22
4930555B11Rik,0,0,0,0,0,0
Gt(ROSA)26Sor,117,67,64,0,2,31
9130204K15Rik,0,0,0,0,1,0
2210417A02Rik,0,8,0,0,0,1
Xist,516,154,76,0,77,70
Mypopos,0,0,0,0,32,0
Chn1os3,0,0,1,0,0,0
Cd101,0,0,0,0,30,0
Gm15500,120,70,93,61,90,126
Btbd18,0,0,0,0,0,0
Gm13205,77,0,0,0,8,0
2810403D21Rik,78,0,0,0,1,0
Gm14040,394,0,0,5,63,8
C330018A13Rik,61,42,0,0,16,65
Stamos,0,0,65,0,13,0
AI427809,2493,486,833,0,1366,492
A630052C17Rik,0,0,0,0,29,0
Gm11685,0,0,0,0,0,0
Gm17029,15,177,120,125,160,173
Gm16201,0,49,0,86,6,7
Snhg7os,0,48,9,0,11,0
Isoc2a,0,0,0,84,0,4
Gm15943,0,37,0,0,0,0
Platr21,0,0,0,0,0,0
Gm13657,481,281,303,130,253,131
2410006H16Rik,368,51,29,131,150,81
A430108G06Rik,0,0,0,0,0,0
Snhg20,294,58,34,39,153,75
A230072C01Rik,0,0,0,0,0,0
Gm15708,259,0,0,0,0,0
Gm13835,53,5,21,10,28,10
4930481A15Rik,0,0,0,0,5,1
Gm15859,0,1,2,0,8,1
4933431E20Rik,0,0,0,4,0,0
Gm13889,57,18,53,0,38,2
Gm16283,0,0,0,0,0,0
Eldr,0,47,0,0,0,0
AI662270,334,104,61,57,364,193
Gm12655,0,0,0,0,81,105
Gm16152,0,0,0,0,0,0
Plcxd2,0,0,14,0,0,13
A830082K12Rik,15,12,5,6,55,68
Gm6483,10,0,16,0,21,1
2010001A14Rik,0,0,0,0,0,0
5530601H04Rik,205,21,1,0,33,81
E130307A14Rik,0,9,16,1,78,92
A230056P14Rik,0,0,0,0,3,5
Lrp8os3,0,0,0,0,19,0
Gm15261,69,0,0,0,0,0
1700073E17Rik,0,0,0,0,0,0
Gm13147,0,0,0,0,0,0
2810408I11Rik,34,0,37,0,35,0
BC037032,0,0,0,0,0,0
E030042O20Rik,0,0,0,0,0,0
E230016M11Rik,0,0,0,4,4,10
Kif28,0,0,0,0,0,0
Gm16062,0,0,0,12,6,1
2610035D17Rik,271,1,0,0,0,16
Lamtor5,3320,705,948,252,1254,795
Gm15991,0,0,0,0,0,0
D330023K18Rik,46,0,67,0,26,17
Gm13203,71,0,0,0,0,5
1810021B22Rik,0,0,0,0,4,0
C430049B03Rik,0,12,0,0,29,8
Junos,2,24,106,0,32,11
Tmem170b,0,483,456,914,1906,1525
2210408F21Rik,32,18,114,47,72,85
Gm7598,56,0,56,0,8,0
Gm12705,0,54,1,78,21,29
4933407K13Rik,0,0,0,0,0,0
Kantr,0,10,6,16,4,63
Gm15501,45,50,34,29,72,72
5730405O15Rik,11,0,10,0,0,0
Gm14167,0,0,0,0,0,0
Rab11fip4os1,0,1,0,0,0,0
Gm5475,0,0,0,0,0,0
Gm13822,0,44,21,0,24,1
2900089D17Rik,10,0,11,0,3,5
2810001G20Rik,0,48,87,0,106,118
9830144P21Rik,0,0,0,0,0,0
Gm16576,0,0,0,0,0,0
Platr27,0,117,144,109,144,217
C030037D09Rik,0,0,0,0,0,0
Gm12976,5,44,40,68,32,35
Hectd2os,95,0,96,0,0,11
Epb41l4aos,36,41,78,22,72,6
Gm16174,82,0,0,0,11,0
Zfp111,0,9,0,0,9,244
Gm15050,0,8,0,0,4,0
Tmem250-ps,268,310,259,1011,1058,890
Pet100,376,124,132,0,188,59
Gm13493,92,12,26,10,40,23
Gm24187,23,8,16,4,4,0
Gm22431,20,131,86,84,52,81
Mir1931,9,43,41,59,11,22
Gm2245,0,0,0,0,0,0
Fcor,190,69,115,18,50,28
Tnfsf13,123,8,24,3,17,1
Bcl2l2,42,394,1169,668,1384,1190
Gm15946,0,0,0,0,0,0
B230216N24Rik,0,5,0,0,9,0
Cbx6,279,431,427,1104,2242,1569
Gm16146,0,19,0,0,0,0
Ier5l,196,0,0,0,0,0
Gm16580,11,10,9,11,20,20
Slc5a3,0,0,17,0,72,0
Gm3531,40,14,37,24,21,20
1700028K03Rik,0,0,0,0,0,0
Rasgef1b,1076,743,167,389,885,420
Gm16536,3,0,0,0,0,44
Rbm12,492,0,6,68,268,138
Shkbp1,840,0,0,0,122,150
A530032D15Rik,7,59,0,0,0,0
Timm10b,93,13,22,0,16,1
Umad1,197,50,0,0,112,0
Rps6kc1,50,115,449,2,141,155
Etohd2,65,0,113,0,0,0
0610040B10Rik,0,0,91,0,0,0
Mfsd14a,126,66,266,0,190,196
Uckl1,1002,137,155,49,199,148
Bcl2a1b,12,1,27,0,8,5
Gm4117,0,0,41,0,0,0
Pira2,489,0,1,0,46,0
Gm16137,0,0,0,0,0,0
2010320O07Rik,76,66,0,0,12,36
Ier3ip1,100,991,832,503,1409,1248
Galnt4,0,88,0,26,18,0
Nwd2,0,0,0,0,0,0
Rnf8,35,0,62,0,47,0
Gm14399,0,0,0,0,0,0
Ttbk2,467,26,2,54,52,20
Cmc4,41,17,0,0,38,0
Shprh,460,277,0,0,449,0
Usp49,0,0,4,0,0,21
Ugt1a7c,916,37,587,0,131,55
Pou3f1,3,10,0,0,0,17
Gm10177,17,8,2,6,2,1
Uba52,44,13,23,2,36,4
Ugt1a6b,0,0,0,0,12,0
Acad11,192,143,11,0,51,0
Fbxw10,0,0,1,0,0,0
Cd200r2,301,110,0,0,0,0
Gm16556,61,0,0,0,0,0
Gm16029,0,0,0,0,0,0
Tmem189,4281,3268,3827,1176,4325,4667
Gm16315,0,0,0,0,0,0
Cfb,9,0,0,0,27,0
Gm16103,4,0,0,0,0,0
Churc1,167,195,296,52,224,218
Mettl23,206,265,96,182,329,285
Mndal,1,0,0,0,0,0
Tarbp1,0,116,23,0,0,16
Lrrc10b,68,0,0,0,0,53
4930523C07Rik,0,0,0,0,0,0
