"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pcmtd1|ENSMUSG00000051285",11.0797756811876,-0.429778359798909,0.656102622529849,-0.655047465199481,0.512437194504239,0.999998550629673
"Gm18984|ENSMUSG00000103498",7.81636348272378,-0.28091235437374,0.762116400797617,-0.368595078231805,0.712429564663656,0.999998550629673
"Uxs1|ENSMUSG00000057363",42.7277135581018,0.166476452099429,0.336680335659749,0.494464435450933,0.620978217244563,0.999998550629673
"Gmppa|ENSMUSG00000033021",808.004779498995,-0.0253031015885109,0.110787541465648,-0.22839302374407,0.819340712394427,0.999998550629673
"Asic4|ENSMUSG00000033007",957.963339859035,-0.0518144246671238,0.110079649412675,-0.470699397605073,0.63785541465043,0.999998550629673
"Rrs1|ENSMUSG00000061024",12.0854997870365,0.18430624362655,0.618482649729556,0.297997435671221,0.765705120801664,0.999998550629673
"Gm28867|ENSMUSG00000099936",6.65122753801639,-0.650635878619044,0.820545998374516,-0.792930414514164,0.427818365967925,0.999998550629673
"Vxn|ENSMUSG00000067879",10.7749547747641,0.00191156068893251,0.659321367127573,0.00289928521088358,0.997686708333738,0.999998550629673
"Mybl1|ENSMUSG00000025912",594.593360447081,0.141346888896154,0.11994329168864,1.17844763893153,0.238618195222356,0.999998550629673
"Tpp2|ENSMUSG00000041763",1623.01891168188,0.0475816223010585,0.0996192061054021,0.477635028035806,0.632909995241952,0.999998550629673
"Sdccag8|ENSMUSG00000026504",34.5305097324455,0.11126674531647,0.371887252881296,0.299194835139955,0.764791389870837,0.999998550629673
"Gm15423|ENSMUSG00000087082",1793.6857565734,-0.0417493558777534,0.0978613192539766,-0.426617546095025,0.669657915673101,0.999998550629673
"Gm8251|ENSMUSG00000091844",1748.93153276824,-0.0354665973790299,0.111256484543619,-0.318782294124392,0.749891605595379,0.999998550629673
"Niban1|ENSMUSG00000026483",29.2329630131497,0.228012034089812,0.415076200700376,0.549325723096331,0.582781937549189,0.999998550629673
"Gm37960|ENSMUSG00000104391",23.8204652322429,0.0367406985391524,0.472568568732013,0.0777468096063483,0.938029458085531,0.999998550629673
"Gm37706|ENSMUSG00000103646",6.22918294274567,1.31787664263411,0.900009542353446,1.46429185538186,0.143114221576785,0.999998550629673
"Gm38328|ENSMUSG00000103633",67.8182398844889,0.242725133710706,0.263243829358433,0.922054409792872,0.356500195633981,0.999998550629673
"Tex30|ENSMUSG00000026049",163.754911992113,0.285866998902709,0.19318449945318,1.47976157358314,0.138936886896605,0.999998550629673
"Edem3|ENSMUSG00000043019",19.5720033633438,0.150101627042596,0.511192412618894,0.293630389139793,0.769040351715695,0.999998550629673
"1700025G04Rik|ENSMUSG00000032666",145.593794117606,0.0551803713957857,0.194650009204211,0.283485069542919,0.776805025229985,0.999998550629673
"Catspere1|ENSMUSG00000102483",637.333280855345,-0.131913961566558,0.116336901553553,-1.13389612242539,0.256838123835197,0.999998550629673
"Colgalt2|ENSMUSG00000032649",58.6874719575073,-0.227963458094167,0.298945601971775,-0.76255832696843,0.445726845565722,0.999998550629673
"Poglut2|ENSMUSG00000026047",63.2542260438757,-0.0657428243462695,0.274087262300941,-0.239860925292054,0.810438073738494,0.999998550629673
"Catspere2|ENSMUSG00000091476",33.2176975968928,-0.318612236015715,0.413736037963654,-0.770085771555884,0.441249015578241,0.999998550629673
"Bivm|ENSMUSG00000041684",376.152843325067,0.0281031016351896,0.133573923084824,0.210393623142619,0.833360469271625,0.999998550629673
"Sgpp2|ENSMUSG00000032908",16.5887293052027,-0.731358913743698,0.594993936678824,-1.22918717092488,0.219001637809001,0.999998550629673
"Farsb|ENSMUSG00000026245",2192.1803311759,0.127814349609054,0.087252127024495,1.46488520071461,0.142952241156734,0.999998550629673
"BC035947|ENSMUSG00000090486",2297.79908972493,0.020980892091027,0.0876386857553847,0.239402176221452,0.810793742684931,0.999998550629673
"Mogat1|ENSMUSG00000012187",5.47523993745139,0.359150114660703,0.945512167111805,0.379847163424428,0.70405887022168,0.999998550629673
"Efcab2|ENSMUSG00000026495",16.6127252597348,0.207772711415235,0.51977403477806,0.39973661151418,0.689350523225997,0.999998550629673
"Acsl3|ENSMUSG00000032883",281.123389067174,-0.0125192811273099,0.150086206046864,-0.0834139356111167,0.933522408112991,0.999998550629673
"Ncf2|ENSMUSG00000026480",18.1756181059528,-0.161821384049246,0.541920920470903,-0.298607006920182,0.765239918501489,0.999998550629673
"Kif26b|ENSMUSG00000026494",5.59623072340332,0.54412755383908,0.949224307123155,0.573233902414683,0.566486332362734,0.999998550629673
"Sgk3|ENSMUSG00000025915",2906.25214834499,0.0103660913511861,0.0845689010493134,0.122575689438621,0.902443106265017,0.999998550629673
"Cnst|ENSMUSG00000038949",176.367662159325,0.289033293417226,0.187850950643304,1.53863098604195,0.123894409436389,0.999998550629673
"Tcf24|ENSMUSG00000099032",1838.71165263023,-0.0135124328838574,0.0974677142713169,-0.138634962201365,0.889738614232623,0.999998550629673
"E330040D14Rik|ENSMUSG00000104025",14.7381661806189,0.654365024946644,0.561458987241581,1.16547252749752,0.243827774326195,0.999998550629673
"Sccpdh|ENSMUSG00000038936",11.3750063333873,-0.808044057847101,0.64420012335057,-1.25433701198994,0.209719536445679,0.999998550629673
"1700040K01Rik|ENSMUSG00000103840",10.7369230975883,0.847419849324033,0.681085738891615,1.24421904752125,0.213418955316452,0.999998550629673
"Kif28|ENSMUSG00000087236",24.7401272563023,-0.62278367279997,0.450406983598576,-1.38271318047551,0.166752828838678,0.999998550629673
