"","Norm_BV2_control_1_cell","Norm_BV2_TGFB_1_cell","Norm_BV2_IL10_1_cell","Norm_BV2_LPS_1_cell","Norm_BV2_control_2_cell","Norm_BV2_TGFB_2_cell","Norm_BV2_IL10_2_cell","Norm_BV2_LPS_2_cell","Norm_BV2_control_3_cell","Norm_BV2_TGFB_3_cell","Norm_BV2_IL10_3_cell","Norm_BV2_LPS_3_cell","Norm_BV2_control_4_cell","Norm_BV2_TGFB_4_cell","Norm_BV2_IL10_4_cell","Norm_BV2_LPS_4_cell"
"Rpl36a",18.18334389,19.96704483,16.95471764,18.1599102,17.9556275313583,17.5689936513583,19.4814415813583,17.9910908613583,20.5034079128684,17.1730188928684,18.4594606928684,17.1175913428684,18.3815959247701,19.8930123647701,17.0078280747701,17.9926207847701
"Rpl30",18.43076515,18.60050964,17.99428558,19.72907257,19.2671470757427,15.6345977857427,18.8177642957427,20.3652706257427,20.6454654185276,17.1274600485276,19.3824420385276,17.6335006185276,19.8245677232623,18.6073798432623,20.2252940432623,15.9959430032623
"Ube2l3",16.04990768,19.45191002,18.01039314,18.93073654,15.079230355249,17.647976925249,19.154610685249,20.224778225249,20.5989512217897,17.0596684217897,17.0622729017897,18.2414053717897,17.449198456966,16.524960246966,21.361186716966,17.035111156966
"env",21.77200699,15.37608814,17.91056061,16.16949844,20.1734509382083,17.5612625982083,17.0319237582083,16.5789131982083,17.1911940776,18.6151919576,18.3304076376,16.7880873876,20.3628655292806,18.2873326092806,18.2391625192806,14.5392990892806
"Rpl10a",18.56462097,19.66117859,18.43260956,19.38945389,18.9299297366667,18.6812152866667,18.3288593366667,20.0041084266667,20.764438935,18.116642305,19.359834975,17.853849715,17.9050900349091,18.9582507049091,19.4103304749091,19.6812998749091
"Khsrp",16.97000885,19.2211895,18.49862862,18.88376236,14.9361592088243,21.6244345488243,16.8233423988243,20.2058668888243,19.1185244646094,13.8406180546094,20.7777518346094,18.9137915746094,19.51734339756,19.04130542756,19.46028887756,15.48273169756
"Cdo1",20.40387917,15.26672173,14.85975266,18.23822975,19.2682441721815,14.0296691921815,15.5643848421815,19.6333774621815,18.6061751862113,12.5437266862113,19.1861865462113,18.4024836962113,20.2347127472968,18.2602139972968,15.3836499672968,15.4991351572968
"Colec12",14.13930798,17.27892303,13.94720745,15.691082,14.3705822200611,13.8782573900611,16.1050964500611,16.2106338700611,16.1980804308696,17.1915153408696,13.7741435908696,14.2944034508696,14.6943041450571,13.6683594350571,14.4107128750571,17.8580538450571
"H2-D1;H-2D;H2-L",16.98225021,17.01469231,16.70841789,17.96385193,16.1751735368,17.4117705968,17.2806766168,17.8148391368,18.2621556083333,16.8210697983333,15.5273123583333,18.1888619283333,19.1904202072781,15.6110449372781,14.5698462072781,19.3640938372781
"Add3",18.38637733,18.3742485,19.15056229,17.95327187,16.7343313686866,18.3079416786866,20.0827362586866,18.5199434786866,21.3070014918605,15.4503425518605,20.9402336018605,15.9241270018605,16.528800916964,19.748831706964,17.155635786964,20.475695566964
"Fau;fau",15.05860519,20.01435471,17.72535896,20.3608036,15.2590590687935,18.6850415387935,18.7284890387935,20.4876404987935,20.9832262033589,15.9132913633589,19.0302251833589,17.3882421533589,19.6965813245614,16.6537298745614,19.8163876145614,17.1100687545614
"Actr1a",18.64643478,18.46446419,17.96201897,18.60698318,19.90496254,16.02663421,16.38819504,20.81821251,19.3159600766771,16.8944417466771,19.1666795266771,18.1341363466771,18.8821274542842,16.0857760242842,17.5169283642842,21.1229340342842
"Nars",17.84152794,19.23298836,18.16706848,19.61393547,18.999923211097,17.604705321097,17.902650341097,20.138648491097,20.9929987974914,18.0458857574914,16.5706974974914,19.5444628774914,16.3670661444847,17.5325114744847,19.0453784444847,21.5682380244847
"Hist1h2bh;Hist1h2bj;Hist1h2bc;Hist1h2bm;Hist1h2bb;Hist2h2bb;Hist1h2bp;Hist1h2bk;Hist1h2bf;LOC665622;Hist1h2br;Hist2h2be;Hist3h2bb;Hist3h2ba",22.78632545,22.79049683,22.05052185,22.99077225,23.1068132866667,21.8737715266667,22.6802843566667,22.8658846366667,24.4097124341176,19.7477480241176,23.4380785241176,22.4954439441176,22.8064212148026,21.7578963648026,23.0027942048026,22.9617709448026
"Ddx5",17.76810265,18.24310493,16.03713989,19.11912537,19.7734842413313,17.3981990913313,17.2915773513313,16.9209127513313,18.9134681794811,17.5520160794811,17.4795387394811,17.4752300394811,17.9739317997264,15.3659863597264,18.9105763597264,18.5493741197264
"Rpl19",17.57399178,20.08455276,19.05830002,20.00537872,15.193756095,18.278732295,21.298072815,21.705545425,21.3782405265431,18.1230258365431,19.5683288065431,17.8136519865431,20.35332108325,18.26507950325,19.30674553325,18.88974381325
