"","Norm_BV2_control_1_cell","Norm_BV2_TGFB_1_cell","Norm_BV2_IL10_1_cell","Norm_BV2_LPS_1_cell","Norm_BV2_control_2_cell","Norm_BV2_TGFB_2_cell","Norm_BV2_IL10_2_cell","Norm_BV2_LPS_2_cell","Norm_BV2_control_3_cell","Norm_BV2_TGFB_3_cell","Norm_BV2_IL10_3_cell","Norm_BV2_LPS_3_cell","Norm_BV2_control_4_cell","Norm_BV2_TGFB_4_cell","Norm_BV2_IL10_4_cell","Norm_BV2_LPS_4_cell"
"Eftud2",24.10124779,20.06526947,22.40830421,20.539505,21.4177512105316,22.7904452305316,21.1926516505316,21.5816096305316,21.0920324034025,21.6254453334025,23.4907064134025,20.6618909534025,16.0039315468987,22.5844187968987,23.6007800268987,23.1792845968987
"Hnrnpa3;Gm6793",16.58802223,19.79666519,17.78808022,19.64958382,17.0064423016832,18.3475458616832,19.3219549616832,19.1031725416832,19.9185731416618,17.2369496816618,19.3718526416618,17.2653482016618,18.1208932425,18.1966483625,20.2143971925,17.2904126625
"Cd44",17.3302803,17.0338192,18.07704544,16.59095001,17.7566019022831,15.5340734422831,18.4468694622831,17.1813207522831,17.1881435051546,17.3559882751546,16.0923049551546,18.3737552251546,19.6846405257955,14.6846767657955,15.3172966257955,19.1785503657955
"Set;BC085271",16.42287064,20.76399231,18.5408268,20.79347992,16.7407633831418,21.0412041731418,18.3553559431418,20.4933678731418,22.6382954887374,17.0360711387374,19.9787247987374,17.1453183487374,17.5909189535374,18.8069166535374,22.2448229135374,18.0421585435374
"Zdbf2",23.01370621,22.97277832,21.05826569,24.72701454,23.8883576349123,23.2058873049123,23.0549664449123,21.6220078349123,26.1251528984416,20.0168536384416,25.4390853184416,20.2380316984416,21.5090897875,24.5256627475,23.5082867975,22.3042329175
"Clta",20.6292305,20.12277794,19.93851662,19.97559929,20.1458465310299,20.6396781610299,19.5931216910299,20.2718879410299,21.5938296402041,19.5815863702041,20.2916865402041,19.2881999102041,21.4725563049935,19.3721782649935,20.3723327649935,19.4099800049935
"Rpsa",21.18511391,20.4832077,18.8192749,20.61784172,22.6306739299238,18.9997268199238,18.6740546699238,20.7625728099238,21.9730326296813,18.5043551096813,21.3788382196813,19.1703173296813,18.57012512152,20.20955230152,20.47052909152,21.70747329152
"Dip2b",16.81355095,19.45654678,20.7656765,18.58868408,17.2666450986232,19.3154255386232,18.9088894386232,19.8692318486232,19.3599226049606,21.0372735949606,15.6579563149606,19.6216070149606,21.2636369370985,17.6712621370985,18.4549478170985,18.6795629170985
"Epb41l2;Epb4.1l2",13.25331783,18.45966148,18.42848206,18.2083416,13.8234548012632,18.6262712012632,17.8042630612632,18.2386617112632,18.7407110948853,18.0698164748853,15.5931795848853,17.0648859748853,15.5981925860352,14.2990707260352,19.1296399960352,18.6303113860352
"Flna",18.39142418,19.1012249,16.76997375,19.84124374,20.72664209125,16.62856623125,18.11184068125,18.49481531125,20.6383809650485,16.7799214950485,18.4122170950485,18.4030198650485,18.5880661,18.84052467,18.82419586,18.01414108
"Anxa1",14.73939037,17.46957588,16.84402657,18.7697525,14.9707083189478,16.2119697989478,18.3159326989478,18.3315843989478,19.0647075389014,15.9081218489014,17.5616176289014,15.5285794889014,17.5608440308974,16.4591499308974,16.7590614208974,17.2643943708974
"Nap1l4",15.6771841,16.04876518,17.01817322,16.82534409,17.742824687071,16.584755077071,14.577322137071,16.643520487071,17.0868448369763,17.1395143669763,15.1338276069763,16.3525785569763,17.1095273609119,14.1085508009119,17.1522634109119,16.8378541609119
"Hnrnpa2b1",19.10080147,20.95912743,19.94346046,20.85803795,19.7733163859705,18.4925632559705,20.9985685459705,21.1000528359705,22.7244111901558,18.9816686601558,20.4971353501558,19.0001108101558,20.5069422734557,20.7642893734557,21.6344618734557,17.8871617334557
"Ddx3x;D1Pas1",15.55359268,17.21254158,15.91805935,18.78112793,17.3773381336364,14.4111773636364,17.9553620436364,17.2051598736364,19.5401023439326,15.8761771739326,17.2827046939326,15.0236877039326,16.4698861193038,16.3761151393038,17.9286416093038,16.7263911293038
"Rap1a;Gm9392",18.59181023,18.81736183,19.85497093,17.60260963,16.4326815357732,19.6024107757732,18.8317370157732,19.8100065957732,18.8639930624877,18.5570033924877,18.5936569124877,18.7827419224877,20.4774411028571,17.1790726528571,18.0475819428571,19.1389344028571
"Rps19",18.22805786,20.26152992,18.50682449,20.78262329,18.8862499754839,17.1135458554839,20.4735531354839,20.6459316754839,21.737253294469,16.648694144469,21.469396694469,17.733408074469,17.3673254633333,19.7730452233333,22.2535044333333,18.4818407633333
"Mov10",17.62261963,16.79595947,18.1478653,17.379076,15.2144970527619,17.0077805127619,20.0578980027619,17.5499691527619,19.1399153634251,17.9282893134251,15.4180115634251,17.4829501134251,22.1423817364873,14.9665547064873,16.7102528264873,16.6616593064873
"Qdpr",14.14441776,15.6159153,17.01253128,16.4175415,15.7305223685921,14.6054365385921,13.6680118785921,19.1812994285921,16.4101188645465,12.3087080045465,18.6449344645465,15.7475908345465,15.9636704131453,14.0397755331453,14.9546000231453,18.2704855631453
"Rps5",18.05564117,19.02083969,17.45637321,19.89360809,19.8885051631559,15.9470312031559,18.2880527331559,19.7676250331559,21.453361049072,15.5847659290719,19.262317199072,18.063523789072,17.3919087838699,16.6065656138699,18.4255420138699,21.9607993538699
"Acsl1",14.22300053,16.59707642,16.59838486,17.39663696,14.0614962263158,15.1795582463158,17.0117611563158,18.3609671263158,19.0704969565075,13.1270126465075,16.5237793165075,16.2869142665075,16.947595115,15.122561935,16.624588485,16.195104125
"Eif4g1",19.78242111,17.23838615,15.93416309,18.027174,16.5232733291765,15.7758816291765,18.7790573591765,19.6713131391765,18.7478386253947,17.4999424253947,17.9761501553947,16.8883415453947,18.208452965614,17.700665265614,17.253449235614,17.899008545614
"Usp14",16.6414566,17.19961357,17.01789856,18.32733727,17.5711822278261,16.4424705278261,17.3677291678261,17.8283347878261,20.0012779929747,13.7284270029747,17.9467650229747,17.2384730129747,18.006625555625,16.412088775625,18.233180425625,16.525231745625
"Cadm1",14.14080238,17.44911003,19.21321106,17.80021477,15.59415054,16.22784424,19.6206131,17.5681324,18.98420510532,17.63151727532,15.48127255532,17.36290917532,21.1026000899174,16.8389758999174,15.8819637199174,16.6217708499174
"Psap",17.61143494,19.88925934,18.48015022,20.33046722,18.681852758694,19.214563788694,18.006397658694,20.448530608694,21.2665131847394,17.7668069147394,20.0558865847394,17.3336480447394,18.9295048773333,17.9465203373333,20.5592064873333,18.6830086773333
"Gm20390;Nme2;Nme1",19.63692474,22.82787132,19.34992981,22.21500015,18.3778740250881,21.2874618850881,21.8872619950881,22.2220188450881,23.49791008,18.97691017,21.90390831,19.49084716,19.8350632171301,21.1456825671301,22.0717384771301,20.8577492171301
