"","F-Value","FDR (BH)","LPS-Control","diff LPS-Control"
"Pebp1",0.92741160547828,0.989572428847272,0.372726467174994,1.8793060775
"Naca",0.121119443738487,0.989572428847272,0.739708399337097,0.315753222500007
"Cct7",3.08736833141085,0.989572428847272,0.129415006457309,-0.794822217499998
"Cct2",1.06776251445378,0.989572428847272,0.341291825069147,-1.1902389525
"Cct4",0.0300581229818289,0.989572428847272,0.868059540996001,-0.120668887499995
"Cct5",2.73493992308142,0.989572428847272,0.149259640660187,-0.7827835075
"Cct6a",0.0252263975352275,0.989572428847272,0.879015471909507,0.121390820000002
"Cct3",3.28578260046111,0.989572428847272,0.119830519874684,-0.801364422499994
"Rhog",0.000607776408083964,0.995699764956928,0.981131114653967,0.0245084774999995
"Prkdc",19.3424327527668,0.816451117534264,0.00457823056561269,-2.8562657825
"Rps3a;Rps3a1",0.4334634119816,0.989572428847272,0.534726220509236,-0.345853802499995
"Atp1b3",0.00312045011267522,0.989572428847272,0.957266263891846,0.0724339474999951
"Anxa4",1.65699128230155,0.989572428847272,0.245433566725966,1.5529234425
"Anpep",0.0120578521333897,0.989572428847272,0.916142106120275,0.107818602500004
"Sirpa;Ptpns1",0.967606021269022,0.989572428847272,0.363265255493995,1.59846115
"Fh",2.91905415235728,0.989572428847272,0.138401088485491,-1.7948458225
"Anp32e",1.10952256608022,0.989572428847272,0.332744763866597,-2.030862095
"G3bp1",0.00387433948268233,0.989572428847272,0.952390077787775,0.0808346250000014
"Tubb5",0.742591582422357,0.989572428847272,0.421930638397018,-0.567305560000001
"Psmb4",0.609690535408401,0.989572428847272,0.464586937007211,0.785556315000001
