"","F-Value","Pr(>F)","IL10-Control","LPS-Control","TGFB-Control","LPS-IL10","TGFB-IL10","TGFB-LPS","diff IL10-Control","diff LPS-Control","diff TGFB-Control","diff LPS-IL10","diff TGFB-IL10","diff TGFB-LPS"
"Rps2",3.53080437894106,0.0485191936347421,0.0502444054659003,0.814417128031369,0.173540654358833,0.212712790338483,0.875672189745845,0.558990470970743,-2.72047424250002,-0.808436392499996,-2.03416872,1.91203785000003,0.686305522500025,-1.2257323275
"Tln1",3.12464182598006,0.0660108059230819,0.0558808959641663,0.363988224285739,0.154810042123778,0.637367596849829,0.925756937365746,0.933804799607506,-2.4806904825,-1.4543113725,-1.956526045,1.02637911,0.524164437499998,-0.502214672500003
"Msn",0.549916667557625,0.657724966776053,0.925153561732245,0.672092518577318,0.999528051656325,0.951034356689906,0.955621634067811,0.7333467046875,0.508314612499998,0.943004609999999,0.0888404849999986,0.434689997500001,-0.419474127499999,-0.854164125
"Ptma",0.523122671691093,0.674519379396456,0.773453980748822,0.999809497795039,0.813498926608237,0.814423697557409,0.999822530105978,0.851388290186711,0.908425807499999,0.0751078125000006,0.835074662499999,-0.833317994999998,-0.0733511450000002,0.759966849999998
"Sars",7.1310353077611,0.00525089003312453,0.122122220166511,0.999945467340125,0.0108245033414894,0.132916523435041,0.519081388068118,0.0118601930540908,-1.67671060499997,-0.0359797474999972,-2.64365506249997,1.64073085749997,-0.966944457499999,-2.60767531499997
"Marcks",1.85084759462123,0.191748375389478,0.277383837239057,0.28016501830456,0.941378270374794,0.999999865692532,0.556602314363823,0.560673830102692,2.1134316925,2.105585815,0.624438047499996,-0.00784587749999943,-1.488993645,-1.4811477675
"Fkbp1a",0.687970569408452,0.57654129028121,0.999824283315117,0.995980351732681,0.642232668989705,0.990293880238312,0.597118026242897,0.76730639003242,0.0998296749999987,-0.285284757500001,-1.54058075,-0.3851144325,-1.640410425,-1.2552959925
"Rpl3",3.92400530269867,0.0364954600734322,0.396711015624279,0.308282354275584,0.0225535605152184,0.99736257840138,0.324068702827426,0.415199088843833,-1.3028516775,-1.45555067,-2.7292037025,-0.1526989925,-1.426352025,-1.2736530325
"H2afx",1.00370660733383,0.424694997063366,0.728318064841001,0.479253807075397,0.453566311336851,0.971352817634986,0.961664810593291,0.999959329956104,-0.63527775,-0.899810312500001,-0.9287014025,-0.264532562500001,-0.2934236525,-0.0288910899999983
"Pdia3",0.758899636632375,0.538401994398894,0.543366910193469,0.999291893062289,0.951215819613578,0.614789703670505,0.835564012975634,0.976950608883652,1.7762579925,0.160525324999998,0.684773924999998,-1.6157326675,-1.0914840675,0.5242486
"Apex1",0.784358823831203,0.525300546668926,0.492056395078217,0.979964867911378,0.833296581530134,0.712534858935753,0.926327382353975,0.96645629266833,-1.3429882525,-0.353800532499999,-0.778021097499998,0.98918772,0.564967155000001,-0.424220564999999
"Adh5",2.68740909263178,0.0934988916651621,0.298903306652452,0.890788675598222,0.0934301438550832,0.674227501189381,0.874198845661683,0.282398242815252,-1.671895025,-0.642866610000002,-2.351529835,1.029028415,-0.67963481,-1.708663225
"Nap1l1",4.63635283022197,0.022455786754345,0.167517899771102,0.820276403067593,0.0212491670768497,0.539178117051894,0.627198976158849,0.0951758177629408,-2.202494385,-0.854826450000004,-3.4009225375,1.347667935,-1.1984281525,-2.5460960875
"Marcksl1",0.123279935810711,0.944568258501694,0.956036437756939,0.946815220832826,0.988749616405007,0.999981880737205,0.99733098593284,0.995553216422095,-1.03596567749999,-1.11011552499999,-0.642177579999995,-0.0741498474999993,0.3937880975,0.467937944999999
"Pabpc1",2.23214873117036,0.137014250762251,0.113896032764894,0.350480953900845,0.326016928860638,0.875083307450484,0.896887462480938,0.999939181382471,-2.67121457999999,-1.86415577,-1.92257713999999,0.807058809999997,0.74863744,-0.0584213699999978
"Ptpn6",4.61898107137773,0.022713475060894,0.124163220760131,0.819126457264883,0.0243859470240959,0.437062732801673,0.777792115189421,0.108807860100865,-1.75245022249999,-0.629226922499996,-2.439971685,1.1232233,-0.687521462500001,-1.8107447625
"Aimp1",2.23379406955811,0.136820050447241,0.821064860132017,0.889036649624323,0.110199056568773,0.998664829882411,0.397641619301637,0.326021733818068,-0.867166277500004,-0.714873787500004,-2.49908995500001,0.152292490000001,-1.6319236775,-1.7842161675
"Dbi",2.04933233129192,0.160676301600637,0.159825152056988,0.287124986080941,0.321208202463089,0.97857970602498,0.963482622564993,0.99979546254838,3.189013005,2.63806486,2.523801325,-0.550948145,-0.665211679999999,-0.114263534999999
"Wars",9.24963040445049,0.00191089206385813,0.00433100140370202,0.802030246295906,0.0111240160792969,0.0209076386154794,0.94595538817845,0.0541039303955596,-2.6316998,-0.545027254999997,-2.3034508225,2.086672545,0.328248977499999,-1.7584235675
"Ranbp1",1.54369210877501,0.254032490174241,0.99752123585211,0.977789167961092,0.405273417707927,0.934720693542401,0.505464148184773,0.235746701827803,-0.161117075000003,0.341007232499994,-1.389059065,0.502124307499997,-1.22794199,-1.7300662975
"Mif",4.42054584107428,0.02591395388006,0.999444252130104,0.51752983974815,0.0424934372790386,0.454963591748399,0.0348703213547612,0.387532296216636,0.105566977500001,-1.3090505625,-2.84554553,-1.41461754,-2.9511125075,-1.5364949675
"Rab6b;Rab6a;Rab39a",0.198572645605217,0.895350112583848,0.953660233321722,0.99554273012724,0.888790382972067,0.991319026850529,0.996999892326046,0.96045746662936,-0.777332307500004,-0.344771387500003,-1.0789053425,0.43256092,-0.301573035000001,-0.734133955000001
"Canx",0.737396897724413,0.549708396050493,0.554567787714865,0.811386958996325,0.625161591073434,0.967047536646186,0.999321412859314,0.986389716936979,2.6140124825,1.726047755,2.3777408625,-0.887964727499998,-0.23627162,0.651693107499998
"Prdx1",1.74555856803549,0.210938992307364,0.843284902160801,0.490967870560556,0.903042102149279,0.918670451777203,0.466875309155174,0.196934609362935,0.567789080000004,1.0067644125,-0.469381332499996,0.4389753325,-1.0371704125,-1.476145745
"Rpl12",0.347033206076187,0.791981427961074,0.976326318570957,0.852426619770592,0.795859484197997,0.978101483433695,0.954677249261973,0.999400468258582,-0.223315234999998,-0.440613269999997,-0.504682537499999,-0.217298034999999,-0.281367302500001,-0.0640692675000025
"Rpl18",1.70330994537848,0.219236425031673,0.998762489341161,0.930251556007115,0.233052329470704,0.968179689948538,0.288546448919823,0.509254822313162,-0.187890530000001,-0.758076665000001,-2.558324335,-0.570186135,-2.370433805,-1.80024767
"Hspa9",0.720396433957971,0.558804652845408,0.589615485495238,0.845964543010496,0.999008398237349,0.964707739896506,0.669981017586472,0.903548275841033,1.6408388625,1.0427296175,0.176352980000004,-0.598109245,-1.4644858825,-0.8663766375
"Cap1",1.48994991085694,0.267092376893272,0.995351796532941,0.955123801132159,0.507010578730371,0.992110763799257,0.384581169665754,0.263889162578538,0.245000840000007,0.538303852500004,-1.5069260575,0.293303012499997,-1.7519268975,-2.04522991
"Tkt",0.323592692932253,0.808303141703549,0.988710864128874,0.999147554303049,0.91304392024044,0.9692843009014,0.77092941513396,0.952588378544772,0.313775060000001,-0.130961899999999,-0.650549414999997,-0.44473696,-0.964324474999998,-0.519587514999998
"Cd9",1.43474843094501,0.281281530476436,0.997918347850028,0.999998847494575,0.346998369783059,0.997371732280224,0.434042762667529,0.340407770000667,0.176634790000005,-0.0144338624999953,1.7358179075,-0.1910686525,1.5591831175,1.75025177
"44806",1.73826836814304,0.212345349159309,0.953530368125486,0.846736531330153,0.517139802918934,0.562394753534303,0.808513687665429,0.171954794354035,-0.454895732499999,0.716913702500001,-1.2415900175,1.171809435,-0.786694285000001,-1.95850372
"Cct8;Cctq",6.05520259990024,0.00942824540897024,0.0364360358906748,0.871642875827075,0.0192612294921036,0.131362381125843,0.982676077049445,0.071780834652034,-2.7857499125,-0.669898509999999,-3.107776405,2.1158514025,-0.322026492499997,-2.437877895
"Hist1h1e",0.893891543949121,0.472384800298033,0.997925135218467,0.658002455585296,0.577390914816966,0.758065053485873,0.680262590555136,0.99899994396236,-0.115209104999998,-0.76004124,-0.850201129999999,-0.644832135000001,-0.734992025,-0.0901598899999989
"Hist1h1b",2.08664452213278,0.155493281594535,0.813910683727089,0.423169942770524,0.999242387709932,0.116860252829711,0.747661874448801,0.490683785100994,0.971939090000006,-1.74367761499999,-0.138836382499992,-2.715616705,-1.1107754725,1.6048412325
"Hist1h1d",0.923252485300029,0.459124212060296,0.6764978174274,0.804136394859466,0.40352380664876,0.995333870569035,0.96044529335049,0.887341564144578,-0.747509477499996,-0.594339844999997,-1.06867170249999,0.153169632499999,-0.321162224999998,-0.474331857499998
"Akr1b1;Akr1b3",2.33427795369421,0.125532097394384,0.968304675835665,0.904008673762497,0.117576094814357,0.995695141548086,0.237117144889405,0.32624583923675,-0.407917975,-0.612797260000001,-2.23008418,-0.204879285000001,-1.822166205,-1.61728692
"Vps4b;Vps4a;Fignl1",1.38610179282629,0.294473352493763,0.471852566139245,0.309657765026417,0.408706399533917,0.98671164366393,0.999345439769494,0.996429318779153,-1.2815117825,-1.5670773975,-1.38464999,-0.285565614999999,-0.103138207500002,0.182427407499997
"Psmc2",5.69433281200782,0.0116254960172164,0.107441228708643,0.999483669320519,0.0269265080175803,0.128753687697342,0.849649609970997,0.0326866507352229,-1.3844177725,-0.060984612500004,-1.8286800375,1.32343316,-0.444262264999999,-1.767695425
"Aldh2",0.334567577968353,0.800649976185461,0.860163562524721,0.999205763887335,0.998966641128027,0.911351704853574,0.792742043537935,0.992910917259871,1.1000783425,0.179632420000001,-0.196200134999998,-0.920445922500001,-1.2962784775,-0.375832554999999
"Capza2",1.79634461181851,0.201426157947169,0.583546491311385,0.157839292452421,0.825882491308055,0.760797199547823,0.971085102845816,0.511180494965092,1.13148999,1.99229121499999,0.750333787499994,0.860801224999999,-0.381156202500001,-1.2419574275
"Capzb",2.12907649937618,0.149827663293581,0.394734284963838,0.996991808655756,0.355216586491166,0.302951155196142,0.999789641050301,0.26999617545238,-1.823650835,0.222894907500006,-1.9150049675,2.0465457425,-0.0913541325000011,-2.137899875
"Rpl6",0.35486739577812,0.786548942427625,0.876851613107254,0.943316689513061,0.757746326400175,0.997423142017639,0.994576878658861,0.971296867621806,-0.539400575000002,-0.401797292500003,-0.716387267500004,0.137603282499999,-0.176986692500002,-0.314589975000001
"Rplp1",1.04038022765608,0.409894657284291,0.996661300857638,0.571008933736332,0.814855766794114,0.454712946693148,0.703047835167475,0.971242558668103,0.249620437499996,-1.58236337000001,-1.05909395250001,-1.8319838075,-1.30871439,0.5232694175
"Rpl5",1.92062976846461,0.180111378552957,0.374574964066137,0.691027420194733,0.151049298942444,0.938730150326406,0.921818022520645,0.64002316105423,-1.62754655,-1.0741465075,-2.2335448275,0.553400042500002,-0.605998277499999,-1.15939832
"Rpl13",0.964161427487602,0.441274557856524,0.70753595528645,0.769722141110416,0.376467080150274,0.999462701876716,0.931232902730043,0.891721540521963,-1.85408187,-1.661235095,-2.8777196375,0.192846775,-1.0236377675,-1.2164845425
"Anxa5",2.10225927118186,0.153380611885718,0.997187242890825,0.817889320441963,0.439436219242237,0.903241227827013,0.343063534817018,0.124568281475479,0.200989722499994,0.897281647499995,-1.5924935375,0.696291925000001,-1.79348326,-2.489775185
"Lmna",0.160147311509125,0.92108636137166,0.978830805871567,0.990283462711961,0.995613935944624,0.999702278814731,0.924276145537732,0.951128886945791,0.674661874999998,0.515387059999998,-0.393089532500003,-0.159274815,-1.0677514075,-0.908476592500001
"Cbr1",1.00218128614377,0.425322439609333,0.976592283923309,0.947069747528205,0.673785347325684,0.781234394081185,0.881429976142959,0.374549966027455,-0.657328845000006,0.879718779999994,-1.85032820750001,1.537047625,-1.1929993625,-2.7300469875
"Slc25a4",0.45151249502506,0.720930676505528,0.772004395218405,0.885878838105352,0.999801675343496,0.994862445353687,0.813605737882254,0.915997698449192,1.416780235,1.063687565,0.118388175000003,-0.353092669999999,-1.29839206,-0.945299389999999
"Hnrnpa1",0.658380821833765,0.593170858013927,0.675081783329226,0.931501466773877,0.999655583122623,0.947141241043707,0.618734239713134,0.898060112940463,1.4014747175,0.73417354,-0.119371412500001,-0.667301177499997,-1.52084613,-0.853544952500002
"Psma2",0.462411742575343,0.713731090445739,0.867454626613512,0.684281343292796,0.976083023206525,0.984145799401546,0.983273242294758,0.889990108493821,1.2421417225,1.8137927025,0.659770012499997,0.571650980000001,-0.58237171,-1.15402269
"Atp6v1a",1.57860643806393,0.245926939979273,0.944552099311893,0.924222306805982,0.480395002341565,0.656265711146613,0.792328262832936,0.209699572446466,-0.536065577500001,0.601852655000002,-1.4362294675,1.1379182325,-0.900163889999998,-2.0380821225
"Atp6v1e1",0.51183589198768,0.681690045292108,0.992116066705443,0.902040832132697,0.962850754485564,0.774120436758207,0.997065318367083,0.662615045818388,-0.299262047500001,0.734374522499998,-0.513283967500001,1.03363657,-0.21402192,-1.24765849
"Pa2g4",5.23261576761981,0.0153635982573558,0.479509691533964,0.999684389560812,0.021109707556314,0.532102533382326,0.246138992491651,0.0248921861308332,-1.037776475,-0.0660581600000043,-2.4328336725,0.971718314999997,-1.3950571975,-2.3667755125
"Rab7a",1.97272061205646,0.171942328772192,0.986243157754009,0.954373700290308,0.3196116869277,0.830070061212546,0.486746602882213,0.149286202047113,-0.1787247675,0.272652147499997,-0.956795220000004,0.451376914999997,-0.778070452500003,-1.2294473675
"Gla",0.498525131903373,0.690218053535651,0.827921257031473,0.994593283764046,0.948669391377162,0.697258430102662,0.988268070677993,0.86210808007065,-0.861861942499996,0.246628525000002,-0.540513989999997,1.1084904675,0.321347952499998,-0.787142514999999
"Hdgf",0.282136283549363,0.837319508486858,0.894769055704606,0.950041705186796,0.821788192291992,0.998131461380954,0.998292023581874,0.986253777763652,1.3085360575,0.989928724999995,1.61766076249999,-0.318607332500001,0.309124704999999,0.6277320375
"Atp6v0d1",1.98283626839545,0.170404872182007,0.996194790828806,0.99423412987766,0.261684333551119,0.964962874597906,0.352749524387087,0.180247881254929,-0.218047855000002,0.251040219999997,-1.9537282025,0.469088074999998,-1.7356803475,-2.2047684225
"Slc25a5",0.490530394126382,0.69537668135359,0.707727017423418,0.98275970825635,0.999911138764822,0.888776242634605,0.742273873387903,0.989930923750489,1.6390624075,0.552000522499998,0.0934791574999991,-1.087061885,-1.54558325,-0.458521364999999
"Pkm",1.62248923233022,0.236143206558621,0.913377268659135,0.999722158613655,0.293303369560171,0.878880879929266,0.631040453747268,0.258146443676581,-0.279271600000001,0.0386919974999991,-0.799867152500003,0.3179635975,-0.520595552500001,-0.838559150000002
"Idh2",1.20538570785171,0.349703901988261,0.292174228945019,0.918307607506357,0.885294925801832,0.621086599698029,0.672721608842834,0.999734905631801,2.5948374275,0.884768962500001,1.00815129,-1.710068465,-1.5866861375,0.1233823275
"Stom",1.95602260971901,0.174514578873931,0.98834767862855,0.97664727470581,0.295055222585518,0.88648296657179,0.445165949601487,0.161713164822608,-0.256658317500001,0.326697585000002,-1.5019202225,0.583355902500003,-1.245261905,-1.8286178075
"Ctsk",2.44460553342402,0.114341504054922,0.129769130032459,0.326288256570789,0.163293828217035,0.925066793427437,0.998866634577167,0.963926333768696,3.2533881625,2.4189713,3.05789876,-0.834416862499999,-0.195489402499998,0.638927460000001
"Atp5b",0.601291957833499,0.626450296199997,0.559755656963071,0.914495366049484,0.862521701844418,0.899771248467466,0.943071191120541,0.999137332688899,1.8483300225,0.896080017499997,1.0783534075,-0.952250005,-0.769976614999997,0.182273390000002
"Fus",1.16306646995743,0.364189076259576,0.883191386327673,0.999769132578884,0.389254149252321,0.91515158574791,0.794730983477051,0.43224276292076,0.8482389425,0.098420857499999,1.9174771325,-0.749818085000001,1.06923819,1.819056275
"Atp6v1d",1.52354466692511,0.258844030332306,0.946340862864222,0.883087447634451,0.221782422079012,0.997584049891361,0.460425156603323,0.564753475585078,-0.534882072500007,-0.717759612500007,-2.02135038750001,-0.18287754,-1.486468315,-1.303590775
"Erp29",0.878309566293407,0.479577888311779,0.995231664398815,0.853185956766187,0.854159689880019,0.733544781654494,0.940986939608882,0.415750632680512,-0.2661368875,0.909151315000003,-0.906698944999999,1.1752882025,-0.640562057499999,-1.81585026
"Eef2",4.70721597970266,0.0214391307029752,0.197115170516392,0.980606092084293,0.0292027236630574,0.339264054624728,0.671464965851375,0.0563799500797679,-1.8498830825,-0.328275204999997,-2.84024763,1.5216078775,-0.9903645475,-2.511972425
"Arpc4",2.71615175627692,0.0913326511849497,0.863873447407843,0.170130275521449,0.125666871248309,0.491967517451152,0.391845648474092,0.997415831788287,-0.552527665,-1.5885775075,-1.72414088,-1.0360498425,-1.171613215,-0.135563372500002
"Ruvbl1",0.80239131308258,0.51620658081005,0.727161805621139,0.995137216895853,0.56665157985592,0.848699433254176,0.992126905615739,0.703424254529544,-0.894019842500004,-0.201569317500006,-1.13149809750001,0.692450524999998,-0.237478255000001,-0.929928779999999
"Pcbp1",0.681207440127178,0.580304799981289,0.613080332542526,0.969139020045873,0.687663906730834,0.854376745119928,0.999200658389305,0.906792635343423,-1.61472583,-0.579329254999998,-1.448047165,1.035396575,0.166678664999999,-0.868717910000001
"Actb;Actg1",1.32276611298625,0.312671141192229,0.988092605055668,0.989986746811537,0.316805242024733,0.999997591682296,0.474232756584146,0.464194824637176,-0.148162362500003,-0.139601707500002,-0.836658000000003,0.00856065500000014,-0.688495637500001,-0.697056292500001
"Cdc42",0.400991994341265,0.754869699215659,0.987659362882745,0.82275029618883,0.9988397878643,0.947330346373187,0.964388579338642,0.746871461805863,0.338896752499998,0.904374599999997,-0.152116537500003,0.565477847499999,-0.491013290000001,-1.0564911375
"Eif4a1",2.22182486355125,0.138239953809494,0.265605957474699,0.999885772466621,0.402690728749519,0.241081540744969,0.989153510668097,0.36987263863353,-1.638442755,0.0567588799999967,-1.37580061,1.695201635,0.262642145000001,-1.43255949
"Actr2",7.48819542464989,0.00437459923403222,0.0049972023046253,0.284284017855353,0.0143493705571448,0.128749308144742,0.927689602509313,0.320581671393833,-2.84831476,-1.25136351,-2.44498157,1.59695125,0.403333189999998,-1.19361806
"Arf3;Arf1;Arf2",2.93077960439841,0.0768583739646796,0.376442425157262,0.990484523975177,0.0954897878139344,0.533802027803967,0.799288624929161,0.154549102853709,-0.991858959999998,-0.17527819,-1.531031135,0.816580769999998,-0.539172174999997,-1.355752945
"Rap2b",0.362990246915167,0.780930358531742,0.993658737479832,0.897983247030992,0.972039781347926,0.778955307920949,0.899437485596763,0.993378087585799,-0.383566857499996,1.029777525,0.640513895000005,1.4133443825,1.0240807525,-0.389263629999999
"Rpl27",2.02651887804159,0.163941456168411,0.5921148462496,0.999324176892406,0.202558934052679,0.662829054710007,0.835589122607448,0.242645724940272,-1.125048635,-0.106696602500005,-1.861906765,1.0183520325,-0.736858130000002,-1.7552101625
"Hnrnpk",0.318681244639543,0.811733457718433,0.936173632973087,0.99953271177547,0.982631116521996,0.899958023064168,0.78200054339375,0.993699453124027,0.599313737500001,-0.110777374999998,-0.37668991,-0.710091112499999,-0.976003647500001,-0.265912535000002
"Ywhag",1.86261765862013,0.189727649775379,0.415046130500704,0.810131635189589,0.933389259506823,0.891640520250248,0.181661792323977,0.478413182515559,1.1540498725,0.642369747500002,-0.425371169999998,-0.511680124999998,-1.5794210425,-1.0677409175
"Timm13",0.217640729296341,0.882273495677162,0.985124066190683,0.851991136938371,0.98741021046223,0.966970334537049,0.999997241920141,0.962898986906195,-0.405642030000003,-0.942070005000005,-0.382933377500002,-0.536427975000002,0.0227086525000004,0.559136627500003
"Rps7",0.252186341395114,0.858279904611846,0.999875948673638,0.965333778866825,0.976995657312434,0.977981788716466,0.964038538075089,0.821503596078002,0.0699210149999949,0.472185612499995,-0.408485890000005,0.4022645975,-0.478406905,-0.8806715025
"Ppp1ca",4.80585953907183,0.0201114295302943,0.253750930619972,0.966529150166168,0.0229923528028838,0.463995189217945,0.494812526358618,0.0511720518565595,-1.3878784175,-0.324276447500001,-2.4117498375,1.06360197,-1.02387142,-2.08747339
"Psmc1",4.72187048635125,0.0212356021332473,0.215442280372303,0.804838206064632,0.18146327403809,0.0493350084694648,0.999455647261851,0.0405730152771911,-1.5363657475,0.666379450000001,-1.619871375,2.2027451975,-0.0835056274999992,-2.286250825
"Rps8",5.5332109697877,0.0127952641410888,0.04743272530483,0.0637779015011825,0.0114294563677494,0.998080923097865,0.846617367833292,0.759693775688908,-1.3486585625,-1.2712311775,-1.714780805,0.077427385,-0.366122242499998,-0.443549627499998
"Ywhae",0.0589005296622659,0.98036838922546,0.999404175829709,0.999891906333817,0.990918433164361,0.997735749749253,0.976050225084841,0.995713552524222,0.0908884999999984,-0.0513782524999762,-0.22785902,-0.142266752499975,-0.318747519999999,-0.176480767500024
"Rps23",6.54185346299552,0.00718517396841016,0.999981645297717,0.995220825492853,0.0190780391832689,0.997098440338154,0.0178988111570565,0.0126553204423107,0.0195145600000082,0.125654695000009,-1.88813734249999,0.106140135,-1.9076519025,-2.0137920375
"Rps18;Gm10260",1.75761928138071,0.208635165792236,0.564342566150725,0.999330222648412,0.345946743806094,0.495667644007136,0.974957457098089,0.293526031299147,-0.946412562500001,0.0862574575000004,-1.2418942425,1.03267002,-0.295481679999998,-1.3281517
"Rps11",3.39599767619971,0.0536534517258122,0.095176807453094,0.716011471337644,0.0757433918621292,0.453841890598608,0.999048067842961,0.384109492906597,-1.5490849025,-0.637123582500003,-1.6304721825,0.91196132,-0.0813872800000013,-0.993348600000001
"Rps13",1.23923885614101,0.338560800696456,0.93071086066894,0.997578998338803,0.340097139383126,0.975384258731929,0.663795979740273,0.430955415561463,-0.539889809999998,-0.168098925000002,-1.583691355,0.371790884999996,-1.043801545,-1.41559243
"Snrpd2",1.21244718749728,0.347347464707583,0.826384199747241,0.988241951055253,0.534520079108757,0.652519796939988,0.952145951989985,0.36635737189923,-1.20499635249999,0.447963712500005,-1.93894863499999,1.652960065,-0.733952282499999,-2.3869123475
"Arf6",0.918870752520059,0.461079073677302,0.924035155166719,0.992989287895058,0.439091970421924,0.984299117581003,0.787830914538419,0.588390963807854,-0.8338482375,-0.35957646,-2.09150171,0.4742717775,-1.2576534725,-1.73192525
"Rps4x;Rps4l",1.39148722722439,0.292980146602163,0.425864569516766,0.841913764822785,0.294506990339123,0.873467823980334,0.991754423941092,0.732643867019977,-1.0547132475,-0.551052094999999,-1.2432870875,0.503661152500001,-0.18857384,-0.692234992500001
