"","F-Value","Pr(>F)","2-1","3-1","4-1","3-2","4-2","4-3","diff 2-1","diff 3-1","diff 4-1","diff 3-2","diff 4-2","diff 4-3"
"Aimp1",0.565680163779119,0.647997688702057,0.766304545355309,0.99763136126341,0.734415037328414,0.857894192670013,0.999924876984334,0.830941372776624,-0.278453350000003,-0.0528326050000025,-0.295096872500004,0.225620745000001,-0.0166435225000008,-0.242264267500001
"Dbi",2.31969847564342,0.127102214118381,0.202472746375159,0.999979276418697,0.43022992750711,0.214371670287853,0.945355589261386,0.450188659107082,0.806258677500001,0.0144295675000023,0.597636700000006,-0.791829109999998,-0.208621977499995,0.583207132500004
"Map2k1",1.04302985181364,0.408846340392987,0.946986411001592,0.646842358330783,0.991435301023067,0.35248715885876,0.840398041713175,0.805290354993963,0.47674203,-1.042990685,-0.251463415,-1.519732715,-0.728205445,0.79152727
"Scp2",9.43269560375138,0.00176406735894499,0.00366747293955438,0.964129543109771,0.999999115276062,0.00823418698662914,0.00358595858299227,0.961236869490469,1.53882980249999,0.161913157499995,-0.00455594000000481,-1.376916645,-1.5433857425,-0.1664690975
"Ssb",1.2932721273957,0.321559668407478,0.591785807221146,0.525774326377215,0.284131490413221,0.999429272750186,0.928260418843733,0.959566532151785,-0.287676812499999,-0.313446997499998,-0.423862454999998,-0.0257701849999989,-0.136185642499999,-0.1104154575
"Drg1",0.843483590976481,0.496051353692277,0.586274662868737,0.999417526494925,0.914651091956701,0.519967481237124,0.916144840348282,0.869754158673858,0.553432464999998,-0.0495491025000003,0.27764249,-0.602981567499999,-0.275789974999999,0.3271915925
"Wars",0.614236596217303,0.61876702590222,0.999952312141626,0.995570439697883,0.740155111139726,0.992067938729741,0.767457795091917,0.608887136098673,-0.0188465125000015,0.0860137925000011,-0.3849711425,0.104860305000003,-0.366124629999998,-0.470984935000001
"Ranbp1",0.266994468277615,0.847925514606259,0.990772020750568,0.815847040937983,0.975340190622727,0.934600582961382,0.999363395957461,0.965009385195455,0.113055705000004,0.338771342500003,0.158910272500002,0.225715637499999,0.0458545674999975,-0.179861070000001
"Mif",1.05247736143733,0.405131169686766,0.707693424194192,0.735599162987197,0.984315291825222,0.999953537471274,0.504709324057297,0.532711163030194,-0.619770527499998,-0.591301917499997,0.201978202500001,0.0284686100000009,0.821748729999999,0.793280119999999
"Rab5c",1.89639761133325,0.184059868633197,0.160491750175192,0.871097055332704,0.952709357499882,0.462453949525165,0.342951871604038,0.994915216997264,1.427541735,0.477830884999999,0.3271942125,-0.949710849999999,-1.1003475225,-0.150636672499999
"Rab6b;Rab6a;Rab39a",0.574561515447052,0.642568053865329,0.692721418069877,0.998509145476636,0.999996973985168,0.780292420396437,0.681248569773864,0.997877540996728,-0.932283644999998,-0.133322239999995,0.0168156625000009,0.798961405000004,0.949099307499999,0.150137902499996
"Rab21",1.51548778064613,0.260796256600185,0.203256387919314,0.596332308877625,0.731717210892183,0.833224638300913,0.709041155966697,0.995196836444852,0.896788119999997,0.539390559999996,0.439857004999997,-0.357397560000001,-0.456931115,-0.0995335549999989
"Pdha1",0.219014699204427,0.881325632783526,0.993618744149889,0.99462990020093,0.951562639547371,0.956983806305426,0.99307397527214,0.867227718717189,-0.114592077499999,0.108064649999999,-0.232426172499999,0.222656727499999,-0.117834094999999,-0.340490822499998
"Fbl",0.585178487045893,0.63612587406711,0.576433808962724,0.946841232054359,0.964685240158829,0.86906111779229,0.835396838818467,0.999843401105863,-1.5833795075,-0.657464982499999,-0.567267417499998,0.925914525,1.01611209,0.0901975650000004
"Canx",0.694776582047961,0.572776284609251,0.993265500317152,0.677115285163552,0.674646563435469,0.820083285078326,0.81797905494524,0.99999997027951,0.0915346150000076,0.393982410000007,0.395467757500008,0.302447794999999,0.3039331425,0.00148534750000096
"Ap1m1;Ap1m2",2.27598681172317,0.131945292879767,0.599247405339485,0.782198024065229,0.618504604342904,0.175296749976993,0.999986300159334,0.184474059566284,0.779611824999996,-0.581070185000003,0.759300469999996,-1.36068201,-0.0203113550000005,1.340370655
"Prdx1",6.83347046617459,0.00613976796066792,0.999999912594477,0.015883266341142,0.99680596659473,0.0160545508716318,0.996514531366698,0.0111071193357958,0.00299310750000004,1.7728085525,-0.099972247500002,1.769815445,-0.102965355000002,-1.8727808
"Ptpn1",8.15168180223087,0.00315969641558031,0.00624505820871446,0.053476825884228,0.986403835073067,0.619824110830561,0.0111726852303851,0.0943955250212321,2.722693205,1.9168531925,0.219147207500001,-0.805840012499999,-2.5035459975,-1.697705985
"Rpl12",0.168493693852663,0.915584511108621,0.999839685396164,0.964730955120722,0.932694205257762,0.97849995978989,0.953495931534534,0.999280856754891,-0.0218572599999973,-0.136328697499998,-0.172430994999999,-0.114471437500001,-0.150573735000002,-0.0361022975000012
"Rpl18",0.306233648901934,0.820439046374679,0.981771111114232,0.983941476075697,0.781509440530151,0.999998448000615,0.937722684099613,0.93294071164934,-0.181268212499997,-0.173460957499998,-0.462296482499998,0.00780725499999946,-0.28102827,-0.288835525
"Por",9.99546314278992,0.00138853175581839,0.0722277370386182,0.00661364347499682,0.939051210195645,0.537239229872688,0.0269267995518881,0.00250415607374133,0.889837740000001,1.3338646875,-0.184258462499997,0.444026947499999,-1.0740962025,-1.51812315
"Hmgcl",10.0793657994558,0.00134091783918181,0.814083588981106,0.00735792340164743,0.148370442881642,0.00165284146792133,0.0334950383118332,0.342364087297086,0.397568222500002,-1.83294344,-1.04450965,-2.2305116625,-1.4420778725,0.788433789999999
"Hspa9",3.6283791284676,0.0451554929168372,0.307890584841745,0.93127012558445,0.194678132729165,0.125012924065792,0.988591695849725,0.0740475306735605,-0.357279300000005,0.116544719999993,-0.418912412500006,0.473824019999999,-0.0616331125000009,-0.535457132499999
"Cap1",1.64911075095198,0.230419045843625,0.492487294315721,0.518173666697634,0.187077793057869,0.999963141867116,0.889086503695277,0.870142901047745,0.393646239999999,0.381213187499998,0.587355615,-0.0124330525000005,0.193709375000001,0.206142427500001
"Tkt",0.774316518493895,0.530431589402797,0.994714399686966,0.804029988108553,0.947272886274668,0.670569959420426,0.990294398076491,0.498560242739109,0.0385069875000035,-0.143263814999997,0.0858807575000036,-0.181770802500001,0.0473737700000001,0.229144572500001
"Cd9",4.42969202256436,0.0257554099583811,0.646462275214854,0.51404419095882,0.239015383047351,0.0934046848110539,0.843957354893917,0.0227240654410016,0.593025682499995,-0.707598210000004,1.00302457999999,-1.3006238925,0.4099988975,1.71062279
"Vps26a",0.973202921231336,0.437426076364616,0.667024222303463,0.813907081371344,0.988920975295289,0.992886946390645,0.487484917414759,0.641483374508398,0.550794359999998,0.422396182499998,-0.149420975000002,-0.128398177499999,-0.700215334999999,-0.5718171575
"Rpl28",1.81104169498169,0.19876359410613,0.99680039117679,0.213068126770491,0.703840576780659,0.286814505867521,0.814074779183091,0.754032296504769,0.117388487500001,1.19557309,0.623558282499999,1.0781846025,0.506169794999998,-0.572014807500004
"2-Sep",0.608556015794722,0.622128866701718,0.649351826266766,0.68615114470335,0.940379688772149,0.999902470999533,0.925194750100102,0.944255230000882,0.471108432500007,0.445768352500007,0.225635052500007,-0.0253400799999994,-0.24547338,-0.220133300000001
"Pura",2.90560421811122,0.0784120690124374,0.992291303801645,0.783071760023982,0.290077925717432,0.907487119068957,0.193672228411411,0.0652816624932605,-0.0957102800000023,-0.327249050000002,0.649478434999999,-0.23153877,0.745188715000001,0.976727485000001
"Cct8;Cctq",0.898906742603008,0.470092721088301,0.986399805859187,0.746288280711683,0.792683839292727,0.553462756453156,0.603769295027945,0.999752083123001,0.160554887499991,-0.484533787500009,-0.442957400000008,-0.645088675,-0.603512287499999,0.041576387500001
"Hist1h1e",1.59039591436182,0.243254996734404,0.249113044602363,0.759406761064977,0.995411779681243,0.757371359831708,0.343597689109544,0.872463171432067,-1.464196205,-0.730710507500003,-0.171099662500005,0.733485697500001,1.2930965425,0.559610844999998
"Hist1h1b",1.22812961946518,0.34217488817797,0.474505531733701,0.440924535893923,0.981207105588624,0.999906780898515,0.689493247945961,0.653289246875841,-0.721060755000003,-0.751415730000002,-0.181777477500003,-0.0303549749999981,0.539283277500001,0.569638252499999
"Hist1h1d",1.50113962698984,0.264313257608577,0.4992316494372,0.578742474644323,0.99532255684027,0.998976656065673,0.377568850040599,0.448449750063523,-0.942276957500013,-0.851153852500008,0.152041432499988,0.0911231050000048,1.09431839,1.003195285
"Akr1b1;Akr1b3",2.54293995953389,0.105318546827328,0.997571758077642,0.168807219045043,0.997658641618563,0.224289432931687,0.981809387113256,0.125915937253158,-0.0510396950000072,-0.612149237500006,0.0504169474999934,-0.561109542499999,0.101456642500001,0.662566184999999
"Akr1b8",6.84346961381791,0.00610718804488035,0.0651711480081396,0.00805398244056743,0.879413075841519,0.6382760985064,0.215726121397254,0.02933945340419,1.1955888275,1.70538163000001,0.314036845000004,0.509792802500002,-0.8815519825,-1.391344785
"Fkbp2",1.50703880131894,0.262860964411363,0.513724941974616,0.316213930458658,0.298572302281354,0.978526358541897,0.97137055859972,0.99997224904971,0.474309442500001,0.605834959999999,0.619828697499997,0.131525517499998,0.145519254999996,0.0139937374999981
"Acadm",4.25496488155748,0.0289892459003139,0.997285227188258,0.0583544400486503,0.994736564941105,0.0810997465235956,0.971127938249411,0.0383936621518114,-0.0861511200000038,-1.28160238,0.107778074999999,-1.19545126,0.193929195000003,1.389380455
"Rangap1",0.613686083141347,0.619092150695625,0.890030783705863,0.972001299882767,0.960592525064792,0.670911668322501,0.638503458719592,0.999934093904935,-0.270342587499998,0.163398982500002,0.184533360000001,0.43374157,0.4548759475,0.0211343774999992
"Nsf",2.94658382048552,0.0759010856604182,0.133581150469824,0.998097009905217,0.995129315655286,0.175279240220008,0.090691981835784,0.976108880506799,0.838399407499995,0.0604095424999969,-0.0829691900000036,-0.777989864999999,-0.921368597499999,-0.1433787325
"Vps4b;Vps4a;Fignl1",1.72003524535116,0.21590882110145,0.688885889311002,0.888736071530436,0.778329108080888,0.307370760027403,0.219232274016993,0.995156829139008,0.482412815,-0.310513497500001,-0.412553312500002,-0.792926312500001,-0.894966127500002,-0.102039815000001
"Psmc2",0.548815557553135,0.658408715512961,0.777242648430402,0.65696151956167,0.771054853233246,0.996328775366509,0.999999400939426,0.9968874998061,0.2931385075,0.35900784,0.296712402499999,0.0658693325000002,0.00357389499999883,-0.0622954375000013
"Adss",2.78477837367249,0.0863890718176714,0.825740988684049,0.75152217443326,0.297403561171829,0.294584811780252,0.0776515744920474,0.829054770846583,0.485184669999999,-0.5660569675,-1.04736757,-1.0512416375,-1.53255224,-0.481310602500002
"Pla2g4a",2.11762890001298,0.151332796835185,0.214176884654509,0.856378661012071,0.997775088221922,0.587412660345009,0.162199371129932,0.766553540812911,0.583145380000003,0.222247837500001,-0.0507388124999988,-0.360897542500002,-0.633884192500002,-0.27298665
"Aldh2",1.26688145342344,0.329745186773503,0.894313684860062,0.433290063668521,0.363862493426003,0.824198659761148,0.751841573657011,0.998978747741386,0.122518062499999,0.2728643425,0.297176837499997,0.150346280000001,0.174658774999997,0.0243124949999967
"Capza2",0.676621282020959,0.582869489963349,0.540454830950763,0.802515266927591,0.954942521748381,0.965604671895808,0.825965571909511,0.978255409595532,0.494884012499998,0.327258584999999,0.184680459999999,-0.167625427499999,-0.310203552499999,-0.142578125
"Capzb",0.956065119005485,0.444750149808026,0.999997693511733,0.481365164276482,0.972153304721238,0.491412377683381,0.975373934176431,0.72805007605646,-0.00490856249999894,-0.3969902975,-0.115849014999998,-0.392081735000001,-0.1109404525,0.281141282500002
"Srprb",1.77190382188094,0.205942888314472,0.892519061539616,0.944181831376686,0.544018921845927,0.998609270729454,0.217715785450456,0.27275008171952,0.360621215000002,0.281763552500003,-0.695250034999999,-0.078857662499999,-1.05587125,-0.977013587500002
"Gsr",6.20955319470763,0.00863853695338834,0.999999113244758,0.0349732519516119,0.849803461256636,0.0357906436046992,0.843702853664259,0.00852230359908934,0.00994467750000538,2.38253069000001,-0.605839964999992,2.3725860125,-0.615784642499998,-2.988370655
"Mapk14",0.578344870281413,0.64026630549546,0.775980957520101,0.638301534733264,0.9723449097801,0.994617678323543,0.950874564658578,0.865979788633966,0.316576005000003,0.397356510000003,0.142075062500004,0.0807805049999999,-0.1745009425,-0.2552814475
"Gfpt1",0.399615428475376,0.755806480911373,0.983682028609697,0.999997093842544,0.775320814203545,0.98614999264256,0.929934208178598,0.785701232416329,-0.112338542500002,-0.00619769250000246,-0.301421405000003,0.106140849999999,-0.189082862500001,-0.2952237125
"Rpl6",0.289878823447108,0.831894060570443,0.997526078848846,0.999964268215194,0.907551650487114,0.998916201410367,0.827684168061901,0.890340153661911,0.0602169024999988,0.0145893099999981,-0.214063645,-0.0456275925000007,-0.274280547499998,-0.228652954999998
"Rplp1",0.112835070128237,0.950913741917163,0.962337706489454,0.989799847875691,0.951710318958895,0.997971729636865,0.999965588995226,0.99601614668567,-0.1944670675,-0.123222824999999,-0.212691782500002,0.0712442425000006,-0.0182247150000023,-0.0894689575000029
"Rpl5",0.60142211854366,0.626372641421922,0.647407189357909,0.860881344196883,0.672740820682133,0.977054562374728,0.999968386378216,0.983498061279326,-0.511903287500008,-0.338243960000007,-0.493048670000007,0.173659327500001,0.0188546175000006,-0.154804710000001
"Rpl13",0.0160874631103259,0.997061528663894,0.998947333726681,0.9999104495456,0.999987003499286,0.996896029428703,0.998048278488589,0.999990406999664,-0.0507359500000035,0.0222582799999955,0.0116920474999951,0.072994229999999,0.0624279974999986,-0.0105662325000004
"Rpia",0.410606424430727,0.748343559006588,0.994033157607318,0.852184041568222,0.990614275899033,0.721933924501146,0.945441329665306,0.95581258199454,0.234076737500002,-0.743061542499996,-0.273200274999997,-0.977138279999998,-0.507277012499999,0.469861267499999
"Eif1;Eif1b",3.1289805003893,0.0657890065173016,0.064392160816341,0.425370110934478,0.124084106338061,0.613396603603906,0.978482607281056,0.82985193683244,-1.16087198250001,-0.649579522500005,-0.999234195000007,0.51129246,0.161637787499998,-0.349654672500002
"Syk",5.93360921503536,0.0101098109304161,0.743469103846004,0.00932970366252717,0.865831048085684,0.0549644801227467,0.994564656338845,0.0359664482671812,0.658283950000001,2.5460989475,0.499702692500001,1.8878149975,-0.1585812575,-2.046396255
"Anxa5",1.66162507081191,0.227781696038411,0.18768576284738,0.647508197285459,0.899360458007814,0.761657599350804,0.479051291945678,0.95860868662026,0.448062419999999,0.244856357499998,0.142436027499997,-0.203206062500001,-0.305626392500002,-0.102420330000001
"Lmna",3.28167079742226,0.0585031142382473,0.99995307388408,0.0962659072739084,0.999235908562757,0.0885965019882917,0.99794596339426,0.118553352572888,0.027464867500008,-1.42549133249999,-0.0697593699999928,-1.4529562,-0.0972242375000008,1.3557319625
"Cbr1",1.15290111974097,0.367762974183156,0.594573106132599,0.957666869365601,0.999999373328166,0.33107945914362,0.587703543451728,0.96039144886438,0.543768887499997,-0.212980742500005,-0.00503396750000107,-0.756749630000002,-0.548802854999998,0.207946775000003
"Cox7a2",0.783642637825337,0.525664894645492,0.468135676092591,0.942652401074152,0.814658383659182,0.784183095209668,0.924591295478265,0.987734757268963,-1.270198105,-0.472787619999998,-0.746865272499999,0.797410485000002,0.523332832500001,-0.274077652500001
"Slc25a4",1.3669562307133,0.299849478747421,0.316087899719412,0.543276218220324,0.967780089300442,0.969360168166047,0.547867888298783,0.799596447072006,0.808446882499997,0.6095714575,0.202456474999998,-0.198875424999997,-0.605990407499998,-0.407114982500001
"Hnrnpa1",2.50314338801032,0.108868536167921,0.719163088000366,0.599095792008002,0.69135223564258,0.146158931333518,0.999955580713814,0.13516518277108,0.335464479999999,-0.401186464999999,0.350934505000001,-0.736650944999997,0.0154700250000026,0.75212097
"Hcls1",3.27557517125485,0.0587755486958358,0.953301224945802,0.12761480815658,0.969648973954632,0.0535766533069741,0.773453352707864,0.252652732196838,-0.238508460000002,1.1115655925,0.204406262499997,1.3500740525,0.442914722499999,-0.907159329999999
"Mcm4",0.786971768387226,0.523973310551785,0.999744722621092,0.918609976840034,0.814832037627204,0.945412106353446,0.769534572354466,0.458610186181149,0.069590807500008,0.504657032500006,-0.699534889999994,0.435066224999998,-0.769125697500002,-1.2041919225
"Mcm5",0.394331930510514,0.759407402579358,0.710628699833477,0.921400103287188,0.966325676191932,0.968803438888231,0.925447885603786,0.998252393055471,0.534872769999996,0.312025784999996,0.228983164999995,-0.222846985,-0.305889605000001,-0.0830426200000005
"Psma2",0.0372095830677317,0.989903759865279,0.999442751801658,0.999999999770474,0.991214582905231,0.999430297292649,0.998001384903437,0.991139147502503,0.027677060000002,-0.000205514999997547,0.0701584825000019,-0.0278825749999996,0.0424814224999999,0.0703639974999994
"Ahcy",5.51042430968319,0.0129715000974815,0.757564743707262,0.0869479470485239,0.311749146123423,0.0156368719386862,0.0657728839548677,0.841470503670294,0.308863639999995,-0.824616910000007,-0.567218305000004,-1.13348055,-0.876081944999999,0.257398605000002
"Gdi1",0.42368075878046,0.739517625741161,0.800165792646536,0.966847778586781,0.999741200829626,0.967940902808206,0.753577053050091,0.945985130843927,0.467181685000003,0.234982967500002,-0.0451955774999995,-0.232198717500001,-0.512377262500003,-0.280178545000002
"Atp6v1a",5.87052944990966,0.0104858657257529,0.0144912033898008,0.753516625074378,0.99947401945529,0.0818455785926494,0.0176196108032896,0.812011220908037,0.526628974999998,0.142870904999999,0.0159730924999977,-0.383758069999999,-0.5106558825,-0.126897812500001
"Atp6v1e1",1.87497474980124,0.187631853288136,0.355324186574295,0.998805959194689,0.975772204085108,0.291261698655998,0.19841767991885,0.993307283539371,0.509428502499997,-0.0434565525000004,-0.121220587500002,-0.552885054999997,-0.630649089999999,-0.0777640350000013
"S100a11",0.833205608418492,0.501019115353522,0.753457414916942,0.44827181606945,0.716976108564096,0.948197842169071,0.999892538215964,0.963898196593957,0.876650100000003,1.34865165,0.934295895000002,0.472001549999998,0.0576457949999991,-0.414355754999999
"Pa2g4",7.25857448274327,0.00491637424588871,0.360975158900803,0.0395246239156989,0.00384113070748737,0.525187420833447,0.0744548000877822,0.556496280422279,-0.374258997500004,-0.679848197500004,-0.973443985000007,-0.3055892,-0.599184987500003,-0.293595787500003
"Cast",1.36317910131949,0.300922706194215,0.993760484932096,0.549876566931108,0.921719329446503,0.698698729530709,0.813858816453597,0.248921611509172,0.0827586675000056,0.436231377500004,-0.201951264999995,0.353472709999998,-0.2847099325,-0.638182642499999
"Rab7a",0.753166200549455,0.541395056227743,0.96245694054018,0.623376454281297,0.5991750463441,0.876067210080133,0.85814572170414,0.999972825015646,0.121410847500002,0.311101912500003,0.321630477500001,0.189691065000002,0.200219629999999,0.0105285649999978
"Gla",0.513332804166726,0.680735809883714,0.844594936904291,0.781055898882303,0.999997083840506,0.999209277012801,0.853607040818704,0.791359214502739,-0.359572887499997,-0.415738582499998,-0.00865602500000051,-0.0561656950000007,0.350916862499997,0.407082557499997
"Hsd17b4",0.98837540231755,0.431045233544352,0.599805859885476,0.988643551336835,0.914190529677416,0.424331192871581,0.924382582099495,0.772336013709849,0.821856980000002,-0.204371924999998,0.420731785000001,-1.026228905,-0.401125195000001,0.625103709999999
"Gss",0.418710380465722,0.742866115679368,0.998620378427856,0.783753681390424,0.999987793154041,0.858832867786067,0.99759164268906,0.76688042511038,0.0658924575000039,0.402481315000003,-0.0135803274999979,0.336588857499999,-0.0794727850000019,-0.416061642500001
"Hdgf",7.71176832675303,0.00391273977602784,0.005258267149161,0.00858248694039676,0.174425942823459,0.991636823604553,0.225008668409099,0.335942651712297,-0.667844770000002,-0.623418810000004,-0.347049237500002,0.0444259599999981,0.3207955325,0.276369572500002
"Atp6v0d1",1.27330967075022,0.327730825285941,0.477473981776002,0.392742875833392,0.970006728928438,0.998393468096078,0.730479827921961,0.637348014465887,0.471975325000002,0.523665905000005,0.140717982500004,0.0516905800000025,-0.331257342499999,-0.382947922500001
"Slc25a5",1.89713378387925,0.183938488109584,0.419070259247291,0.150750685710544,0.73788108497373,0.888701415361169,0.940610782162331,0.590947498341145,0.305680277500006,0.443310737500006,0.197155477500004,0.13763046,-0.108524800000001,-0.246155260000002
"Sqle",2.8192758200253,0.0840203038750247,0.288922332718787,0.880661599183877,0.592269129433518,0.0920577420829229,0.931730850032403,0.235825768286055,0.728315827499999,-0.2861774,0.49713373,-1.0144932275,-0.2311820975,0.78331113
"Kpna2",3.41272068809469,0.0529836489479005,0.979178048446116,0.17005841118505,0.927069978213269,0.0906499259822697,0.995968009350312,0.0623530775004518,-0.127361777499999,0.731543537500002,-0.199901584999999,0.858905315000001,-0.0725398075000001,-0.931445122500001
"Pkm",2.75615446587407,0.0884127746455771,0.259651485040001,0.826868218948919,0.977578023026919,0.0662316296208953,0.440199539839529,0.606459876662084,0.333247662499996,-0.146368025000001,0.0681490899999986,-0.479615687499997,-0.265098572499998,0.214517115
"Hrsp12",0.617848124888879,0.616637713100014,0.982745274431723,0.998908985908787,0.696002138498831,0.956042435570077,0.880504311036731,0.613330321590957,0.288617134999999,-0.113012790000001,0.873052597499997,-0.401629925,0.584435462499998,0.986065387499998
"Tmem165",2.52528858066284,0.106876532694905,0.819712815274548,0.318147660564371,0.999998874609747,0.0826118332310293,0.812604294493258,0.324396964164141,-0.572993517499999,1.1870965975,0.00944161750000205,1.760090115,0.582435135000001,-1.17765498
"Hmga2",2.74598983613829,0.0891444447407243,0.549422408382492,0.931847688300289,0.505121195765579,0.260260996879821,0.0686375059985106,0.836118979208865,-0.729452850000001,0.320449589999999,0.771554945,1.04990244,1.501007795,0.451105355000001
"Hccs",3.13925851711703,0.065266992069475,0.239172985540798,0.959773384899336,0.751238581192734,0.458902150669049,0.0467656357763575,0.471359458328229,-1.03928113,-0.254069805,0.519204617499998,0.785211324999999,1.5584857475,0.773274422499998
"Slc16a1",1.08348919571666,0.393182275376702,0.428031635415665,0.999896039454409,0.863993476272305,0.462396564937646,0.853943314317075,0.890967493892752,-1.96970272,-0.0812277775000005,-0.9706850075,1.8884749425,0.999017712499999,-0.88945723
"Rab2a",4.25242282589316,0.0290396507307397,0.0417889053506511,0.999783544075498,0.963389457984052,0.0482440688872948,0.0938434392927603,0.978754495306448,0.9788985275,0.0264134399999989,0.1510276775,-0.952485087500001,-0.82787085,0.124614237500001
"Cnbp",1.2617855066355,0.331351563154065,0.8704141078785,0.299123096440397,0.97739313137563,0.70301720783835,0.98312731022604,0.49510253993431,-0.700864790000008,-1.70342254500001,-0.368290902500011,-1.002557755,0.332573887499997,1.3351316425
"Idh2",1.86872239298364,0.18868899961895,0.68093691693654,0.632833249158207,0.985766287430079,0.144041892359513,0.485231933959384,0.820491557190932,0.495110514999993,-0.531503200000007,-0.149553775000008,-1.026613715,-0.644664290000001,0.381949424999998
"Stom",6.75000082115246,0.00641976679191,0.0282452531519437,0.978819056237133,0.767398622005929,0.0556849625865032,0.00518893504986062,0.543765011054138,1.4389433875,0.17051816,-0.42428112,-1.2684252275,-1.8632245075,-0.59479928
"Rad23a",0.297799310335624,0.826344943486365,0.99873127093835,0.913894495727605,0.992739971096479,0.95772958481472,0.97398020321157,0.795343344110627,-0.116351845000004,-0.503922225000005,0.209746834999995,-0.387570380000001,0.326098679999999,0.713669060000001
"Rad23b",1.02320923606629,0.416756507046451,0.954661416770499,0.747834330277033,0.835909909411053,0.456340243120217,0.551685472093355,0.99812012861828,0.347127675000003,-0.683648107499996,-0.567688224999998,-1.0307757825,-0.914815900000001,0.115959882499999
"Adsl",2.91530999144436,0.0778088457331727,0.421460896664188,0.967813655757853,0.58743314452312,0.22763031094181,0.0588981558551834,0.837164850516317,0.603334424999996,-0.172193050000004,-0.489568470000005,-0.775527475000001,-1.092902895,-0.317375420000001
"Ddx6",1.22006994802194,0.344822824372854,0.875931037993539,0.771407555946378,0.279885733580454,0.996188479643163,0.668170730173607,0.788826036063038,-0.457584854999995,-0.590420482499995,-1.16063404,-0.1328356275,-0.703049185000001,-0.570213557500001
"Adprh",0.0708401164899154,0.974443071163964,0.977398205806819,0.998450842260019,0.999999991226693,0.994905471701931,0.977854506655404,0.998531275984404,0.491017817499998,0.196847439999999,0.00349473749999873,-0.294170377499999,-0.487523079999999,-0.1933527025
"Ctsk",0.421066708469564,0.741277626626,0.969940966743662,0.964907462565702,0.949736948989127,0.800599042749673,0.999727805406537,0.753223035891699,0.183619975000003,-0.194008349999997,0.220808027500002,-0.377628325,0.0371880524999995,0.414816377499999
"Sh3bp1",1.20850549478971,0.348660713640098,0.875887112836092,0.912538345427026,0.28952898797845,0.999675493241138,0.682170346594457,0.627017340233244,0.536770582500003,0.468635085000003,1.34397936,-0.0681354975000001,0.8072087775,0.875344275
"Cox6b1",1.54417131321711,0.253919258633536,0.999998940803035,0.989247792314243,0.401127062197103,0.990613228516794,0.394116430741793,0.264775520079644,-0.00421429000000373,-0.0926065475000044,0.487492559999996,-0.0883922575000007,0.49170685,0.580099107500001
"Cox17",1.82501751941713,0.196268258768863,0.912851229201563,0.999836039943808,0.245589819369754,0.884231243179895,0.559471449406224,0.219698176651057,-0.526505942500005,0.0610213299999955,-1.6050896625,0.587527272500001,-1.07858372,-1.6661109925
"Usp5",0.928358713958872,0.456856710734886,0.595343793819983,0.992353156831048,0.99890352089674,0.441156666360754,0.678405705049897,0.974388864855005,0.315199852500001,-0.0680403700000021,0.0353093149999992,-0.383240222500003,-0.279890537500002,0.103349685000001
"Atp5b",1.71262093626312,0.217376935530411,0.225289287039525,0.648847659416314,0.990696931241124,0.822903919559801,0.341067914652962,0.811152390859297,0.373017309999998,0.215473175,0.0535969724999994,-0.157544134999998,-0.319420337499999,-0.1618762025
"Pdcd5",1.69301264738187,0.221313589566695,0.99890450002794,0.406028902793158,0.363218158505156,0.481317008520251,0.43431204103359,0.99974460906683,-0.0828371099999998,-0.938889507499999,-0.9897716075,-0.856052397499999,-0.9069344975,-0.0508821000000008
"Sssca1",1.20146716134051,0.351018917830348,0.753142773731625,0.917621834517822,0.914612999746032,0.39602495509964,0.391694763340446,0.99999974625685,-0.56524825,0.361273765,0.366217134999999,0.926522015,0.931465384999999,0.00494336999999945
"Fus",1.25462200004134,0.333623980457441,0.890193334977102,0.715206255318295,0.884438506228108,0.32892462048328,0.500380851704291,0.98584377114316,-0.257852554999999,0.385965347500001,0.263058184999998,0.6438179025,0.520910739999998,-0.122907162500002
"Atp6v1d",3.22581948147714,0.0610547793520501,0.0675229542027915,0.312225555414481,0.959227342032594,0.765297393556576,0.15228451303275,0.565575298892439,0.816809655,0.531433102500003,0.144047735000001,-0.285376552499997,-0.672761919999999,-0.387385367500002
"Erp29",13.7870711340027,0.000340743684541012,0.0560985072446223,0.150295793939974,0.0300399213800554,0.00107714469209697,0.983283020194698,0.000607382714356786,0.693987845000002,-0.552245142499995,0.780028342500003,-1.2462329875,0.0860404975000009,1.332273485
"Snrpa1",6.86469685050962,0.0060386881880891,0.984534674264814,0.0103302683611389,0.0886198615228327,0.0190666639789131,0.156808785568435,0.615675095744914,-0.0748927625000029,-0.827916145000003,-0.562999487500003,-0.7530233825,-0.488106725,0.264916657500001
"Tm9sf2",1.06390875021957,0.400682967022717,0.999942191167427,0.977008629423281,0.457921744287229,0.967274646911682,0.42970897611597,0.687606076530997,-0.0166954999999973,0.125819207500001,0.474726680000003,0.142514707499998,0.491422180000001,0.348907472500002
"Smpdl3b",1.24097558188177,0.337999525063567,0.962152884859221,0.586957520501947,0.995251332268797,0.334024162148178,0.994491956849501,0.455357643476841,-0.344959972500005,0.926292182499996,-0.168139220000006,1.271252155,0.176820752499999,-1.0944314025
"Eef2",0.752856437628611,0.541557211245926,0.99495142164879,0.799265341705751,0.558440251204658,0.905387730494543,0.697024631017902,0.972923410513983,-0.0565199849999978,-0.215794564999999,-0.316629409999997,-0.159274580000002,-0.260109425,-0.100834844999998
