Geneid,control Evs_1,control Evs_2,control Evs_3,LPS Evs_1,LPS Evs_2,LPS Evs_3,IL-10 Evs_1,IL-10 Evs_2,IL-10 Evs_3,TGFB Evs_1,TGFB Evs_2,TGFB Evs_3
Gm8129,16,13,11,29,2,16,21,8,27,17,14,24
Pde1a,0,0,0,10,161,156,0,0,0,0,0,0
Skap2,5786,1098,1458,836,575,1213,920,624,2662,353,2002,956
Mtfmt,352,38,76,113,37,67,41,45,293,0,0,158
Gm12715,38,3,19,1,3,18,3,7,27,2,9,1
Il1rapl2,0,0,0,41,125,117,0,0,0,0,0,0
Hnrnpm,4112,922,1030,2697,1131,2152,1119,1237,1795,72,2119,525
45178,1552,301,171,312,176,520,137,175,1025,216,375,315
Usp47,2506,524,113,211,328,289,242,348,518,79,879,166
Zc3h4,0,59,28,116,177,124,159,161,34,365,44,89
R74862,0,0,48,23,87,71,1,0,0,0,26,0
Naa38,346,75,144,100,36,96,65,32,150,9,91,37
Cdyl,300,250,41,66,67,74,5,7,0,44,32,42
Rpl11,4272,5632,5478,3212,1161,3031,6320,5933,5354,6500,7796,8489
Slc27a4,551,214,279,83,94,99,290,0,0,0,249,245
Tonsl,0,0,0,27,33,55,0,0,0,0,0,0
Csf2ra,1700,74,142,94,185,249,22,92,159,0,29,34
Wdr83os,306,70,176,102,31,71,81,0,95,24,48,72
Fxn,681,531,514,337,173,439,365,360,352,224,273,235
Mamld1,0,0,119,104,24,141,0,0,0,0,0,0
Ppp2r5d,830,133,0,51,106,148,236,70,343,0,178,211
Fxyd2,321,44,70,23,29,135,32,0,156,0,315,43
Zfp933,0,0,0,20,117,133,6,17,104,0,12,0
Max,170,20,0,13,48,168,87,76,17,121,153,123
Bcas3,958,197,0,290,120,79,0,84,0,3,629,3
Hadhb,1836,931,631,694,395,537,528,269,861,273,570,300
Ptk2b,1832,252,329,31,90,292,58,56,292,461,359,89
Gm7331,29,4,17,23,48,25,10,14,29,10,14,7
Mbtd1,821,260,269,109,250,169,70,29,1,132,128,215
Zfp426,0,1,0,37,74,66,8,0,8,0,159,2
B3gnt8,80,0,0,47,17,14,0,0,0,0,20,8
2610301B20Rik,592,0,361,34,52,99,24,0,6,0,228,0
Kbtbd2,383,327,296,116,109,306,203,214,402,358,443,243
Arhgef12,0,0,0,57,191,105,0,0,148,0,23,0
Fcgr3,16037,2277,3664,1531,954,2919,1189,1290,4453,810,3850,754
Znhit1,618,151,269,463,209,553,250,182,242,172,244,152
Uqcr10,2279,719,1299,1571,668,1442,537,495,1544,387,907,510
Tcea2,0,0,0,25,36,20,0,0,241,0,0,0
Trp53,2382,260,408,469,186,524,24,160,100,0,322,0
Ccdc28a,107,0,0,57,35,39,2,46,0,8,24,88
Tor4a,1658,443,300,96,252,262,447,446,361,461,805,320
Nsmce2,825,28,219,24,93,276,81,296,662,87,141,176
Calcrl,0,0,0,30,106,68,0,0,0,0,0,0
Gm10069,0,0,0,68,37,49,0,0,0,0,18,15
Taf1b,885,235,473,0,171,103,0,203,0,221,228,0
Zfp637,284,240,158,68,229,160,92,1,680,0,90,83
Akap17b,0,153,0,8,24,27,0,0,0,0,7,18
Rcan3,1083,3144,2775,603,215,879,2828,1956,1677,3697,5437,5431
Flot1,1718,682,522,378,136,399,130,588,1157,0,600,0
Ndufs8,2946,755,1076,909,434,1308,547,987,2217,321,1275,404
Kcnh7,0,0,0,49,139,51,0,11,0,0,0,0
Fdps,63,12,0,101,50,110,71,29,104,0,5,19
Rps3a3,17,19,17,7,3,9,8,10,16,36,22,30
Slx1b,284,62,96,17,70,113,72,78,5,152,137,127
Rps26-ps1,22,8,20,9,13,27,16,15,28,19,32,21
Rpl13-ps6,8,11,12,14,10,11,37,10,14,11,8,12
Nrm,150,87,27,15,67,120,81,40,0,177,36,40
Eif4a1,18280,2191,3248,2724,1428,2955,1015,704,6638,331,4483,1102
Rgs3,128,112,128,76,96,75,0,14,0,0,87,54
Atl2,1475,11,462,276,323,544,169,28,593,0,464,73
Nkapd1,464,42,0,232,73,171,99,6,0,0,53,18
Dbp,0,0,0,3,9,0,8,0,183,0,0,0
Sclt1,166,0,7,6,93,35,0,0,0,0,11,0
Zfp874b,0,0,0,3,28,13,27,0,0,0,8,0
Zfp341,0,0,0,35,79,57,0,0,0,0,59,0
Kmt5c,587,286,461,84,35,58,87,127,232,0,296,157
Hydin,0,0,0,181,304,224,0,0,0,0,0,0
Tnip2,578,399,15,131,52,199,59,79,0,0,259,87
Zfp422,441,1,539,115,147,55,233,116,0,109,225,162
Irak4,273,9,213,132,161,261,244,119,27,25,131,20
Ube4a,712,0,11,110,155,292,40,1,73,0,322,181
Ptp4a3,174,162,30,320,134,202,579,357,116,301,912,985
Zfp930,450,14,0,138,68,242,94,104,12,0,94,59
Tmem40,1179,58,309,188,151,94,26,168,23,0,213,21
Mug1,0,0,0,40,120,113,0,0,0,0,0,0
4930453N24Rik,393,6,248,109,151,260,190,406,594,57,108,243
Unc5c,0,0,0,45,205,93,0,0,5,0,0,0
Grb2,2321,279,391,529,303,407,201,281,1036,103,769,205
9430015G10Rik,0,77,241,11,36,18,82,0,404,0,63,8
Hspa2,337,108,0,0,47,18,0,2,0,0,0,0
Zfp74,0,47,0,29,167,231,51,78,0,0,110,0
Taok2,0,0,286,121,204,227,0,0,164,0,162,92
Fcrl1,903,0,11,28,65,110,42,81,12,0,264,0
Atxn7l3,206,530,353,306,80,87,596,358,129,148,1019,757
Chpt1,45,235,234,189,138,296,85,50,69,107,247,366
Kif13b,235,92,36,31,115,90,13,1,0,2,224,159
Gm10073,13,16,13,7,30,26,25,23,21,16,28,33
H2afj,1131,586,327,935,314,741,754,581,619,537,755,361
Ctf2,48,196,147,206,46,156,172,168,204,177,155,181
Rpl3,25974,11299,10053,6790,3049,8032,11823,9152,12853,9239,17125,14878
Dhps,1077,50,230,304,108,219,149,115,188,303,257,18
Alox5ap,1567,366,555,204,116,424,383,427,618,610,647,514
Psma3,5159,1511,1690,1403,915,2003,950,1060,2328,1088,2639,1108
Rp2,73,67,113,139,122,2,0,0,0,0,182,0
Prmt7,2488,162,11,641,287,678,433,140,997,871,1293,326
Gemin2,394,128,0,178,79,226,101,0,226,0,18,150
Tpt1,3554,1866,2062,2682,1053,3040,1862,1767,2637,1427,2207,1608
Atp8b4,3280,117,30,47,244,176,162,313,32,0,892,207
Gm10076,2259,1321,1703,1037,406,1235,1465,1356,1989,1468,1880,2048
Serpinb6a,2136,593,1326,736,283,962,174,203,2270,0,1278,255
BC002059,229,0,0,0,29,6,4,0,0,0,49,0
Pop5,236,192,276,74,65,160,137,177,0,36,188,106
Zdhhc8,94,0,205,12,30,81,19,0,33,0,25,8
Slc35e3,369,17,45,8,11,8,104,0,22,0,36,155
Pcnx2,0,0,0,41,349,241,0,0,0,0,0,0
Arrb2,1928,467,874,325,286,516,423,78,690,64,712,298
Pyroxd2,2205,306,211,34,33,10,26,0,541,0,114,70
Alyref2,142,10,58,25,23,84,2,38,32,0,28,35
Pwwp2b,0,272,696,132,94,430,781,797,232,1997,2278,1639
Gtf2i,1018,227,345,503,321,743,551,132,538,718,662,545
Ap2a1,2556,1671,942,332,85,475,1112,747,917,2387,2497,2121
Ppih,264,84,64,229,155,225,85,22,195,157,222,63
2610008E11Rik,0,0,0,0,18,43,0,0,0,40,0,0
Tmc2,0,0,23,54,190,183,0,2,0,0,0,0
Zfp937,0,0,0,39,72,71,0,0,0,1,0,0
Caln1,0,0,0,4,40,92,8,0,0,1,0,0
Hnrnpc,6567,1045,1048,655,381,1139,341,667,2485,559,1699,659
Bckdha,78,66,108,64,24,52,35,0,113,0,81,31
Zfp128,0,0,0,28,14,16,0,0,0,0,0,36
Olfr1369-ps1,0,12,36,34,21,69,36,23,2,18,11,35
Rps16-ps2,100,93,136,69,52,102,148,92,127,120,159,159
Zfp868,343,0,0,157,97,225,118,0,0,0,32,0
Rps10-ps1,13,8,18,30,15,39,13,9,30,7,10,10
Trim5,0,0,0,55,19,1,1,1,2,0,0,0
Rnf14,994,671,1387,620,365,501,1426,1672,1027,692,1769,1523
Gm10080,7,0,0,39,113,51,0,6,1,0,2,0
Wtap,469,0,184,145,93,135,264,150,0,0,258,340
Irak2,733,245,209,192,180,329,42,90,421,159,524,121
Zfp266,176,0,0,14,152,168,0,0,39,0,170,0
0610040J01Rik,499,418,110,62,123,153,112,145,505,279,213,82
Tor3a,1657,142,188,351,238,241,378,0,507,0,278,190
Dcc,0,0,17,25,119,113,0,0,0,0,0,0
Tmem219,119,36,25,74,114,152,110,13,89,81,155,22
H2-Q7,592,56,14,97,29,189,8,68,16,88,53,4
Ces4a,0,0,0,56,126,147,0,0,0,0,0,0
Fam78b,0,0,11,6,91,121,0,87,0,0,44,0
Fhit,125,103,142,25,37,18,0,0,10,0,25,30
Ifitm2,930,382,424,323,183,295,166,116,636,95,270,81
Eno3,695,174,296,116,64,226,257,198,372,940,95,264
Nr1h2,2053,295,528,231,125,373,120,139,1,423,450,0
Rpl35a,2521,2540,2621,2291,999,2483,3721,3261,3386,3194,3682,4329
Hist1h4i,0,0,118,9,14,17,31,0,0,0,14,0
Marf1,116,81,17,80,168,217,7,0,9,4,101,28
Atp8b2,628,1095,1001,354,205,346,1091,1812,338,687,1458,1232
Pla2g16,0,52,0,35,74,76,0,0,0,0,0,52
Mrps9,600,278,6,136,138,397,122,8,566,1,400,51
Slc9a6,717,0,80,43,99,26,137,84,97,0,420,120
Cd302,1995,37,488,310,145,637,144,45,956,118,223,43
Bloc1s4,248,125,0,254,74,223,129,119,140,61,356,456
Plekhh1,0,0,0,14,24,24,0,0,0,0,0,0
Ipmk,1174,556,1680,385,97,378,1270,1047,88,335,2243,2149
Nsa2,1211,151,183,386,243,349,235,218,819,80,679,253
H3f3a,4277,539,1177,726,539,1058,211,304,2434,145,1446,201
Tsga10,0,0,0,3,199,126,10,0,0,0,86,0
Gmfg,337,0,84,95,112,294,79,61,144,110,42,23
Intu,15,127,0,1,19,53,0,0,0,0,84,21
B2m,49539,6851,15367,4015,3192,7245,1667,2714,18605,1057,11122,1845
Gstp1,4359,613,1067,390,373,538,268,392,1335,245,1057,192
Ctnna3,0,38,0,49,112,58,0,0,0,0,0,0
Ube2s,1209,328,363,585,297,592,760,524,1027,327,780,441
Zbtb40,0,569,506,153,152,141,226,0,28,242,390,173
Arl1,1959,527,403,356,290,383,328,329,509,0,1102,145
Csmd1,0,0,4,43,98,71,0,0,0,109,0,0
Tmem263,347,4,23,22,76,177,84,139,32,0,319,36
Rpl26,4813,6108,7051,5686,1943,5499,7416,5539,6067,5663,7086,7339
Trmt61a,637,183,244,9,68,288,40,44,0,0,179,201
Hist1h4h,211,15,0,44,23,8,4,0,0,0,34,0
Tdrd5,122,183,239,17,84,136,0,27,0,0,101,0
Copz1,6540,1548,1442,1270,739,1754,1444,1383,4263,859,2687,1692
Mkx,0,0,0,11,43,47,49,0,0,0,0,0
Rrs1,135,65,415,173,151,452,161,192,264,165,173,287
Clasrp,191,99,0,43,71,87,135,33,5,0,158,17
Rrp1,6332,940,949,733,807,1972,514,506,938,12,1523,720
Haghl,134,85,0,27,30,53,26,0,0,0,36,0
Gm10093,19,0,4,1,20,5,0,6,1,8,4,0
Zfp143,1419,0,0,28,114,115,54,45,414,0,1,0
Sap18b,12,4,3,6,12,13,4,6,10,1,12,11
Mcrip1,1258,450,324,338,109,382,285,161,433,278,526,604
Dnajc30,47,70,82,158,104,115,33,92,77,79,106,27
Prcp,614,291,23,95,92,73,310,8,659,241,685,542
Ppm1b,902,242,392,357,100,294,334,152,214,162,416,235
Blnk,2914,593,708,692,393,1168,229,272,1488,32,720,376
Prpf40a,4843,473,596,455,368,1072,220,70,363,620,429,225
Maml3,0,0,249,66,90,294,132,0,244,184,300,0
Rpl15-ps3,6,8,3,0,6,12,18,12,7,8,10,8
Fnip2,2494,1017,524,281,281,387,632,149,112,358,631,398
Sfmbt2,602,106,60,93,247,207,50,163,1,106,350,83
Stk19,0,113,0,45,40,92,126,53,227,54,204,141
H2-K1,21098,2389,5343,1360,1484,2560,596,1258,7189,263,4641,254
Exoc5,829,177,153,165,225,318,45,305,600,0,101,111
Mmgt1,0,218,0,82,71,74,21,0,450,199,141,148
Exosc5,1662,212,406,242,137,404,83,262,507,89,588,109
Taok3,1636,313,8,250,250,405,14,568,33,13,266,0
Slc38a10,969,449,783,305,299,255,356,94,0,49,537,312
Rag1,0,0,0,32,115,142,0,0,0,0,0,0
Ddhd2,988,586,224,193,289,576,598,752,1270,302,595,763
Naca,4765,1431,2195,1665,767,1837,1485,1310,2663,1509,2530,1613
Dnaic1,0,0,0,9,19,30,0,0,0,0,0,0
Phf5a,896,488,160,589,282,757,480,206,495,255,431,450
Zfp873,0,27,0,90,7,60,0,395,2,9,11,1
Fiz1,1108,296,361,331,130,268,429,520,695,266,1043,803
Acvr2b,80,208,190,71,138,90,316,38,137,2,638,800
Krt79,0,0,0,94,92,49,0,0,0,0,0,0
Zcchc14,0,27,170,113,194,125,345,330,546,284,150,369
Nol4l,318,21,19,58,154,108,54,15,174,22,230,253
Cracr2a,515,72,0,30,62,80,92,0,73,466,195,238
Hipk2,279,101,48,187,153,144,506,346,938,210,358,468
Tmem151a,763,372,296,96,93,207,121,164,671,0,543,0
Stx17,429,143,196,69,78,50,96,18,0,0,57,169
Nol10,258,124,116,29,142,59,0,1,385,0,60,81
Smim20,1092,323,489,405,190,475,192,383,532,135,878,136
Obscn,0,0,0,34,144,93,0,0,0,0,0,0
Mrps36,943,396,465,474,232,553,330,193,485,349,412,367
Rps7,11793,6847,8951,6591,2005,5266,8323,7462,9760,6767,9768,9762
Snrpa,1113,187,569,147,223,567,117,0,287,153,479,10
Hist1h4d,43,12,19,99,58,94,20,0,96,32,23,0
Cox5b,3027,1051,1719,1535,551,1660,764,812,2328,493,1223,839
Tmem236,0,0,0,15,43,107,3,0,90,0,44,0
Cep128,1015,0,0,113,148,154,224,41,6,0,185,128
Sec22c,5,681,207,39,114,78,874,984,466,255,1075,553
Orm2,73,0,0,8,1,3,0,0,0,0,0,0
Wdr61,975,607,317,170,223,475,168,261,437,0,490,115
Olfr373,0,62,24,63,58,67,28,43,24,8,18,64
Dpp6,0,0,1,59,132,208,0,0,0,0,55,4
Ksr2,0,6,0,73,122,101,6,0,0,0,0,0
Dot1l,143,0,1,130,51,113,15,206,1,41,189,16
Pclo,0,0,0,7,151,56,0,0,12,0,0,0
Akap6,0,43,29,12,174,310,0,0,0,0,16,44
Mdc1,0,0,0,32,130,141,35,33,384,4,57,17
U2af1,635,275,399,346,309,575,236,123,631,333,268,275
Med9,593,280,97,224,121,185,447,140,425,208,659,357
Cd2ap,183,27,75,72,96,135,125,47,241,14,132,114
Gdpd1,2785,1686,2212,594,284,814,2216,1488,1507,1041,2408,2511
Dlgap4,1797,1241,769,339,315,809,864,816,952,817,1145,1179
Tmem91,0,0,0,28,104,103,2,1,0,0,0,0
Gm2423,22,7,1,4,5,7,3,0,0,0,13,7
Ext1,0,51,30,81,147,135,0,4,0,275,130,119
Kalrn,0,0,0,63,225,266,0,0,1,0,0,0
Bod1l,0,45,898,189,221,271,135,384,76,105,251,656
Akr1b10,394,156,264,211,125,277,81,58,487,0,331,0
Armt1,0,458,552,158,222,188,434,150,188,1235,448,565
Mospd2,267,0,253,50,110,161,0,0,278,0,33,74
Rps17,2962,3269,4135,2284,1087,2506,4214,3534,4226,3349,4681,4557
Rufy4,2036,230,134,281,139,537,208,290,403,261,528,145
Suclg2,100,251,109,26,146,44,32,0,245,89,294,96
Gm5805,10,10,19,28,6,5,8,13,20,14,13,11
Patj,0,0,0,87,264,82,0,0,0,0,0,0
Sphk1,0,0,0,17,32,39,0,0,253,0,40,0
Ssbp3,332,76,155,47,158,137,59,126,41,9,91,81
Zscan20,449,0,1,173,138,104,0,0,0,0,0,0
Rbak,0,0,0,12,18,46,4,106,25,0,149,16
Slc25a3,5648,1459,2925,1219,630,1414,2295,1802,2793,3296,3719,3388
Myt1l,0,1,40,84,318,258,0,1,0,0,22,0
Ppp4r1,518,243,144,369,248,315,482,321,175,106,231,723
Rcc1l,587,131,218,234,142,456,463,196,860,141,32,290
Flot2,1022,187,116,96,126,35,155,145,1443,293,537,129
Rps12,1953,1845,2805,2442,1055,2544,3184,2812,3368,1850,2900,3810
Rpl34,3668,3851,4559,3438,1152,3450,4992,4808,4628,4166,5203,6340
Zfp13,0,0,1,0,17,27,0,0,0,0,0,0
Gmfb,2893,1549,1811,1290,606,1249,2205,1411,1921,2357,4532,3991
Pgghg,0,25,0,0,45,32,1,0,0,0,119,44
Zfp27,628,0,0,61,50,156,48,0,485,0,4,8
Iah1,887,173,113,353,67,213,130,104,847,96,440,57
Pgk1,11016,1988,3745,1136,1003,2654,1562,1280,3759,1195,3332,1516
Lmnb2,0,305,0,228,51,34,551,368,199,405,318,353
Qk,466,170,299,81,300,300,229,77,124,12,164,110
Gm6055,11,0,8,24,29,30,0,5,3,10,6,2
Cd200r4,2685,202,611,141,76,93,31,195,1,175,202,19
Gm10110,7,19,32,18,14,29,36,45,25,53,49,49
Btbd3,0,1,0,13,104,100,0,0,0,0,2,0
Zfp119b,0,0,0,31,39,16,0,0,0,0,0,0
Scfd2,0,0,176,8,87,167,0,0,0,0,34,10
Rai1,0,0,11,22,64,215,156,171,9,11,473,70
Zfp954,251,48,120,8,17,239,58,0,0,0,194,145
Cttnbp2nl,2789,412,928,338,88,470,418,423,1284,645,1669,2545
Unc13c,12,0,0,42,143,136,0,0,0,0,0,0
Ifnlr1,0,67,0,4,26,214,10,0,523,0,10,0
Cnih4,359,240,358,256,132,433,314,165,691,103,374,144
Lancl2,439,3,18,1,136,96,14,0,0,0,0,0
2700097O09Rik,0,0,0,68,120,105,0,76,118,100,0,0
Btbd9,389,44,77,180,457,530,280,185,8,146,395,250
Gspt1,1468,412,210,110,168,483,232,209,147,388,339,25
Tnfaip8,2618,148,551,217,205,338,155,40,45,0,537,228
Rapgef2,218,27,0,212,135,326,23,50,155,0,1,0
Gak,576,32,230,547,227,136,138,0,3743,1,728,264
Cks2,336,225,378,151,48,207,308,80,330,12,273,344
Morf4l1,1400,274,401,363,364,335,177,117,282,202,401,96
Trank1,0,0,0,16,98,75,0,0,0,0,0,0
Nectin2,251,0,0,64,78,48,22,157,0,0,131,0
Glrp1,299,102,92,23,117,248,24,0,0,148,19,109
Rpl17,3902,2376,3350,2775,1064,2668,3058,3208,3554,2392,3604,3026
Itgb1bp1,1811,894,687,427,339,886,713,452,537,469,753,816
Gm15772,38,53,34,38,34,60,51,61,23,75,40,29
Gm4968,0,0,0,20,104,136,0,0,0,0,0,0
Tmem65,600,364,197,350,88,190,278,65,76,165,336,630
Borcs7,48,22,292,52,63,93,44,26,40,0,77,77
Ftl1-ps1,2339,4258,4819,2078,952,2312,5449,4016,4558,9745,11470,9704
Zfp706,3472,1696,3036,1749,761,2016,3235,2610,1889,1856,3472,2962
Hsd3b3,0,0,0,26,167,95,0,0,0,0,0,0
Arf2,692,428,221,346,137,216,993,575,279,297,720,982
Ap3b2,0,0,0,3,94,160,1,0,0,0,0,0
Rpl9-ps6,316,391,457,198,76,218,658,389,453,428,645,652
Gm5453,6,11,19,20,28,20,13,17,20,4,19,23
Cyp4f37,0,0,0,8,36,27,0,0,0,0,30,0
Ifit3b,0,0,0,216,125,183,6,0,0,0,53,0
Nsl1,448,153,0,121,76,63,56,71,0,40,38,98
Fabp4,1381,221,1296,122,249,198,207,305,1934,381,424,104
Zfp398,0,56,0,85,302,204,144,0,0,1,99,0
Mppe1,0,0,0,11,39,60,50,0,0,0,70,59
Timm17a,3958,975,1427,1389,692,1642,687,547,2128,384,1621,606
Cnr2,0,0,10,70,8,1,130,4,0,11,27,322
Armc9,36,0,149,139,353,369,11,0,334,0,0,0
Tubb4a,0,0,0,0,14,38,0,0,0,0,0,19
Srpk2,78,39,14,121,221,299,96,109,18,2,193,48
Rps3a2,49,78,61,47,18,37,101,61,90,73,107,100
2310039H08Rik,984,253,213,231,120,258,76,126,300,97,307,31
Mysm1,1077,6,43,143,500,514,121,122,715,0,138,167
Ganc,0,7,1,229,219,91,47,0,0,0,0,0
Rpl7a,3234,1711,1836,1406,633,1742,2007,1869,2488,1289,2634,2312
Atp5g2,1798,1114,990,690,265,621,766,787,1632,727,1347,1212
Cebpzos,116,3,3,38,29,55,6,15,81,0,24,16
Ppox,778,0,136,48,78,66,144,0,223,484,486,40
Zfp677,0,0,0,6,57,139,0,0,0,0,0,0
AI413582,1046,460,86,300,197,402,218,347,604,208,475,211
Zfp512,92,387,428,203,192,339,540,0,939,450,319,257
Ei24,1597,3519,4245,991,363,886,7366,4908,3483,4521,6232,6407
Tex101,9983,1732,2517,646,469,2095,478,679,3524,149,1760,456
Hikeshi,751,41,226,350,164,260,199,231,191,124,223,42
4833420G17Rik,626,0,17,60,146,120,61,32,0,0,148,132
Actg1,5440,1335,1336,957,590,1438,835,763,1975,734,2295,722
Gm14176,20,5,3,10,1,4,6,8,6,8,2,2
Zfp28,1,0,0,12,58,31,9,195,0,0,246,1
Phactr2,0,0,0,52,165,62,0,0,0,0,2,0
Impdh2,3511,1966,1065,1011,456,1326,1709,2010,1341,2074,3475,2935
Klhl24,1533,271,730,76,128,358,825,250,107,573,1117,1471
Hdac10,1677,0,0,0,6,9,96,0,319,0,0,92
Acadm,2945,317,1214,228,172,420,225,0,1294,196,570,165
Cfl2,629,13,146,71,105,211,143,70,0,0,163,59
Zfp938,31,7,0,2,12,54,41,50,8,49,23,106
Gm10123,1388,329,581,215,154,378,218,207,477,339,623,274
Mtap,1092,228,151,88,217,303,239,0,32,0,127,184
9130023H24Rik,0,18,0,12,81,102,1,0,0,0,93,0
Atp11c,1185,0,33,14,109,27,9,0,0,0,9,0
Kdr,0,0,0,13,125,195,0,0,0,0,0,0
Ufc1,1106,381,358,365,308,291,352,336,944,231,567,365
Cped1,982,239,115,476,272,449,331,139,240,0,18,79
Mrpl42,1537,971,1195,1577,705,1338,1508,1018,1121,652,1434,1099
Ica1,1802,59,510,285,139,308,40,99,366,0,412,65
Rpl35,5650,3023,3757,3222,1196,3346,2969,2778,4117,2333,3464,3078
Ccni,1622,694,1143,496,246,753,605,483,537,412,1672,2213
2010204K13Rik,0,0,0,33,19,68,21,29,36,74,5,14
Manbal,782,88,288,163,58,137,180,46,517,101,393,102
Zfp780b,0,5,2,25,165,96,0,0,0,2,244,42
Ing2,0,0,0,9,32,54,32,37,1,0,92,1
Lrrc40,600,234,655,5,52,170,47,0,505,0,154,224
Mapk3,1141,328,336,106,141,682,195,257,719,285,761,338
Kif1b,349,233,0,71,243,695,86,36,106,0,169,253
Zfp26,0,0,0,17,164,68,0,0,0,0,159,18
Kcnma1,5,12,0,30,124,119,0,0,0,0,1,0
Bbs5,564,58,1,21,72,18,0,22,0,220,161,0
Clip2,2,0,0,14,46,60,2,0,0,0,0,0
Numbl,0,0,13,38,45,96,4,0,0,0,0,0
Hspb11,396,133,52,101,60,109,52,41,221,22,140,30
Pstk,0,0,0,45,103,109,81,85,186,0,13,61
Cd300lb,1505,128,308,0,140,185,295,667,365,0,632,512
Nol7,560,258,137,341,191,456,86,221,809,8,311,120
Ldha,42156,13775,14341,8039,3582,10867,9577,7140,19896,7696,20259,11633
Gpr84,0,0,0,96,62,156,0,60,0,0,4,0
Ptpmt1,258,260,139,227,159,300,323,142,221,196,336,219
1110038F14Rik,50,11,0,22,123,232,38,1,250,0,18,1
Zfp993,118,0,8,0,1,16,4,0,19,0,17,0
Scoc,263,84,128,96,211,79,46,14,40,16,108,42
Parp10,78,0,4,114,87,201,204,55,0,0,238,0
Naa15,1108,53,14,24,177,143,125,67,27,55,183,37
Hacd1,875,1104,1168,798,279,613,1615,1564,1070,982,1958,2027
Zfp35,338,475,0,142,124,232,947,374,222,679,1045,805
Gm8995,1241,0,27,219,157,203,95,1,0,0,684,22
Tmem117,0,0,0,91,249,197,0,0,0,0,0,0
Rpl27,4688,1568,2527,1830,683,2118,2141,1574,2498,1238,2472,1698
Usp31,42,206,4,76,131,381,416,535,444,623,460,806
1190007I07Rik,175,0,10,106,31,70,13,0,170,0,109,0
Gm9396,4,2,0,24,12,33,11,9,18,14,11,4
Krr1,302,61,174,185,101,185,148,10,101,273,285,26
Slc39a4,810,0,0,58,123,3,0,0,337,0,49,0
Mapk1,2794,410,527,367,259,463,502,301,700,61,733,879
Alg11,804,13,13,102,92,115,1,0,115,0,5,2
3300002I08Rik,0,0,26,0,26,0,6,0,0,0,0,0
Bcl9l,93,1,0,12,20,46,5,29,65,0,0,4
Zfp947,0,0,255,13,5,21,0,0,0,0,83,0
Tmed5,629,147,284,163,154,274,56,0,199,0,276,5
Stk24,1,0,109,35,34,30,47,130,19,107,114,51
Gm10131,11,6,12,4,20,11,3,4,9,0,10,2
Cyp26b1,131,0,0,12,8,15,2,0,0,0,11,0
Wscd2,0,0,0,33,157,89,0,0,0,0,0,0
Sorcs3,41,0,0,28,121,67,0,0,0,0,0,0
B9d2,157,66,75,153,48,95,65,65,0,0,166,171
Nmral1,0,0,0,0,25,118,0,20,154,0,91,30
Syne2,0,0,0,428,315,272,0,0,43,0,474,13
D630045J12Rik,0,1,1,24,138,148,1,20,0,0,0,2
Rps15,3964,3403,3982,3537,1298,3907,3926,3599,4846,2581,3571,3770
Lrmda,0,0,1,35,28,68,0,0,0,0,1,0
Snu13,2163,440,713,696,313,804,825,558,1062,325,1142,795
Arhgap22,180,8,0,27,20,53,0,0,0,0,53,0
Snrnp70,718,262,533,251,269,503,219,312,649,393,392,161
Eno1,51093,6748,8413,10358,5308,16274,2953,3133,15494,2027,11465,2811
Nup98,2967,634,24,55,269,155,34,25,279,12,57,66
Gm10132,35,6,30,8,6,33,13,10,30,17,21,22
Aox1,1,0,0,64,259,253,0,0,0,0,0,0
Klhdc3,1778,371,607,275,164,608,356,594,1516,33,718,369
Gm10134,19,0,0,0,43,46,0,0,7,0,0,1
Sox11,0,0,0,12,185,190,0,0,0,0,0,0
Jakmip1,53,18,0,32,59,150,0,0,0,0,1,0
Slc22a21,0,0,0,48,118,53,0,0,0,300,0,0
Zbtb18,0,0,0,38,33,57,40,40,27,0,163,122
Brwd3,0,27,0,29,111,37,6,0,0,0,0,11
Gm13910,4,5,10,5,0,5,4,1,7,2,11,1
Cycs,3138,529,1289,1389,640,1414,292,517,1722,192,1188,266
Gm8730,47,65,100,91,57,127,82,87,107,72,114,74
Sfxn4,224,28,6,18,62,53,48,24,26,23,18,17
Sp3os,156,18,42,6,18,54,12,8,90,0,15,17
Rnf217,5,0,144,112,82,104,96,173,0,64,75,66
Utp14a,131,36,120,86,121,193,94,0,0,0,95,111
Chchd1,602,193,534,237,121,360,156,164,354,8,334,238
Prpf38a,1814,0,290,655,386,878,157,432,573,0,373,147
Ap3s2,816,218,295,190,120,253,344,42,152,424,501,496
Hspbp1,1152,71,403,338,147,193,19,95,1013,195,157,88
Lin28b,0,150,0,29,108,65,0,0,0,0,9,0
Gpatch1,374,318,0,10,96,93,1,53,0,123,0,1
Alms1,0,0,80,152,383,142,26,0,0,0,104,238
Ppcdc,476,41,115,181,211,214,110,85,0,0,77,26
Gpx1,3925,1122,1420,3016,1104,2660,1316,1367,2093,661,1482,954
Chd4,1359,649,402,98,229,308,246,19,375,12,495,166
Rps6-ps1,4,6,77,5,35,33,11,6,14,12,10,9
Uqcrh,2571,799,1357,1435,561,1471,966,910,1320,405,1218,1314
Ptcd3,1454,274,580,99,165,332,53,0,491,0,493,91
Rpl7l1,4145,1785,2030,2447,999,2811,2095,1236,1787,984,2322,1426
Crem,102,0,121,71,60,77,28,60,0,0,0,0
Zkscan8,14,0,0,205,26,31,0,0,0,0,0,0
