"","control_cells_1","control_cells_2","control_cells_3","LPS_cells_1","LPS_cells_2","LPS_cells_3"
"mmu-mir-574",179.901025912568,214.393596502791,166.266192409239,140.774482045676,135.168426037557,177.390563159858
"mmu-mir-1961",2.9371596067358,4.79091835760427,3.260121419789,29.8990050362498,54.7110295866301,48.7485517080525
"mmu-mir-703",55.0717426262963,71.2649105693635,58.682185556202,93.4343907382808,67.5842130187784,75.8310804347484
"mmu-mir-6240",322.353266839254,285.059642277454,314.601717009638,1093.80526757614,1564.09178700601,1475.99781560492
"mmu-mir-7033",2.9371596067358,5.98864794700534,4.07515177473625,31.1447969127602,59.5384733736857,78.539333307418
"mmu-mir-702",11.7486384269432,14.3727550728128,13.040485679156,3.73737562953123,3.21829585803707,5.41650574533917
"mmu-mir-25",3012.05717670756,3454.85100062738,3685.56726507146,3854.48006592321,3388.86553851303,3925.61253893456
"mmu-mir-93",248.924276670859,267.692563231139,292.595897426063,286.532131597394,291.255775152354,228.84736774058
"mmu-mir-106b",131.437892401427,111.388851814299,115.734310402509,109.629685132916,146.432461540687,116.454873524792
"mmu-mir-339",19.0915374437827,17.965943841016,19.560728518734,6.22895938255205,9.6548875741112,17.6036436723523
"mmu-let-7k",32.3087556740938,37.1296172714331,28.5260624231537,27.407421283229,38.6195502964448,40.6237930900438
"mmu-mir-182",49.9317133145086,51.5023723442459,70.0926105254635,83.4680557261975,65.9750650897599,101.559482725109
"mmu-mir-96",15.420087935363,5.98864794700534,14.6705463890505,11.2121268885937,12.8731834321483,14.8953907996827
"mmu-mir-183",1819.57037637283,1846.30016206175,2042.46606949781,1676.83586578301,1728.2248757659,1534.22525236732
"mmu-mir-29a",178.4324461092,177.263979231358,218.428135125863,337.609598534321,267.118556217077,289.783057375646
"mmu-mir-29b-1",42.5888142976691,29.3443749403262,57.0521248463075,87.2054313557287,112.640355031297,92.0805976707659
"mmu-mir-8112",52.8688729212444,66.4739922117593,59.4972159111492,64.7811775785413,86.8939881670008,92.0805976707659
"mmu-mir-935",43.3231041993531,35.931887682032,30.9711534879955,22.4242537771874,35.4012544384077,35.2072873447046
"mmu-mir-330",38.9173647892494,40.1239412449358,53.7920034265185,41.1111319248435,27.3555147933151,33.8531609083698
"mmu-mir-5121",6676.16378611047,8486.51300570127,6676.72866772787,4030.13672051118,5141.22763321421,5784.82813602223
"mmu-mir-6238",132.906472204795,93.4229079732833,114.919280047562,209.293035253749,284.81918343628,375.093022864738
"mmu-mir-7a-2",69.7575406599753,55.6944259071497,65.20242839578,216.767786512811,156.087349114798,192.285953959541
"mmu-mir-1839",320.150397134202,479.091835760427,361.873477596579,442.256116161196,477.916934918504,415.716815954781
"mmu-mir-326",207.804042176558,253.918672953026,277.110320682065,53.5690506899476,67.5842130187784,46.0402988353829
"mmu-mir-139",19.8258273454667,14.3727550728128,15.4855767439977,47.3400913073956,56.3201775156487,44.6861723990482
"mmu-mir-210",728.415582470479,640.186465534871,696.035923124951,80.9764719731767,136.777573966575,40.6237930900438
"mmu-mir-7654",5.14002931178765,8.98297192050801,9.78036425936699,14.9495025181249,17.7006272192039,10.8330114906783
"mmu-mir-7666",9.54576872189135,14.9716198675133,6.520242839578,1.24579187651041,4.8274437870556,5.41650574533917
"mmu-mir-7067",17.6229576404148,35.3330228873315,30.1561231330482,33.6363806657811,25.7463668642965,47.3944252717177
"mmu-mir-23a",4629.69783011731,5344.86829270226,5673.4263007878,4846.13039962549,4085.62659177806,4952.04037767634
"mmu-mir-27a",177.698156207516,135.942308397021,184.196860218078,154.478192687291,159.305644972835,147.599781560492
"mmu-mir-24-2",4065.76318562403,4261.521879089,4683.97944988184,3191.71878761967,3231.16904146921,3229.59155065848
"mmu-mir-138-2",5.14002931178765,3.5931887682032,1.6300607098945,3.73737562953123,12.8731834321483,12.1871379270131
