"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"mmu-mir-181a-1",13.1634171097631,-1.45196423158124,0.565802515928298,-2.56620320819719,0.0102818573153016,0.0397863174374714
"mmu-mir-1981",17.6524177190476,-1.04870650825764,0.449970675479989,-2.3306107828893,0.0197738923895349,0.0659953658500728
"mmu-mir-331",182.492237627481,-0.804308971766338,0.185176000193561,-4.34348387979873,1.40240772654612e-05,0.000113467534238732
"mmu-mir-677",4838.57112013365,-0.476753157029382,0.180997639490545,-2.63402969437227,0.0084378108227818,0.0341347801467082
"mmu-mir-103-1",68.9442044118427,-0.627869024877585,0.251729573513874,-2.49422034969197,0.0126234152857386,0.0456741035493396
"mmu-mir-744",348.60750833697,-0.808940563433009,0.153433802636259,-5.27224476962708,1.34765178298842e-07,1.38393471560734e-06
"mmu-mir-324",135.633894294418,-0.416377620457349,0.190116435429358,-2.19011901583892,0.0285156064726374,0.0739190963902347
"mmu-mir-365-2",33.9214131447573,-0.750386206741492,0.330021529744616,-2.27374925303258,0.0229810669870393,0.068066083002731
"mmu-let-7d",3500.76448836866,-0.254856577772973,0.121049727445836,-2.10538745646502,0.0352575947813573,0.0896550267297371
"mmu-mir-24-1",3749.81595864065,-0.431093514932277,0.118933609729444,-3.62465678047569,0.000289345452245935,0.00188427404267475
"mmu-mir-15a",21.8543139518383,-1.00887760434985,0.419366391104453,-2.40571878374147,0.0161406840291717,0.056113353223535
"mmu-mir-1249",8.35657424750717,-2.10822121805435,0.726487362671458,-2.90193790887421,0.00370862039164765,0.0186830498975457
"mmu-mir-365-1",28.9300526110402,-0.907919662117371,0.358474299809808,-2.53273292562138,0.0113177148095166,0.0425609838611397
"mmu-mir-484",57.0986275287398,-0.686399697853955,0.261628211327267,-2.62356912647829,0.00870137857345625,0.0346604975466787
"mmu-mir-130b",382.530903771095,-0.516509631367864,0.144476189440191,-3.57505020979035,0.000350160689504044,0.00217425358366464
"mmu-mir-185",75.9459701126898,-0.606281359607219,0.231522843271709,-2.61866756230056,0.00882739263361104,0.0346604975466787
"mmu-mir-669f",61.361804074764,-0.724320297169672,0.261037813463796,-2.77477154577121,0.00552404967246306,0.0258758116236428
"mmu-mir-467a-1",125.927726803388,-0.444115339295328,0.196722945106734,-2.25756756058307,0.0239726329945449,0.0688246560165966
"mmu-mir-669a-1",166.151807949712,-0.422986256683669,0.191433613985984,-2.20957149518496,0.027134915416602,0.0710296315316934
"mmu-mir-467a-2",124.217844038093,-0.441016707946111,0.19281175012049,-2.2872916597174,0.0221788049787354,0.0680551090169447
"mmu-mir-467a-3",129.59566226692,-0.474166876739869,0.188483935728083,-2.51568853816766,0.0118800117108647,0.0440550434277898
"mmu-mir-466c-2",310.915665867481,-0.378394361741753,0.165593219145328,-2.28508367489171,0.0223079218555268,0.0680551090169447
"mmu-mir-467a-4",132.159289455581,-0.669368518551884,0.192931580184251,-3.46946061351197,0.000521504525506838,0.00316372460694155
"mmu-mir-669a-7",173.802795959171,-0.417760120302189,0.188724426446801,-2.21359856891631,0.0268564058610389,0.0709966372762119
"mmu-mir-467a-5",131.004860877296,-0.45283165786542,0.195801019440863,-2.31271348412048,0.0207383971619421,0.0667126752076933
"mmu-mir-467a-7",131.066912450417,-0.452179016652716,0.195413964502313,-2.31395446995991,0.0206702197534324,0.0667126752076933
"mmu-mir-669a-9",180.243588514358,-0.427263858136124,0.191473768323501,-2.23144852622449,0.0256514335305623,0.0706075541511353
"mmu-mir-467a-8",128.319891645349,-0.55184357280337,0.207788410795883,-2.65579572359049,0.00791215266279651,0.0330085118901042
