"","control_Evs_1","control_Evs_2","control_Evs_3","LPS_Evs_1","LPS_Evs_2","LPS_Evs_3"
"Siae",563.723900117809,471.981012330575,227.841102164027,193.945527425466,157.709204293431,167.364973276033
"Spa17",0,10.6461882480581,0,2.67511072310987,12.404094719708,18.1168270041066
"Fam50a",849.105125376087,26.0240157174753,474.526205258914,286.236847372756,276.43411089635,305.397940926369
"Emd",0.319934109033944,125.388439366017,0,72.2279895239666,21.2641623766423,51.7623628688761
"Taco1",0,0,0,102.99176283973,30.1242300335767,0
"Npas1",0,0,0,12.0379982539944,95.6887306948905,16.3914149084774
"Sipa1l2",69.1057675513319,138.400447224755,41.1141838491478,136.430646878604,171.885312544526,107.838255976825
"Ap4e1",176.603628186737,124.205529560678,2.56963649057174,319.67573141163,508.567883508029,175.129327706364
"Blvra",1263.41979657504,2255.80899878297,2510.53485128859,1539.52622114973,978.151469325548,916.193822779107
"Srpk3",79.983527258486,0,0.856545496857246,0,33.6682570963504,50.0369507732469
"Idh3g",1620.46626225693,579.625804616496,722.067853850658,611.262800230606,903.726901007299,969.681597743612
"Ssr4",844.306113740578,831.58559315387,618.425848730932,648.714350354144,416.423179875913,715.183313638305
"Bcap31",1867.45539443113,311.105278804364,1423.57861577674,494.895483775327,430.599288127007,749.691555550889
"Fam98a",307.776612890654,166.79028255291,0,437.380603228464,320.734449181022,242.420399435903
"Ltbp2",206.677434435928,0,0,4.01266608466481,67.3365141927007,6.03894233470221
"Kmt2a",71.3453063145695,246.045239510676,3.42618198742898,48.1519930159777,310.102367992701,79.3689563989433
"Ift46",71.0253722055356,74.5233177364066,239.832739120029,72.2279895239666,217.957664360584,232.930632909942
"Trappc6a",443.428675121046,293.361631724267,297.221287409464,442.730824674684,290.610219147445,384.766897325312
"Supt6",518.293256634989,1.18290980533979,291.225468931464,38.7891054850932,473.127612880292,342.494300982397
"Spag5",0,241.313600289317,0,177.894863086807,343.770625089051,156.149794654443
"Unc119",350.007915283135,341.860933743198,149.038916453161,418.654828166695,239.221826737226,366.650070321206
"Rab34",0,0,0.856545496857246,102.99176283973,150.621150167883,163.05144303696
"Sdf2",103.658651326998,158.509913915531,0,247.447741887663,207.325583172263,214.813805905836
"Ccne1",390.639547130446,270.886345422811,151.608552943733,163.181754109702,166.569271950365,198.422390997358
"Bbc3",126.054038959374,35.4872941601936,113.064005585156,66.8777680777468,38.984297690511,21.567651195365
"Mybpc3",0,0,0,18.7257750617691,124.04094719708,91.4468410683477
"Psmc3",1522.88635900157,1217.21418969464,1251.41297090844,1893.97839196179,1201.42517428029,1647.76855132589
"Acp2",820.9509237811,552.418879093681,250.111285082316,327.701063580959,689.313263709489,548.681046410086
"Rapsn",31.9934109033944,0,0,2.67511072310987,1.77201353138686,0
"Slc39a13",188.121256111959,415.201341674265,316.921833837181,12.0379982539944,154.165177230657,52.6250689166907
"Celf2",0,53.2309412402904,274.951104491176,421.329938889805,666.27708780146,378.72795499061
"Nr1h3",0,35.4872941601936,0.856545496857246,214.00885784879,77.9685953810219,110.426374120269
"Ddb2",91.181221074674,0,0,1.33755536155494,40.7563112218978,21.567651195365
"Spi1",1774.35456870225,671.892769432999,952.478592505258,1811.04995954538,1139.40470068175,1356.17390716455
"Sf3a1",459.10544646371,240.130690483977,616.712757737217,69.5528788008567,288.838205616058,238.10686919683
"Stat6",1543.36214197975,127.754258976697,801.726585058382,271.523738395652,533.376072947445,324.37747397829
"Napsa",709.933787946322,263.788886590773,555.898027460353,407.954385274256,341.998611557664,487.42891701525
"Vrk3",218.514996470184,418.750071090285,893.376953222108,191.270416702356,258.713975582482,311.436883261071
"Smg9",83.1828683488254,0,14.5612734465732,24.0759965079889,139.989068979562,213.088393810207
"Paxip1",90.2214187475722,166.79028255291,3.42618198742898,78.9157663317413,242.7658538,87.1333108292747
"Rmnd5a",49.2698527912274,848.146330428627,159.317462415448,168.531975555922,251.625921456934,155.287088606628
"Mov10",1808.58751836889,448.322816223779,108.78127810087,532.347033898865,655.645006613139,546.092928266643
"Ppm1j",472.222744934101,89.9011452058238,471.956568768343,4.01266608466481,53.1604059416059,163.914149084774
"Rhoc",1620.78619636596,636.405475272805,884.811498253535,1349.59335980893,903.726901007299,1123.24327425461
"Ppard",4.79901163550916,4.73163922135915,0,57.5148805468623,113.408866008759,43.9980084385447
"Def6",234.191767812847,92.2669648165034,0.856545496857246,258.148184780103,147.07712310511,163.914149084774
"Metrn",17.5963759968669,160.875733526211,272.381468000604,62.865101993082,60.2484600671533,68.1537777773535
"Lmf1",217.875128252116,626.942196830087,147.325825459446,8.02533216932962,139.989068979562,129.40590717219
"Narfl",425.832299124179,20.1094666907764,0,171.207086279032,198.465515515329,176.854739801993
"Dbf4",220.434601124387,1660.80536669706,620.995485221503,480.182374798222,522.743991759124,351.121361460543
"Daxx",89.9014846385382,14.1949176640774,58.2450937862927,724.955005962776,308.330354461314,481.389974680548
"Cd320",57.9080737351439,94.632784427183,207.284010239454,96.3039860319554,51.388392410219,196.696978901729
"Ipo4",237.71104301222,81.6207765684453,277.520740981748,168.531975555922,92.1447036321168,182.893682136695
"Tm9sf1",304.257337691281,308.739459193684,401.719838026048,115.029761093725,281.750151490511,193.246154710471
"Irf9",177.243496404805,191.631388465046,220.132192692312,291.587068818976,191.377461389781,260.53722644001
"Gmpr2",51.8293256634989,0,139.616915987731,66.8777680777468,315.418408586861,126.817789028746
"Mdp1",82.8629342397915,0,0,6.68777680777468,49.6163788788321,48.3115386776177
"Dhrs1",439.269531703605,73.3404079310668,109.637823597727,359.802392258278,120.496920134307,157.875206750072
"Tmem161a",314.815163289401,287.447082697568,908.794772165538,430.69282642069,255.169948519708,168.227679323847
"Armc6",0,144.314996251454,0,6.68777680777468,127.584974259854,106.975549929011
"Borcs8",165.725868479583,0,83.9414586920101,172.544641640587,148.849136636496,163.05144303696
