"","control_Evs_1","control_Evs_2","control_Evs_3","LPS_Evs_1","LPS_Evs_2","LPS_Evs_3"
"X1810043G02Rik",0,332.39765530048,254.394012566602,216.6839685719,49.6163788788321,95.7603713074207
"Mpg",6.71861628971282,39.036023576213,0,13.3755536155494,28.3522165021898,33.6455358647694
"Ahsa2",91.501155183708,37.8531137708732,114.777096578871,1.33755536155494,28.3522165021898,33.6455358647694
"Nprl3",102.378914890862,61.5113098776689,0.856545496857246,271.523738395652,113.408866008759,16.3914149084774
"Xpo1",594.757508694102,625.759287024747,382.875837095189,203.30841495635,267.574043239416,481.389974680548
"Hbq1a",0,0,0,14.7131089771043,33.6682570963504,0
"Cpeb4",514.134113217548,276.80089444951,241.545830113743,4.01266608466481,85.0566495065694,21.567651195365
"Stc2",0,0,0,0,1.77201353138686,34.5082419125841
"Asb3",154.848108772429,0,0,98.9790967550653,173.657326075912,69.8791898729827
"Cdc34",366.004620734832,884.816534394161,705.793489410371,1659.90620368968,937.39515810365,891.175347392483
"Tpgs1",302.337733037077,281.532533670869,156.747825924876,195.283082787021,217.957664360584,236.381457101201
"Chac2",137.89160099363,0,0,0,30.1242300335767,27.6065935300672
"Erlec1",10.5578255981202,35.4872941601936,0,18.7257750617691,58.4764465357664,96.6230773552354
"Shc2",2.23953876323761,8.28036863737851,0,58.8524359084172,92.1447036321168,52.6250689166907
"Sptbn1",13.1172984703917,8.28036863737851,20.5570919245739,68.2153234393018,311.874381524088,150.110852319741
"Wdpcp",128.933445940679,0,10.278545962287,2.67511072310987,72.6525547868613,71.6046019686119
"Mdh1",2131.72096849317,2019.22703771502,1423.57861577674,1350.93091517049,832.846359751825,1257.82541771369
"Ccng1",1010.99178454726,550.053059483001,669.818578542366,514.958814198651,653.872993081752,969.681597743612
"Nudcd2",369.203961825171,398.640604399508,370.884200139188,231.397077549004,251.625921456934,139.758379745965
"Polrmt",159.327186298904,0,0,36.1139947619833,65.5645006613139,89.7214289727185
"Hmmr",174.044155314466,40.2189333815528,269.811831510033,271.523738395652,513.88392410219,344.219713078026
"Hcn2",0,0,0,5.35022144621975,24.8081894394161,22.4303572431796
"Slc22a4",379.121919205224,0,130.194915522301,86.9410985010709,101.004771289051,134.582143459078
"Cyfip2",1565.75752961212,0,349.470562717756,56.1773251853073,462.495531691971,454.646087198295
"Mgat1",313.855360962299,231.850321846598,746.051127762661,85.6035431395159,161.253231356204,120.778846694044
"Ppp2ca",315.774965616503,164.42446294223,335.76583476804,642.02657354637,910.814955132847,955.015594930764
"Hnrnpab",916.291288273215,593.820722280573,782.882584127523,1875.25261690002,1291.79786438102,1389.81944302932
"Phykpl",64.9466241338906,799.647028409696,558.467663950924,714.254563070336,412.879152813139,416.687021094452
"Hspa4",2097.80795293557,1496.38090375483,1458.69698114789,1629.14243037391,1194.33712015474,1103.40103515487
"Cnot6",164.766066152481,2014.49539849366,2697.26176960347,686.165900477682,584.764465357664,420.137845285711
"Zfp354a",97.259969146319,0,0,29.4262179542086,54.9324194729927,23.2930632909942
"Mapk9",263.62570584397,599.735271307272,167.026371887163,131.080425432384,324.278476243796,169.090385371662
"Canx",2775.7483299785,1051.60681694707,749.47730975009,548.397698237524,1033.08388879854,1044.73702390348
"Rack1",2709.52196940847,5575.05391256642,4763.24950802315,5387.67299634329,3099.25166639562,4301.4523544036
"Rufy1",75.8243838410447,1.18290980533979,0,4.01266608466481,150.621150167883,265.713462726897
"Rnf130",286.980895803448,655.332032158242,871.963315800676,745.0183363861,531.604059416059,643.578711669693
"Rad50",519.572993071125,359.604580823295,0,363.815058342943,260.485989113869,150.973558367555
"Mrnip",0,18.9265568854366,103.642005119727,10.7004428924395,42.5283247532847,9.48976652596061
"Clk4",318.334438488774,85.1695059844647,9.42200046542971,64.202657354637,63.792487129927,22.4303572431796
"Sar1b",513.814179108514,149.046635472813,608.147302768645,561.773251853073,170.113299013139,240.694987340274
"Jade2",222.034271669557,0,0.856545496857246,116.367316455279,99.2327577576643,136.307555554707
"Pdlim4",103.978585436032,0,0,64.202657354637,253.397934988321,147.522734176297
"Cdkl3",0,28.3898353281549,0,38.7891054850932,244.537867331387,80.2316624467579
"Ube2b",478.301493005746,78.072047152426,471.956568768343,474.832153352003,115.180879540146,201.873215188617
"Cdkn2aipnl",1069.21979239144,299.276180750966,832.562222945243,341.076617196509,476.671639943066,567.660579462008
"Kremen1",132.132787031019,8.28036863737851,0,18.7257750617691,23.0361759080292,7.76435443033141
"Nefh",26.5545310498173,143.132086446114,149.038916453161,312.987954603855,147.07712310511,79.3689563989433
"Med7",23.035255850444,0,0,1.33755536155494,14.1761082510949,32.7828298169549
"Havcr2",116.77594979739,18.9265568854366,0,231.397077549004,124.04094719708,330.416416312992
"Tnip1",847.505454830918,177.436470800968,290.368923434606,520.30903564487,515.655937633577,508.1338621628
"Vdac1",892.936098313737,538.223961429603,680.953670001511,588.524359084172,559.956275918248,442.56820252889
"Upp1",190.680728984231,56.7796706563098,141.330006981446,228.721966825894,239.221826737226,51.7623628688761
"Slu7",730.729505033528,324.117286663102,833.4187684421,591.199469807282,384.526936310949,405.471842472863
"Ascc2",394.478756438853,262.605976785433,226.98455666717,354.452170812058,180.74538020146,323.514767930476
"Hus1",69.1057675513319,205.826306129123,214.136374214312,159.169088025037,131.129001322628,154.424382558814
"Pttg1",79.983527258486,82.8036863737851,131.051461019159,671.452791500578,212.641623766423,213.088393810207
"Zfp607a",0,0,11.1350914591442,18.7257750617691,177.201353138686,129.40590717219
"Tns3",313.215492744231,46.1334824082517,45.396911333434,117.704871816834,198.465515515329,125.955082980932
"Btg2",283.14168649504,36.6702039655334,201.288191761453,147.131089771043,205.553569640876,168.227679323847
"Castor1",145.889953719478,11.8290980533979,433.412021409767,57.5148805468623,69.1085277240876,55.2131870601345
"Pes1",690.737741404285,136.034627614076,643.265668139792,429.355271059135,409.335125750365,197.559684949544
"Tcn2",1179.27712589912,613.93018897135,167.88291738402,86.9410985010709,180.74538020146,595.267172992075
"Osbp2",0,0,0,29.4262179542086,62.0204735985402,31.0574177213256
"Gabrg2",0,0,0,97.6415413935104,251.625921456934,34.5082419125841
"Myo1g",2.8794069813055,0,286.942741447177,430.69282642069,106.320811883212,216.539218001465
"Smtn",110.057333507677,92.2669648165034,146.469279962589,18.7257750617691,132.901014854015,39.6844781994717
"Arf5",735.848450778071,1136.77632293154,639.839486152363,680.815679031463,476.671639943066,467.586677915514
"X2310033P09Rik",18.5561783239687,0,7.70890947171521,22.7384411464339,15.9481217824818,26.7438874822526
"Guk1",176.603628186737,828.036863737851,192.72273679288,555.085475045299,373.894855122628,596.129879039889
"Rnf185",254.347616681985,41.4018431868925,315.208742843467,85.6035431395159,54.9324194729927,2.5881181434438
"Limk2",190.040860766163,30.7556549388345,93.3634591574398,46.8144376544228,391.614990436496,119.053434598415
"Patz1",0,80.4378667631055,146.469279962589,98.9790967550653,46.0723518160584,69.8791898729827
"Eif4enif1",0,0,81.3718222014384,252.797963333883,311.874381524088,104.387431785567
"Trim11",0.319934109033944,16.560737274757,54.8189117988637,24.0759965079889,88.6006765693431,14.6660028128482
"Ogdh",2184.19016237474,1717.58503735337,324.630743308896,597.887246615057,618.432722454015,726.398492259894
"Drg1",804.954218329403,7771.7174210824,5764.55119384927,3272.99796972493,1764.92547726131,2441.45811531532
"Rtn4",62.3871512616191,259.057247369413,423.990020944337,267.511072310987,178.973366670073,109.563668072454
"Mtif2",161.886659171176,171.521921774269,53.9623663020065,203.30841495635,379.210895716788,226.028984527426
"Rps27a",2415.82245731531,9942.35691388091,9327.78046077541,7701.64377183333,3799.19701129343,4999.38154708561
"Cfap36",72.6250427507053,94.632784427183,254.394012566602,97.6415413935104,74.4245683182482,62.9775414904659
"Ppp4r3b",445.028345666216,0,200.431646264596,109.679539647505,306.558340929927,216.539218001465
"Pnpt1",392.559151784649,0,0,32.1013286773185,326.050489775183,176.854739801993
"Pold2",165.405934370549,454.237365250478,213.279828717454,441.393269313129,221.501691423358,151.83626441537
"Zkscan17",155.487976990497,124.205529560678,281.803468466034,25.4135518695438,131.129001322628,86.2706047814601
"Polm",0,0,0,14.7131089771043,26.5802029708029,12.0778846694044
"Pgam2",18.8761124330027,0,0,0,23.0361759080292,14.6660028128482
"Dbnl",1529.28504118225,338.312204327179,393.154383057476,208.65863640257,304.78632739854,277.791347396302
"Mrps24",405.356516146007,812.659036268434,890.807316731536,757.056334640094,345.542638620438,526.250689166907
"Ccdc117",88.6217482024025,1763.71851976162,594.442574818929,338.401506473399,189.605447858394,300.221704639481
"Dynll2",23.3551899594779,182.168110022327,243.258921107458,472.157042628893,363.262773934307,332.141828408622
"Xbp1",1289.65439351583,690.819326318436,947.339319524114,690.178566562347,657.417020144526,1023.16937270812
"Supt4a",229.072822068304,157.327004110192,836.844950429529,774.444554340308,483.759694068613,531.426925453794
"X2810021J22Rik",0,1.18290980533979,0,12.0379982539944,92.1447036321168,37.9590661038425
"Ska2",0,0,0,82.9284324164061,152.39316369927,152.698970463184
"Prr11",11.8375620342559,0,7.70890947171521,4.01266608466481,134.673028385401,34.5082419125841
"Smg8",439.589465812639,0,0,0,38.984297690511,119.91614064623
"Rnf187",194.839872401672,876.536165756782,709.2196713978,1090.10761966727,618.432722454015,748.828849503074
"Tubd1",180.762771604178,0,0,6.68777680777468,106.320811883212,128.543201124376
"Mrpl22",277.382872532429,128.937168782037,477.952387246343,383.878388766267,217.957664360584,375.277130799352
"Cnot8",333.691275722404,286.264172892228,124.199097044301,302.287511711416,329.594516837956,394.256663851273
"Rps6kb1",31.9934109033944,183.351019827667,251.82437607603,155.156421940373,395.15901749927,326.965592121734
"Sap30l",8.95815505295043,190.448478659706,287.799286944035,187.257750617691,83.2846359751825,157.875206750072
"Galnt10",166.365736697651,63.8771294883485,323.774197812039,355.789726173613,74.4245683182482,157.875206750072
"Rnft1",203.478093345588,515.748675128147,122.486006050586,432.030381782245,65.5645006613139,87.9960168770893
"Mfap3",305.85700823645,123.022619755338,153.321643937447,117.704871816834,122.268933665693,463.273147676441
"Fam114a2",305.85700823645,66.2429490990281,504.505297648918,218.021523933455,303.014313867153,227.754396623055
"Gria1",0,1.18290980533979,8.56545496857246,74.9031002470765,157.709204293431,79.3689563989433
"Ppm1d",52.7891279906007,154.961184499512,66.8105487548652,0,76.1965818496351,0.862706047814601
"Znhit3",112.616806379948,95.8156942325228,388.87165557319,319.67573141163,294.154246210219,124.229670885303
"Myo19",0,0,0.856545496857246,109.679539647505,163.025244887591,48.3115386776177
"Prpsap2",0,0,0,2.67511072310987,205.553569640876,81.9570745423871
"Ggnbp2",474.142349588305,309.922368999024,500.222570164632,520.30903564487,306.558340929927,318.338531643588
"Acaca",258.506760099427,507.468306490769,0,133.755536155494,350.858679214599,144.071909985038
"Shmt1",383.600996731699,192.814298270385,271.524922503747,169.869530917477,354.402706277372,318.338531643588
"Llgl1",30.0738062491907,113.55934131262,23.1267284151456,86.9410985010709,139.989068979562,100.073901546494
"Drg2",681.779586351335,126.571349171357,473.669659762057,236.747298995224,320.734449181022,616.83482418744
"Srebf1",745.446474049089,34.3043843548538,3.42618198742898,200.63330423324,139.989068979562,194.9715668061
"Tom1l1",113.896542816084,70.9745883203872,5.99581847800072,6.68777680777468,122.268933665693,62.1148354426513
"Cox11",11.517627925222,24.8411059121355,0,1.33755536155494,62.0204735985402,22.4303572431796
"Stxbp4",2.23953876323761,0,209.853646730025,68.2153234393018,166.569271950365,113.014492263713
"Bzw2",950.844172048881,1179.36107592377,1270.2569718393,969.727637127329,664.505074270073,721.222255973007
"Elac2",0,0,460.821477309198,214.00885784879,295.926259741606,358.02300984306
"Pctp",91.501155183708,237.764870873297,257.820194554031,82.9284324164061,99.2327577576643,75.9181322076849
"Twistnb",266.825046934309,386.81150634611,66.8105487548652,215.346413210345,109.864838945985,202.735921236431
"Atxn7l1",388.400008367208,357.238761212616,38.5445473585761,157.831532663483,276.43411089635,269.164286918156
"Atp6v1c2",0,0,0,115.029761093725,186.061420795621,68.1537777773535
"Sypl",676.020772388724,1401.74811932765,1368.75970397788,296.937290265196,425.283247532847,403.746430377233
"Pdia6",3315.47717191876,2376.46579892763,3431.32126041013,1574.30266055016,1506.21150167883,2320.67926862128
"Nampt",989.556199241989,895.462722642219,364.888381661187,771.769443617198,652.100979550365,982.622188460831
"Pik3cg",424.23262857901,22.475286301456,0,236.747298995224,219.729677891971,234.656045005572
"Nbas",308.736415217756,2.36581961067957,0,337.063951111844,611.344668328467,227.754396623055
"Tspan13",106.218124199269,211.740855155822,150.752007446875,136.430646878604,164.797258418978,208.774863571134
"Rock2",449.827357301725,358.421671017956,440.264385384624,548.397698237524,1034.85590232993,382.178779181868
"Matn3",0,0,0.856545496857246,82.9284324164061,242.7658538,118.1907285506
"Laptm4a",1331.88569590831,541.772690845622,925.069136605826,817.246325910066,437.687342252555,657.382008434726
"Fam49a",1140.88503281504,0,87.3676406794391,165.856864832812,691.085277240876,289.869232065706
"Snx13",150.04909713692,661.246581184941,20.5570919245739,54.8397698237524,366.80680099708,275.203229252858
"Sdc1",724.970691070917,406.920973036887,137.903824994017,131.080425432384,246.309880862774,295.908174400408
"Lpin1",324.413186560419,290.995812113588,347.757471724042,156.493977301928,669.821114864234,475.351032345845
"Pum2",130.533116485849,28.3898353281549,373.453836629759,322.35084213474,191.377461389781,129.40590717219
"Nrcam",0,0,0,171.207086279032,678.681182521168,319.201237691402
"Trib2",0,121.839709949998,50.5361843145775,116.367316455279,271.11807030219,136.307555554707
"Arsg",303.937403582247,186.899749243686,0.856545496857246,12.0379982539944,226.817732017518,9.48976652596061
"Hs1bp3",529.810884560211,377.348227903392,583.307483359785,115.029761093725,141.761082510949,93.1722531639769
"Fam84a",0,0,0,66.8777680777468,313.646395055475,62.1148354426513
"Smc6",470.623074388932,1056.33845616843,1050.12477914698,1047.30584809752,971.0634152,829.923217997646
"Apob",1.91960465420366,0,3.42618198742898,89.6162092241808,372.122841591241,121.641552741859
"Amz2",87.0220776572328,550.053059483001,496.796388177203,322.35084213474,457.17949109781,294.182762304779
"Gna13",293.059643875093,3015.23709381112,829.992586454671,874.761206456929,496.163788788321,694.478368490754
"Prkar1a",1273.97762217316,1931.69171211987,1323.36279264445,664.765014692804,862.970589785402,1127.55680449368
"Abca8b",61.4273489345172,0,0,12.0379982539944,136.445041916788,18.9795330519212
"Rdh14",46.3904458099219,0,0,144.455979047933,49.6163788788321,79.3689563989433
"Map2k6",7.03855039874677,0,37.6880018617188,171.207086279032,285.294178553285,122.504258789673
"Klhl29",0,0,0,89.6162092241808,184.289407264234,96.6230773552354
"Trappc12",487.899516276765,555.9676085097,298.934378403179,181.907529171471,981.695496388321,382.178779181868
"Adi1",1251.90216864982,806.744487241735,814.574767511241,1181.06138425301,671.593128395621,920.50735301818
"Rnaseh1",54.3887985357705,0,139.616915987731,112.354650370615,228.589745548905,176.854739801993
"Ubxn2a",408.87579134538,230.667412041259,429.985839422338,246.110186526108,492.619761725548,511.584686354059
"Fkbp1b",148.769360700784,127.754258976697,76.2325492202949,105.66687356284,131.129001322628,113.877198311527
"Cmpk2",0,0,0,119.042427178389,163.025244887591,119.91614064623
"Pfn4",0,0,0,16.0506643386592,30.1242300335767,18.9795330519212
"Itsn2",176.603628186737,14.1949176640774,174.735281358878,188.595305979246,478.443653474453,573.69952179671
"Rsad2",82.8629342397915,0,4.28272748428623,30.7637733157635,294.154246210219,79.3689563989433
"Id2",1086.81616838831,579.625804616496,849.693132882388,448.081046120904,579.448424763504,697.929192682013
"Ncoa1",5.43887985357705,41.4018431868925,0,115.029761093725,386.298949842336,241.557693388088
"Dus4l",3.19934109033944,0,0,127.067759347719,186.061420795621,73.3300140642411
"Rrm2",219.794732906319,1269.26222112959,1176.89351268186,561.773251853073,453.635464035037,340.768888886768
"Bcap29",785.118303569298,1954.16699842133,876.246043284963,991.128522912208,526.288018821898,539.191279884126
"Slc26a4",0,57.9625804616496,5.13927298114348,77.5782109701863,230.361759080292,126.817789028746
"Cenpo",219.474798797286,327.666016079121,188.440009308594,61.5275466315271,352.630692745986,115.602610407157
"Klf11",0,0,295.50819641575,121.717537901499,148.849136636496,43.9980084385447
"Adcy3",0,0,0,77.5782109701863,251.625921456934,147.522734176297
"Dnajc27",143.970349065275,785.452110745619,8.56545496857246,684.828345116128,333.13854390073,373.551718703722
"Efr3b",1.91960465420366,449.505726029119,202.14473725831,168.531975555922,276.43411089635,135.444849506892
"Cbll1",65.5864923519585,24.8411059121355,143.04309797516,64.202657354637,111.636852477372,193.246154710471
"Dnmt3a",1738.52194849045,11613.808468826,6116.59139305759,3414.77883804975,2128.18825119562,2412.98881573744
"Dld",1904.56775107907,332.39765530048,2069.41392040711,1201.12471467633,797.406089124088,737.613670881484
"Kif3c",0,0,0,72.2279895239666,150.621150167883,94.8976652596061
"Rab10",1570.2366071386,598.552361501932,1134.06623783899,687.503455839238,1006.50368582774,978.308658221758
"Tpo",0,0,0,29.4262179542086,331.366530369343,75.0554261598703
"Pxdn",0,0,0,26.7511072310987,219.729677891971,158.737912797887
"Ddx52",170.204946006058,453.054455445139,143.04309797516,236.747298995224,141.761082510949,131.994025315634
"Taf15",0,16.560737274757,80.5152767045811,44.1393269313129,136.445041916788,90.5841350205331
"Ace",69.1057675513319,0,0,1.33755536155494,46.0723518160584,29.3320056256964
"Cdc27",179.163101059009,29.5727451334947,281.803468466034,238.084854356779,187.833434327007,87.9960168770893
"Mettl2",79.0237249313842,203.460486518443,493.370206189774,204.645970317905,187.833434327007,66.4283656817243
"Nle1",78.7037908223502,110.0106118966,106.211641610299,159.169088025037,109.864838945985,78.5062503511287
"Tlk2",0,160.875733526211,447.97329485634,156.493977301928,205.553569640876,83.6824866380163
"Rffl",332.731473395302,956.974032519888,245.82855759803,264.835961587877,217.957664360584,163.05144303696
"Lig3",149.729163027886,332.39765530048,0,0,145.305109573723,181.168270041066
"Map3k3",1.27973643613578,225.935772819899,232.980375145171,180.569973809916,139.989068979562,163.914149084774
"Ddx42",1102.49293973097,87.5353255951443,328.913470793182,419.99238352825,492.619761725548,138.895673698151
"Ftsj3",1241.3443430517,52.0480314349506,598.725302303215,362.477502981388,430.599288127007,309.711471165442
"Rnf135",80.9433295855878,0,155.034734931162,14.7131089771043,79.7406089124088,101.799313642123
"Psmc5",782.558830697027,492.090479021351,784.595675121237,1234.56359871521,657.417020144526,781.611679320029
"Tcam1",135.332128121358,22.475286301456,0,84.265987777961,287.066192084672,207.912157523319
"Ern1",95.0204303830813,44.9505726029119,50.5361843145775,90.9537645857357,191.377461389781,100.936607594308
"Nf1",0.319934109033944,4.73163922135915,116.490187572585,136.430646878604,363.262773934307,81.0943684945725
"Pecam1",0,0,0,62.865101993082,166.569271950365,96.6230773552354
"Polg2",7.67841861681465,44.9505726029119,40.2576383522906,107.004428924395,122.268933665693,81.0943684945725
"Ddx5",1256.70118028533,595.003632085913,608.147302768645,260.823295503213,568.816343575183,458.959617437368
"Psmd12",1169.35916851907,366.702039655334,729.776763322374,234.072188272114,559.956275918248,600.443409278962
"Helz",71.3453063145695,453.054455445139,11.1350914591442,424.005049612915,910.814955132847,498.64409563684
"Rab37",40.6316318473109,0,0,16.0506643386592,90.37269010073,36.2336540082133
"Slc9a3r1",1347.56246725097,1.18290980533979,591.872938328357,270.186183034097,285.294178553285,245.871223627161
"Nt5c",355.766729245746,108.82770209126,74.5194582265804,66.8777680777468,129.356987791241,165.639561180403
"Jpt1",731.049439142562,716.843342035911,913.934045146682,960.364749596445,689.313263709489,746.24073135963
"Sumo2",361.525543208357,501.55375746407,421.420384453765,557.760585768409,391.614990436496,358.02300984306
"Nup85",306.176942345484,606.832730139311,326.343834302611,315.663065326965,520.971978227737,258.81181434438
"Gga3",272.263926787886,0,236.4065571326,120.379982539944,178.973366670073,77.6435443033141
"Cluh",883.977943260787,346.592572964558,367.458018151759,303.625067072971,567.044330043796,326.102886073919
"Mif4gd",386.800337822038,130.120078587377,226.98455666717,169.869530917477,120.496920134307,216.539218001465
"Slc25a19",110.377267616711,105.278972675241,115.633642075728,331.713729665624,329.594516837956,298.496292543852
"Pafah1b1",130.853050594883,300.459090556306,147.325825459446,124.392648624609,148.849136636496,219.127336144909
"Tmem94",7.03855039874677,0,0,104.329318201285,157.709204293431,42.2725963429155
"Recql5",211.796380180471,0,34.2618198742898,140.443312963268,281.750151490511,108.70096202464
"Sap30bp",211.156511962403,68.6087687097077,54.8189117988637,385.215944127822,148.849136636496,283.830289731004
"Itgb4",0,0,0,14.7131089771043,108.092825414599,69.0164838251681
"Galk1",1197.83330422309,764.159734249503,669.818578542366,260.823295503213,551.096208261314,516.760922640946
"Unk",6.07874807164493,340.678023937859,358.036017686329,347.764394004284,143.533096042336,626.324590713401
"Trim47",78.3838567133163,82.8036863737851,176.448372352593,145.793534409488,88.6006765693431,30.194711673511
"Mrpl38",421.673155706738,91.0840550111636,621.852030718361,343.751727919619,326.050489775183,302.809822782925
"Fbf1",4.47907752647521,0,0.856545496857246,9.36288753088456,235.677799674453,93.1722531639769
"Acox1",565.963438881047,341.860933743198,146.469279962589,1021.89229622797,418.195193407299,405.471842472863
"Ten1",189.400992548095,242.496510094656,237.263102629457,102.99176283973,170.113299013139,100.073901546494
"Srp68",1485.13413413557,405.738063231547,327.200379799468,585.849248361062,467.811572286132,479.664562584918
"Tsen54",155.168042881463,453.054455445139,0,223.371745379674,104.548798351825,235.518751053386
"Llgl2",114.216476925118,0,0,6.68777680777468,60.2484600671533,4.31353023907301
"Ncbp3",3.83920930840733,21.2923764961162,24.8398194088601,156.493977301928,480.21566700584,265.713462726897
"Atp2a3",0,0,0.856545496857246,1.33755536155494,35.4402706277372,56.9385991557637
"Ankfy1",1069.85966060951,1279.90840937765,855.688951360389,587.186803722617,598.940573608759,188.932624471398
"Exoc7",319.934109033944,0,0,411.967051358921,361.49076040292,207.049451475504
"Ube2g1",527.571345796974,434.127898559702,6.85236397485797,203.30841495635,152.39316369927,129.40590717219
"Spns3",0,9.4632784427183,0,17.3882197002142,51.388392410219,17.254120956292
"Med31",59.1878101712796,52.0480314349506,56.5320027925782,0,72.6525547868613,54.3504810123199
"Ube2o",0,0,0,0,46.0723518160584,73.3300140642411
"Txndc17",618.432632762614,896.645632447559,859.115133347818,1465.96067626421,645.012925424818,922.232765113809
"Rhbdf2",520.852729507261,2.36581961067957,0,40.1266608466481,106.320811883212,13.8032967650336
"X4933427D14Rik",0,0,0,1.33755536155494,49.6163788788321,50.8996568210615
"Pimreg",66.8662287880943,37.8531137708732,198.718555270881,203.30841495635,69.1085277240876,37.0963600560279
"X1810032O08Rik",28.1542015949871,39.036023576213,15.4178189434304,0,19.4921488452555,18.9795330519212
"Rabep1",826.709737743711,729.855349894649,833.4187684421,916.225422665132,549.324194729927,683.263189869164
"Mfsd11",525.011872924702,397.457694594169,526.775480567206,311.6503992423,340.226598026277,517.623628688761
"Kif1c",189.400992548095,3493.13265516839,2863.43159599377,1354.94358125515,563.500302981022,1107.71456539395
"Sec14l1",99.4995079095566,366.702039655334,169.596008377735,424.005049612915,490.847748194161,384.766897325312
"Nos2",388.400008367208,127.754258976697,290.368923434606,279.549070564982,489.075734662774,208.774863571134
"Mink1",97.259969146319,22.475286301456,187.583463811737,41.464216208203,72.6525547868613,100.936607594308
"Pld2",0,319.385647441743,590.159847334643,153.818866578818,341.998611557664,280.379465539745
"Slc46a1",9.91795738005226,136.034627614076,0,136.430646878604,24.8081894394161,75.9181322076849
"Eral1",0,0,369.171109145473,12.0379982539944,113.408866008759,212.225687762392
"Dhrs13",161.246790953108,0,0,53.5022144621975,60.2484600671533,30.194711673511
"Blmh",472.542679043135,1068.16755422183,1680.54226483392,809.220993740737,613.116681859854,742.789907168372
"Cpd",277.382872532429,110.0106118966,0,92.2913199472906,320.734449181022,88.8587229249039
"Timm22",253.387814354884,63.8771294883485,181.587645333736,504.258371306211,244.537867331387,72.4673080164265
"Nxn",0,11.8290980533979,31.6921833837181,21.400885784879,44.3003382846715,18.1168270041066
"Rflnb",0,262.605976785433,76.2325492202949,33.4388840388734,102.776784820438,34.5082419125841
"Ywhae",1439.70349065275,772.440102886881,806.865858039526,727.630116685886,701.717358429197,954.152888882949
"Prpf8",63.9868218067888,0,8.56545496857246,61.5275466315271,340.226598026277,289.006526017891
"Spag9",1002.67349771238,345.409663159218,40.2576383522906,354.452170812058,698.173331366424,387.355015468756
"Luc7l3",111.657004052846,192.814298270385,219.275647195455,236.747298995224,205.553569640876,209.637569618948
"Ankrd40",16.956507778799,104.096062869901,254.394012566602,230.059522187449,214.41363729781,213.088393810207
"Abcc3",0,0,0,21.400885784879,235.677799674453,230.342514766499
"Cacna1g",0,0,0,57.5148805468623,92.1447036321168,54.3504810123199
"Xylt2",477.02175656961,0,0,9.36288753088456,88.6006765693431,78.5062503511287
"Lrrc59",1508.80925820408,1155.70287981697,1803.88481638136,1488.69911741064,1001.18764523358,1084.42150210295
"Slc35b1",274.823399660158,280.34962386553,398.293656038619,347.764394004284,343.770625089051,253.635578057493
"Snx11",0,414.018431868926,54.8189117988637,185.920195256136,221.501691423358,71.6046019686119
"Scrn2",0,0,0,32.1013286773185,10.6320811883212,8.62706047814601
"Fbxl20",0,343.043843548538,305.786742378037,159.169088025037,235.677799674453,161.32603094133
"Dlg4",0,482.627200578633,290.368923434606,218.021523933455,437.687342252555,308.848765117627
"Dvl2",373.683039351647,0,0,80.2533216932962,163.025244887591,96.6230773552354
"Alox8",0,120.656800144658,98.5027321385833,219.35907929501,116.952893071533,101.799313642123
"Aloxe3",0,0,0,21.400885784879,122.268933665693,43.1353023907301
"Per1",98.2197714734208,113.55934131262,1.71309099371449,56.1773251853073,33.6682570963504,19.8422390997358
"Vamp2",62.3871512616191,35.4872941601936,8.56545496857246,17.3882197002142,30.1242300335767,67.2910717295389
"Tmem107",72.3051086416713,44.9505726029119,24.8398194088601,64.202657354637,54.9324194729927,13.8032967650336
"Aurkb",165.725868479583,138.400447224755,286.08619595032,40.1266608466481,311.874381524088,276.928641348487
"Ctc1",535.569698522822,104.096062869901,43.6838203397195,74.9031002470765,271.11807030219,506.408450067171
"Pfas",281.222081840837,28.3898353281549,0,40.1266608466481,166.569271950365,72.4673080164265
"Myh10",190.360794875197,1.18290980533979,0,29.4262179542086,255.169948519708,57.8013052035783
"Pik3r5",260.106430644596,522.846133960186,292.938559925178,853.36032067205,519.199964696351,379.590661038425
"Ntn1",0,0,0,18.7257750617691,46.0723518160584,19.8422390997358
"Stx8",141.410876193003,260.240157174753,134.477643006588,434.705492505354,304.78632739854,253.635578057493
"Myh3",0,0,0,24.0759965079889,166.569271950365,69.0164838251681
"Adprm",251.148275591646,9.4632784427183,0,1.33755536155494,23.0361759080292,152.698970463184
"Top2a",1093.53478467802,412.835522063586,695.514943448084,426.680160336025,707.033399023358,414.098902951009
"Acly",1187.595412734,1562.62385285386,729.776763322374,373.177945873827,547.55218119854,838.550278475792
"Kat2a",284.74135704021,0,406.002565510335,205.98352567946,49.6163788788321,111.289080168084
"Stat5b",333.051407504336,0,80.5152767045811,125.730203986164,306.558340929927,358.02300984306
"Tmem101",0,0,3.42618198742898,135.093091517049,134.673028385401,170.815797467291
"Lsm12",250.828341482612,163.241553136891,241.545830113743,494.895483775327,258.713975582482,314.025001404515
"Ubtf",564.683702444911,193.997208075725,103.642005119727,335.726395750289,265.802029708029,441.705496481076
"Ccdc43",266.505112825275,125.388439366017,0,24.0759965079889,21.2641623766423,125.955082980932
"Eftud2",1419.86757589264,229.484502235919,586.733665347214,512.283703475541,485.5317076,549.543752457901
"Dcakd",155.807911099531,0,3.42618198742898,185.920195256136,60.2484600671533,45.7234205341739
