"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pcmtd1|ENSMUSG00000051285",11.855086535838,0.0415020956466625,0.61092181172004,0.067933563429032,0.945838520705044,NA
"Gm18984|ENSMUSG00000103498",8.30136379843468,0.149464115310182,0.753911676497967,0.198251492806777,0.842848301484436,NA
"Uxs1|ENSMUSG00000057363",29.1358878924308,-0.792061953655985,0.390840182979965,-2.02656223220678,0.0427072022965251,NA
"Gmppa|ENSMUSG00000033021",698.319245735424,-0.206055964786337,0.0913091496347326,-2.25668474200702,0.024027780927537,0.206695121312322
"Asic4|ENSMUSG00000033007",864.408539643421,-0.103128874733058,0.094858773377728,-1.08718330483147,0.276955807598184,0.638031343639077
"Gm18300|ENSMUSG00000103411",6.21737776763854,0.547625158085582,0.854611168926689,0.640788674425292,0.521659992230782,NA
"Rrs1|ENSMUSG00000061024",16.5842574869737,1.12934859222623,0.530339769287144,2.12948124509736,0.0332144649528891,NA
"Gm28867|ENSMUSG00000099936",7.42831325451533,-0.0178606599851472,0.807055751457728,-0.0221306396155243,0.982343745578369,NA
"Vxn|ENSMUSG00000067879",10.738566519696,0.236366437513833,0.664286136339274,0.355820217499033,0.721975207319778,NA
"Mybl1|ENSMUSG00000025912",525.261726171146,0.0340185236699665,0.0998711554330927,0.34062411236202,0.7333865748269,NA
"Tpp2|ENSMUSG00000041763",1459.15473920907,-0.0120531222761934,0.0688491872413527,-0.175065570984025,0.861028110822654,0.959372247391051
"Sdccag8|ENSMUSG00000026504",31.5483348087703,0.0969277977018484,0.394182798511853,0.245895554214383,0.80576308541595,NA
"Gm15423|ENSMUSG00000087082",1660.70795116029,-0.0169407463809057,0.073451378630076,-0.230638916475953,0.817595331597571,0.945968835211348
"Gm8251|ENSMUSG00000091844",1592.64614570981,-0.0581433423370896,0.0729729659036399,-0.796779212919306,0.425579269706643,0.751082310424081
"Niban1|ENSMUSG00000026483",25.0844086264378,0.0412027636871539,0.42592446092438,0.0967372561738575,0.922935052417763,NA
"Gm37960|ENSMUSG00000104391",24.8655257718112,0.382337692006173,0.433075611815654,0.882842814452736,0.377321204322131,NA
"Gm37706|ENSMUSG00000103646",6.37707982609352,1.5303178698648,0.932683049027457,1.64076946767771,0.100845278463816,NA
"Gm38328|ENSMUSG00000103633",59.8025865892041,0.134282298004871,0.276301506661698,0.485999152256834,0.626967766998106,NA
"Tex30|ENSMUSG00000026049",139.991651966424,0.0932578642629313,0.177603521782136,0.52509017460436,0.599520506054612,NA
"Edem3|ENSMUSG00000043019",17.350078468973,0.0563483284584031,0.492095587207793,0.114506876150079,0.908835995873779,NA
"1700025G04Rik|ENSMUSG00000032666",137.080793301476,0.126173455323792,0.182342393757491,0.691958971930564,0.488963094771483,NA
"Catspere1|ENSMUSG00000102483",605.35669732126,-0.0296171518179197,0.101826733560583,-0.290858311784091,0.771159685870363,NA
"Colgalt2|ENSMUSG00000032649",57.4336638543262,-0.0363569803840475,0.279250488196799,-0.130194867764834,0.896412254951145,NA
"Poglut2|ENSMUSG00000026047",64.518748874016,0.229420227803245,0.255574622607688,0.897664351266242,0.369364520238094,NA
"Catspere2|ENSMUSG00000091476",30.1787963009936,-0.354171148384397,0.403760497280522,-0.877181276449458,0.380388184227868,NA
"Bivm|ENSMUSG00000041684",347.179932398427,0.0432041605137645,0.119272186202864,0.362231647538353,0.717178931785521,NA
"Sgpp2|ENSMUSG00000032908",16.8403893802037,-0.376906299466775,0.558037186719939,-0.675414306494833,0.49941257859809,NA
"Farsb|ENSMUSG00000026245",1902.15653826451,-0.0314841943247142,0.063359387393263,-0.496914437150348,0.619249390202362,0.860572369379003
"BC035947|ENSMUSG00000090486",2095.3233690835,0.00261351113875465,0.0628714427006036,0.0415691294249488,0.966842183110648,0.990577447425042
"Efcab2|ENSMUSG00000026495",14.5208306560041,0.0752316864480497,1.33769964516526,0.0562395951288122,0.955150938709487,NA
"Acsl3|ENSMUSG00000032883",249.939932997544,-0.106697564573447,0.138751606752872,-0.76898255141279,0.441903668888981,NA
"Ncf2|ENSMUSG00000026480",19.9792592256379,0.344048719937624,0.523943370822653,0.656652491656543,0.511404388649143,NA
"Kif26b|ENSMUSG00000026494",5.43004529270402,0.671132387432836,0.891640616683898,0.75269382627369,0.451633920704342,NA
"Sgk3|ENSMUSG00000025915",2683.95916744509,0.0282565290230033,0.0605200305264241,0.466895485299963,0.640574655515081,0.873283082426072
"Cnst|ENSMUSG00000038949",166.161568406288,0.357405278043667,0.175563658319396,2.03575888919707,0.0417745724597537,NA
"Tcf24|ENSMUSG00000099032",1655.95679575089,-0.0696996487288097,0.0666787885480812,-1.04530466504427,0.295882182269833,0.650586980745775
"E330040D14Rik|ENSMUSG00000104025",12.9509688877275,0.54967936049746,0.559508665957843,0.982432255193838,0.325886942260057,NA
"Sccpdh|ENSMUSG00000038936",12.3353676819229,-0.225891784092748,0.586758434292385,-0.38498259401276,0.700250311486105,NA
"Kif28|ENSMUSG00000087236",27.1987923777928,-0.0394684809032288,0.401130437813555,-0.0983931339600156,0.92162012653232,NA
"Gm8976|ENSMUSG00000100702",15.1930056447459,-0.415625553258686,0.534477947854544,-0.777629002145093,0.436787758336501,NA
"Wdfy1|ENSMUSG00000073643",1507.90933140578,0.0620640224632266,0.0729762087671355,0.85046926267807,0.395064242415976,0.728244988212909
"Ppp1r42|ENSMUSG00000025916",81.6209542215223,-0.0319949958821118,0.247550576261165,-0.129246299343521,0.897162761831482,NA
