"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Itga5",544.518883118209,-12.3449498144839,1.38403040436408,-8.91956547743334,4.68121242929662e-19,4.64750769980569e-15
"Brpf1",131.000912838026,-4.23861971463354,0.887772018270346,-4.77444617244377,1.80202471999729e-06,0.00052619121823921
"Slc39a13",160.242477226461,-10.5796114522787,1.68536884700396,-6.27732704985369,3.44443065941976e-10,8.54907689667985e-07
"Cdkal1",95.6461754600083,-4.03348021742033,1.05410917392662,-3.82643498148808,0.000130012468873363,0.0201681842339804
"Anapc1",1341.34299656654,-2.02240093162868,0.541117925452557,-3.73744952163111,0.000185896395863549,0.0263654202590474
"Ints2",107.832021991332,-10.0085698196614,1.85632401692866,-5.39160713775653,6.98303047653316e-08,2.56768616929708e-05
"Cd164",630.07133395547,-2.50668553343179,0.707781814664078,-3.54160771228842,0.00039769644833798,0.047003932608327
"Slc1a4",149.517435670719,-9.47402456923234,2.60557591565725,-3.63605777605698,0.000276842265045405,0.0354073352529511
"Slc36a2",130.364487562697,-7.30441156093994,1.61497328521208,-4.52293027248481,6.09893365199526e-06,0.00140814449527928
"Ppm1d",47.5138036961945,-8.82545384720838,2.32876578658698,-3.78975588616101,0.000150795403048289,0.0226832842645972
"Vipas39",191.183609777701,-10.8348816669583,2.76908893204225,-3.91279656698038,9.12333891597819e-05,0.0156166394410054
"Coq6",67.8677891166351,-9.3399814252947,2.09140954849242,-4.46587873332956,7.97407704483755e-06,0.00175925859780327
"Mctp1",183.503494895948,-10.7751740277596,1.74710440323295,-6.16744712440797,6.9401308532995e-10,1.37803238223115e-06
"Fgd4",54.479964029912,-6.3669266189362,1.81952681331402,-3.4992211009739,0.000466619476069149,0.0531703127000919
"Poc1a",89.7640311495875,-9.74402425831609,1.91268174677082,-5.09443051608921,3.49791090656884e-07,0.000115757531601385
"Emilin2",1187.67827226315,-2.96301210249838,0.874988928390994,-3.38634239400838,0.000708309490294901,0.0710312789863412
"Tmem132a",37.3239546461244,-8.47711346974683,2.56807718752267,-3.30095742874629,0.000963555016536232,0.0885756870756639
"Dgka",72.8970540352785,-8.44366487984679,2.24996275019067,-3.75280207600381,0.000174868918588911,0.0255308621139811
"Cdk2",156.45443644053,-10.545071510335,1.78495212860434,-5.90776152555991,3.46787529915728e-09,4.91843799571907e-06
"Chm",120.017417206164,-9.16580415053606,2.16756475828553,-4.22861836791713,2.35130800254072e-05,0.00432292330541189
"Steap3",159.420539931627,-5.73256454853534,1.29599117926616,-4.42330522016464,9.72022663192057e-06,0.00205324276599377
"Lrrc57",63.5138459503954,-9.24543185357245,2.14296272724784,-4.31432228662518,1.60093255252463e-05,0.00324368538397236
