"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"mmu-mir-677",6734.7775668372,-0.478919485252032,0.168859359836461,-2.83620336898032,0.00456533651778562,0.0663208048517632
"mmu-mir-682",312.3535967199,-0.600031580818721,0.196179929558665,-3.05857781766248,0.0022239031221139,0.0422541593201641
"mmu-mir-15a",30.4615809725644,-0.961712948865267,0.342066525833674,-2.81147927737568,0.00493142672537776,0.0663208048517632
"mmu-mir-17",165.783316218897,-0.618636684449172,0.192045812236133,-3.22129744588503,0.00127611630995098,0.02828724487058
"mmu-mir-92a-1",604.719353142788,-0.993616503647978,0.152296651710589,-6.52421765342655,6.83573855536748e-11,6.0610215190925e-09
"mmu-mir-92b",71.2643821085033,-0.767876528818004,0.253893093401871,-3.02440889009368,0.0024911949381598,0.0441771902367004
"mmu-mir-700",113.05252110591,-0.561364519325848,0.202397576826525,-2.77357332102348,0.00554443446311172,0.0663348689069806
"mmu-mir-703",66.0805943742569,-0.903406870319955,0.257903050789385,-3.50289330643753,0.000460233771026189,0.0136024647881074
"mmu-mir-106b",139.236367275603,-0.570804626896806,0.199617966230425,-2.85948523409916,0.004243291721146,0.0663208048517632
"mmu-mir-5121",8581.15327437523,-0.534002527310209,0.163019132832733,-3.27570462454936,0.00105398730572739,0.0254873293930441
"mmu-mir-6238",129.450785896461,-0.644781027787262,0.204189270926843,-3.15776154574877,0.00158985547053813,0.0325308888587033
"mmu-mir-326",278.660508024516,-0.662893991753145,0.225869508427751,-2.93485382939674,0.00333704846532595,0.0554784307360439
"mmu-mir-210",684.414198062484,-1.21268154735566,0.224303569850744,-5.4064299920086,6.42933406475463e-08,4.27550715306183e-06
"mmu-mir-92a-2",544.957623928316,-1.04078043897607,0.150925511523489,-6.89598748727178,5.34919039983555e-12,7.11442323178128e-10
